com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes
21713,1,2,0,0
22012,1,2,0,0
22032,1,1,0,0
22040,1,1,0,0
22048,1,2,0,0
22054,1,2,0,0
22085,1,2,0,0
22093,1,2,0,0
22113,2,4,0,0
22143,1,2,0,0
22158,1,2,0,0
22162,1,2,0,0
22172,1,2,0,0
22175,1,2,0,0
22177,1,2,0,0
22178,1,2,0,0
22203,1,2,0,0
22209,1,2,0,0
22211,1,2,0,0
22213,1,2,0,0
22215,2,2,0,0
22219,1,1,0,0
22221,1,2,0,0
22260,1,3,0,0
22278,8,9,0,0
22339,1,3,0,0
22353,1,2,0,0
22360,2,3,0,0
22370,1,2,0,0
22381,1,1,0,0
22389,1,1,0,0
23029,1,2,0,0
23154,1,1,0,0
23193,1,1,0,0
24037,1,2,0,0
24053,1,2,0,0
24064,1,1,0,0
24082,1,1,0,0
24145,1,1,0,0
24146,1,1,0,0
24208,1,1,0,0
24309,1,1,0,0
24331,1,1,0,0
24356,1,1,0,0
24443,1,1,0,0
24484,1,1,0,0
24528,1,2,0,0
24534,1,1,0,0
24547,1,2,0,0
24572,1,2,0,0
24585,1,2,0,0
25018,1,1,0,0
25031,1,2,0,0
25050,1,2,0,0
25056,15,24,0,0
25067,1,1,0,0
25104,1,1,0,0
25177,1,2,0,0
25204,1,2,0,0
25222,1,2,0,0
25230,1,6,0,0
25246,1,1,0,0
25287,1,2,0,0
25388,1,2,0,0
25434,1,2,0,0
25462,2,3,0,0
25527,1,1,0,0
25539,1,1,0,0
25560,1,1,0,0
26023,2,2,0,0
26058,2,6,0,0
26085,1,2,0,0
26088,1,2,0,0
26099,1,1,0,0
26106,1,4,0,0
26160,1,2,0,0
26165,1,2,0,0
26196,1,2,0,0
26198,5,8,0,0
26235,1,1,0,0
26259,1,1,0,0
26306,1,1,0,0
26307,1,1,0,0
26324,2,4,0,0
26327,1,2,0,0
26333,1,1,0,0
26344,1,2,0,0
27015,1,1,0,0
27022,1,1,0,0
27067,1,2,0,0
27096,1,2,0,0
27130,1,1,0,0
27135,1,2,0,0
27156,1,2,0,0
27198,1,1,0,0
27229,5,8,0,0
27234,1,2,0,0
27242,1,2,0,0
27249,1,2,0,0
27287,1,2,0,0
27299,3,6,0,0
27351,1,2,0,0
27425,2,3,0,0
27426,1,2,0,0
27428,1,1,0,0
27562,2,2,0,0
27620,1,1,0,0
27676,1,2,0,0
27679,1,1,0,0
27681,5,6,0,0
27701,1,2,0,0
28006,1,2,0,0
28015,1,2,0,0
28018,2,3,0,0
28023,1,1,0,0
28061,1,2,0,0
28085,1,1,0,0
28116,1,2,0,0
28120,1,2,0,0
28134,4,7,0,0
28158,2,4,0,0
28160,1,2,0,0
28198,1,2,0,0
28206,1,2,0,0
28218,1,1,0,0
28227,1,2,0,0
28229,1,2,0,0
28236,1,1,0,0
28282,1,1,0,0
28404,5,7,0,0
28410,1,2,0,0
28425,1,1,0,0
29015,1,2,0,0
29016,1,1,0,0
29019,13,22,0,0
29024,2,3,0,0
29027,1,1,0,0
29037,1,2,0,0
29039,6,11,0,0
29044,1,1,0,0
29051,2,4,0,0
29062,1,1,0,0
29105,1,2,0,0
29106,1,1,0,0
29117,1,1,0,0
29151,1,1,0,0
29158,1,2,0,0
29160,1,2,0,0
29167,1,2,0,0
29169,2,3,0,0
29171,1,2,0,0
29186,1,4,0,0
29189,1,2,0,0
29210,1,3,0,0
29212,1,1,0,0
29216,1,1,0,0
29232,7,15,0,0
29234,1,2,0,0
29235,1,2,0,0
29247,1,1,0,0
29259,1,2,0,0
29260,1,3,0,0
29264,1,1,0,0
29272,1,2,0,0
2A004,18,34,0,0
2A006,1,2,0,0
2A130,1,3,0,0
2A154,1,1,0,0
2A189,1,2,0,0
2A228,1,2,0,0
2A271,1,2,0,0
2A272,1,2,0,0
2A348,2,3,0,0
2A362,1,2,0,0
2B010,1,2,0,0
2B033,6,11,0,0
2B042,2,6,0,0
2B049,1,1,0,0
2B050,1,1,0,0
2B096,1,1,0,0
2B109,1,1,0,0
2B120,1,2,0,0
2B123,1,2,0,0
2B140,1,1,0,0
2B159,1,1,0,0
2B168,1,1,0,0
2B207,1,3,0,0
2B281,1,1,0,0
2B286,1,2,0,0
2B303,1,3,0,0
2B313,2,5,0,0
2B327,1,2,0,0
2B343,1,2,0,0
30003,1,2,0,0
30007,1,2,0,0
30028,3,5,0,0
30053,1,2,0,0
30086,1,1,0,0
30090,1,2,0,0
30114,1,1,0,0
30123,2,3,0,0
30128,1,1,0,0
30130,1,1,0,0
30133,1,1,0,0
30147,1,1,0,0
30165,1,2,0,0
30179,1,1,0,0
30189,2,3,0,0
30228,3,5,0,0
30233,1,2,0,0
30256,1,2,0,0
30294,1,1,0,0
30305,1,1,0,0
30307,1,1,0,0
30330,2,4,0,0
30347,1,2,0,0
31022,1,1,0,0
31033,1,1,0,0
31042,1,1,0,0
31069,1,1,0,0
31123,1,2,0,0
31135,1,1,0,0
31167,1,1,0,0
31187,1,2,0,0
31207,1,2,0,0
31271,1,2,0,0
31275,1,1,0,0
31344,1,2,0,0
31395,1,1,0,0
31483,4,7,0,0
31555,18,37,0,0
32013,3,6,0,0
32064,1,3,0,0
32107,1,2,0,0
32227,1,2,0,0
32279,1,1,0,0
32395,1,3,0,0
32418,1,2,0,0
33009,1,2,0,0
33013,2,4,0,0
33019,2,4,0,0
33039,2,4,0,0
33056,1,2,0,0
33063,15,29,0,0
33069,2,4,0,0
33075,1,1,0,0
33080,1,2,0,0
33096,1,2,0,0
33106,1,1,0,0
33114,1,2,0,0
33119,2,3,0,0
33122,2,4,0,0
33162,2,4,0,0
33165,1,1,0,0
33192,4,9,0,0
33199,1,2,0,0
33200,1,2,0,0
33205,1,2,0,0
33207,1,1,0,0
33229,1,2,0,0
33233,1,1,0,0
33238,2,3,0,0
33240,1,2,0,0
33243,1,2,0,0
33261,1,1,0,0
33281,6,8,0,0
33284,1,3,0,0
33318,3,4,0,0
33328,1,2,0,0
33366,1,1,0,0
33373,1,2,0,0
33394,1,2,0,0
33397,1,2,0,0
33422,1,2,0,0
33448,1,5,0,0
33463,1,1,0,0
33485,2,4,0,0
33487,1,1,0,0
33494,1,2,0,0
33502,1,1,0,0
33518,1,2,0,0
33527,1,2,0,0
33529,3,6,0,0
33535,1,1,0,0
33550,1,2,0,0
33554,1,1,0,0
34003,2,2,0,0
34022,1,2,0,0
34032,2,3,0,0
34036,1,1,0,0
34052,1,1,0,0
34058,2,3,0,0
34059,1,2,0,0
34095,2,3,0,0
34101,1,2,0,0
34108,4,4,0,0
34116,1,2,0,0
34123,1,2,0,0
34142,1,1,0,0
34146,1,2,0,0
34148,1,2,0,0
34151,1,2,0,0
34154,1,2,0,0
34157,1,1,0,0
34172,13,25,0,0
34183,1,2,0,0
34194,2,5,0,0
34216,1,1,0,0
34219,1,1,0,0
34240,1,2,0,0
34255,1,2,0,0
34267,1,1,0,0
34270,3,5,0,0
34289,1,2,0,0
34296,1,1,0,0
34301,3,6,0,0
34333,1,2,0,0
34337,1,1,0,0
34344,1,2,0,0
35012,1,1,0,0
35027,1,1,0,0
35039,1,2,0,0
35051,5,8,0,0
35069,1,2,0,0
35115,2,3,0,0
35116,1,1,0,0
35117,1,2,0,0
35139,1,1,0,0
35150,1,1,0,0
35179,1,3,0,0
35206,1,7,0,0
35208,1,4,0,0
35210,2,3,0,0
35238,30,48,0,0
35240,1,2,0,0
35273,1,2,0,0
35278,5,11,0,0
35281,1,2,0,0
35288,1,2,0,0
35352,1,1,0,0
36009,1,1,0,0
36018,3,4,0,0
36053,1,1,0,0
36063,1,1,0,0
36069,1,2,0,0
36101,1,1,0,0
36159,1,1,0,0
36176,1,2,0,0
36182,1,1,0,0
37010,1,2,0,0
37028,1,2,0,0
37039,1,2,0,0
37050,1,1,0,0
37110,1,2,0,0
37112,1,1,0,0
37118,1,1,0,0
37122,4,6,0,0
37131,1,2,0,0
37147,1,2,0,0
37153,1,1,0,0
37159,1,1,0,0
37165,1,1,0,0
37179,1,2,0,0
37214,4,6,0,0
37226,1,2,0,0
37231,1,1,0,0
37233,2,4,0,0
37250,1,3,0,0
37261,18,33,0,0
37270,1,2,0,0
37273,1,2,0,0
38019,1,2,0,0
38035,1,2,0,0
38053,5,8,0,0
38059,1,2,0,0
38067,1,2,0,0
38071,1,2,0,0
38105,1,2,0,0
38108,1,2,0,0
38151,4,6,0,0
38158,2,4,0,0
38184,1,2,0,0
38185,4,5,0,0
38197,1,1,0,0
38205,1,2,0,0
38207,1,1,0,0
38212,1,2,0,0
38236,1,1,0,0
38238,1,2,0,0
38239,1,2,0,0
38249,1,1,0,0
38257,1,2,0,0
38270,1,2,0,0
38301,1,1,0,0
38317,1,2,0,0
38319,1,1,0,0
38341,1,1,0,0
38342,1,1,0,0
38349,1,2,0,0
38374,1,2,0,0
38378,1,1,0,0
38384,1,2,0,0
38393,1,2,0,0
38405,1,1,0,0
38408,1,2,0,0
38416,2,3,0,0
38421,2,3,0,0
38442,1,1,0,0
38467,1,2,0,0
38468,2,3,0,0
38516,1,2,0,0
38517,1,4,0,0
38530,1,3,0,0
38544,1,1,0,0
38556,1,1,0,0
38565,1,2,0,0
39020,1,1,0,0
39097,3,6,0,0
39101,1,1,0,0
39130,1,1,0,0
39171,1,1,0,0
39184,1,1,0,0
39209,1,1,0,0
39284,1,1,0,0
39297,1,2,0,0
39370,1,1,0,0
39412,1,1,0,0
39436,1,1,0,0
39448,1,4,0,0
39475,1,1,0,0
39478,2,2,0,0
39510,2,2,0,0
39526,1,2,0,0
39557,1,1,0,0
40001,1,2,0,0
40035,1,1,0,0
40049,1,1,0,0
40080,1,1,0,0
40120,1,2,0,0
40134,1,1,0,0
40182,1,1,0,0
40192,1,3,0,0
40209,1,2,0,0
40224,1,2,0,0
40234,1,3,0,0
40250,1,2,0,0
40304,1,1,0,0
41018,1,2,0,0
41032,1,2,0,0
41043,1,2,0,0
41044,1,2,0,0
41083,1,2,0,0
41097,1,2,0,0
41115,1,1,0,0
41126,1,2,0,0
41132,1,1,0,0
41159,1,2,0,0
41166,1,1,0,0
41185,1,2,0,0
41194,1,1,0,0
41207,1,2,0,0
41212,2,4,0,0
41225,1,3,0,0
41229,2,3,0,0
41242,1,1,0,0
41258,1,2,0,0
41296,1,2,0,0
42010,1,2,0,0
42019,1,1,0,0
42044,1,1,0,0
42047,1,2,0,0
42091,1,2,0,0
42094,1,2,0,0
42095,1,1,0,0
42099,1,2,0,0
42129,1,2,0,0
42134,1,1,0,0
42155,1,2,0,0
42168,2,2,0,0
42170,1,2,0,0
42186,1,2,0,0
42187,2,3,0,0
42218,9,15,0,0
42223,1,2,0,0
42224,1,1,0,0
42228,1,2,0,0
42230,1,1,0,0
42234,1,2,0,0
42237,1,2,0,0
42242,1,2,0,0
42275,1,2,0,0
42289,1,2,0,0
42293,1,2,0,0
42324,1,1,0,0
42325,1,1,0,0
43028,1,2,0,0
43040,2,3,0,0
43041,2,5,0,0
43089,2,2,0,0
43103,1,1,0,0
43130,1,2,0,0
43157,4,7,0,0
43162,1,1,0,0
43213,1,1,0,0
43218,1,2,0,0
43251,1,1,0,0
44006,1,2,0,0
44009,1,2,0,0
44021,1,1,0,0
44026,2,2,0,0
44033,1,1,0,0
44041,1,2,0,0
44047,1,2,0,0
44063,1,2,0,0
44069,1,2,0,0
44106,1,2,0,0
44109,22,35,0,0
44122,1,2,0,0
44131,2,4,0,0
44132,1,2,0,0
44151,1,2,0,0
44154,2,3,0,0
44155,1,1,0,0
44162,3,5,0,0
44184,2,3,0,0
44198,1,2,0,0
44204,1,1,0,0
44215,1,1,0,0
45004,1,2,0,0
45040,1,2,0,0
45068,1,2,0,0
45075,1,2,0,0
45082,1,2,0,0
45099,1,1,0,0
45108,3,3,0,0
45146,1,1,0,0
45147,3,6,0,0
45148,1,2,0,0
45155,1,2,0,0
45166,1,2,0,0
45169,1,2,0,0
45182,1,2,0,0
45208,1,1,0,0
45212,1,1,0,0
45232,2,2,0,0
45234,6,11,0,0
45273,1,2,0,0
45279,2,4,0,0
45284,2,3,0,0
45286,2,2,0,0
45302,2,5,0,0
46042,3,5,0,0
46076,1,1,0,0
46100,1,1,0,0
46172,1,1,0,0
46185,1,2,0,0
46202,1,1,0,0
46219,1,2,0,0
46228,1,1,0,0
46240,1,1,0,0
46309,1,1,0,0
47001,6,11,0,0
47031,2,4,0,0
47043,1,1,0,0
47052,1,1,0,0
47061,1,1,0,0
47091,1,1,0,0
47119,1,1,0,0
47145,1,1,0,0
47168,1,2,0,0
47195,1,3,0,0
47201,1,2,0,0
47233,1,2,0,0
47238,1,2,0,0
47250,1,3,0,0
47310,1,1,0,0
47323,1,2,0,0
47325,1,2,0,0
48004,1,1,0,0
48009,1,1,0,0
48018,1,2,0,0
48027,1,1,0,0
48032,1,1,0,0
48069,1,1,0,0
48094,1,1,0,0
48130,1,2,0,0
48146,1,2,0,0
48166,1,1,0,0
49007,18,30,0,0
49015,3,3,0,0
49018,1,1,0,0
49020,1,2,0,0
49026,1,2,0,0
49063,1,2,0,0
49069,2,3,0,0
49092,2,4,0,0
49099,5,9,0,0
49100,1,1,0,0
49125,1,1,0,0
49138,2,3,0,0
49140,1,2,0,0
49174,1,2,0,0
49176,1,2,0,0
49194,1,2,0,0
49214,2,3,0,0
49215,1,2,0,0
49246,2,4,0,0
49267,5,9,0,0
49301,2,4,0,0
49310,1,1,0,0
49328,5,9,0,0
49353,3,4,0,0
49355,1,2,0,0
49377,1,1,0,0
50013,1,2,0,0
50027,1,2,0,0
50048,1,1,0,0
50066,1,1,0,0
50079,1,2,0,0
50087,1,1,0,0
50099,1,1,0,0
50110,1,1,0,0
50129,9,17,0,0
50162,1,2,0,0
50165,1,2,0,0
50166,1,2,0,0
50185,1,3,0,0
50197,1,1,0,0
50218,1,2,0,0
50219,1,3,0,0
50270,1,4,0,0
50288,1,1,0,0
50292,1,2,0,0
50298,1,2,0,0
50388,1,2,0,0
50410,3,3,0,0
50419,1,2,0,0
50433,1,2,0,0
50492,1,2,0,0
50493,1,1,0,0
50537,1,1,0,0
50543,1,1,0,0
50550,1,1,0,0
50568,1,2,0,0
50603,1,2,0,0
50615,1,1,0,0
51028,1,2,0,0
51030,1,2,0,0
51058,1,2,0,0
51108,2,4,0,0
51141,1,2,0,0
51181,1,5,0,0
51203,1,1,0,0
51204,1,1,0,0
51217,1,1,0,0
51242,1,1,0,0
51250,1,1,0,0
51266,1,1,0,0
51344,1,1,0,0
51391,1,2,0,0
51409,1,2,0,0
51412,1,1,0,0
51454,25,42,0,0
51493,1,2,0,0
51497,1,2,0,0
51507,1,1,0,0
51571,1,2,0,0
51621,1,1,0,0
51647,1,2,0,0
51662,1,2,0,0
52121,2,4,0,0
52125,1,2,0,0
52269,1,1,0,0
52300,1,1,0,0
52331,1,2,0,0
52398,1,1,0,0
52442,1,2,0,0
52449,1,2,0,0
53007,1,2,0,0
53036,1,2,0,0
53054,1,2,0,0
53064,1,1,0,0
53104,1,3,0,0
53130,1,2,0,0
53131,1,1,0,0
53135,1,2,0,0
53137,1,1,0,0
53141,1,1,0,0
53151,1,1,0,0
53157,1,1,0,0
53162,1,2,0,0
53185,1,1,0,0
53210,1,2,0,0
53245,1,1,0,0
54054,1,1,0,0
54099,1,2,0,0
54138,1,1,0,0
54167,1,2,0,0
54184,2,5,0,0
54231,1,2,0,0
54254,1,1,0,0
54257,1,1,0,0
54264,1,1,0,0
54307,1,2,0,0
54312,1,2,0,0
54345,1,2,0,0
54371,1,1,0,0
54383,1,1,0,0
54395,11,18,0,0
54403,1,2,0,0
54431,1,1,0,0
54437,1,1,0,0
54439,1,3,0,0
54491,1,2,0,0
54498,1,2,0,0
54514,1,3,0,0
54521,1,1,0,0
54526,4,10,0,0
54547,4,6,0,0
54549,1,2,0,0
54575,1,1,0,0
54578,1,2,0,0
54593,1,2,0,0
55043,1,1,0,0
55177,1,2,0,0
55351,1,2,0,0
55414,1,1,0,0
55496,2,2,0,0
56008,1,1,0,0
56011,1,1,0,0
56036,2,4,0,0
56052,1,1,0,0
56075,1,2,0,0
56076,1,2,0,0
56094,1,2,0,0
56098,6,11,0,0
56107,2,2,0,0
56116,1,2,0,0
56121,5,9,0,0
56122,1,2,0,0
56123,1,2,0,0
56126,1,2,0,0
56147,1,2,0,0
56162,3,6,0,0
56164,1,2,0,0
56165,1,2,0,0
56166,1,1,0,0
56168,1,2,0,0
56178,3,5,0,0
56184,1,1,0,0
56185,1,2,0,0
56193,1,2,0,0
56234,1,2,0,0
56260,5,9,0,0
57012,1,1,0,0
57017,1,1,0,0
57019,1,1,0,0
57038,1,1,0,0
57101,1,2,0,0
57106,1,1,0,0
57123,1,1,0,0
57172,1,2,0,0
57227,1,1,0,0
57275,1,1,0,0
57306,1,1,0,0
57307,1,2,0,0
57343,1,2,0,0
57463,7,14,0,0
57474,1,2,0,0
57480,1,1,0,0
57482,1,2,0,0
57493,1,1,0,0
57508,1,1,0,0
57630,2,2,0,0
57631,2,4,0,0
57661,1,2,0,0
57664,1,2,0,0
57672,3,4,0,0
57765,1,1,0,0
57767,1,1,0,0
58003,1,2,0,0
58005,1,1,0,0
58020,1,1,0,0
58031,1,1,0,0
58095,1,1,0,0
58121,1,1,0,0
58145,1,1,0,0
58149,1,2,0,0
58177,1,1,0,0
58180,1,1,0,0
58194,6,10,0,0
58210,1,1,0,0
58215,1,1,0,0
58232,1,1,0,0
58277,1,2,0,0
58295,1,1,0,0
58309,1,1,0,0
59002,1,3,0,0
59009,2,7,0,0
59017,1,1,0,0
59090,1,1,0,0
59112,1,1,0,0
59126,1,2,0,0
59129,1,2,0,0
59139,1,2,0,0
59149,1,1,0,0
59156,1,1,0,0
59158,1,1,0,0
59163,1,2,0,0
59173,1,1,0,0
59178,1,2,0,0
59181,1,1,0,0
59183,2,3,0,0
59189,1,2,0,0
59193,1,2,0,0
59206,1,2,0,0
59232,1,2,0,0
59234,1,1,0,0
59237,1,1,0,0
59250,1,1,0,0
59266,1,1,0,0
59279,1,1,0,0
59299,1,2,0,0
59307,1,1,0,0
59328,1,2,0,0
59331,1,2,0,0
59343,2,3,0,0
59350,11,21,0,0
59359,1,2,0,0
59360,4,6,0,0
59368,1,1,0,0
59378,1,2,0,0
59400,2,4,0,0
59410,1,2,0,0
59421,2,3,0,0
59431,1,1,0,0
59435,1,2,0,0
59436,1,3,0,0
59481,1,1,0,0
59487,1,2,0,0
59507,1,2,0,0
59508,1,1,0,0
59512,4,7,0,0
59527,3,5,0,0
59536,1,2,0,0
59579,1,1,0,0
59581,1,3,0,0
59599,5,9,0,0
59609,1,2,0,0
59646,1,5,0,0
59653,2,4,0,0
59660,1,1,0,0
60009,2,4,0,0
60040,2,4,0,0
60057,3,4,0,0
60079,1,2,0,0
60088,1,1,0,0
60104,1,1,0,0
60107,1,2,0,0
60122,1,1,0,0
60141,1,2,0,0
60175,3,5,0,0
60176,1,2,0,0
60196,1,2,0,0
60212,1,2,0,0
60223,1,1,0,0
60242,2,2,0,0
60282,1,2,0,0
60319,1,1,0,0
60320,1,1,0,0
60325,1,3,0,0
60332,1,2,0,0
60354,1,1,0,0
60367,1,2,0,0
60385,1,2,0,0
60406,1,2,0,0
60414,1,1,0,0
60444,1,1,0,0
60446,2,2,0,0
60462,1,2,0,0
60471,1,1,0,0
60482,1,2,0,0
60508,1,2,0,0
60509,1,1,0,0
60539,1,1,0,0
60563,1,1,0,0
60579,1,2,0,0
60581,1,1,0,0
60589,1,2,0,0
60612,1,3,0,0
60616,1,2,0,0
60619,1,2,0,0
60635,1,2,0,0
60643,1,1,0,0
60647,1,1,0,0
60658,1,1,0,0
60666,1,2,0,0
60667,1,2,0,0
61001,7,12,0,0
61038,1,1,0,0
61117,1,2,0,0
61169,1,1,0,0
61182,1,1,0,0
61210,1,2,0,0
61230,1,1,0,0
61243,1,2,0,0
61278,1,2,0,0
61298,1,2,0,0
61300,1,2,0,0
61309,1,1,0,0
61394,1,1,0,0
61402,1,1,0,0
61404,1,1,0,0
61462,1,2,0,0
61464,1,3,0,0
61473,1,2,0,0
61484,1,1,0,0
61500,1,1,0,0
62014,1,1,0,0
62031,1,1,0,0
62048,1,2,0,0
62065,1,1,0,0
62068,1,1,0,0
62072,1,1,0,0
62080,1,1,0,0
62104,1,1,0,0
62113,1,3,0,0
62119,2,3,0,0
62147,1,2,0,0
62150,1,2,0,0
