com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes,grav_moyenne
29030,1,1,2,0,4.0
29039,6,11,8,5,3.83
29044,1,1,1,0,3.0
29048,1,1,1,0,2.0
29069,1,2,2,0,3.0
29076,1,2,2,0,3.0
29093,1,2,3,0,4.0
29105,1,1,2,0,3.0
29124,2,4,4,2,4.0
29150,1,1,2,0,4.0
29176,1,1,2,0,3.0
29177,1,2,2,0,3.0
29190,1,2,3,0,4.0
29212,1,2,2,0,3.0
29217,2,2,2,1,3.0
29220,1,3,4,2,4.0
29224,1,2,2,0,4.0
29232,7,10,7,5,3.86
29233,1,2,2,0,4.0
29234,1,2,2,0,4.0
29235,1,2,2,1,4.0
29259,1,1,1,1,2.0
29260,1,1,1,0,4.0
29278,1,1,0,1,3.0
29302,1,1,4,1,4.0
2A004,15,30,22,12,3.8
2A008,1,1,1,0,3.0
2A070,2,4,2,2,4.0
2A247,1,3,4,0,4.0
2B029,1,2,1,2,4.0
2B033,3,6,6,4,4.0
2B037,1,2,3,0,4.0
2B043,1,2,1,1,3.0
2B106,1,2,2,0,4.0
2B120,2,4,3,1,4.0
2B123,1,2,4,0,3.0
2B150,1,1,0,2,3.0
2B152,1,2,2,0,3.0
2B193,1,1,1,0,2.0
2B303,1,1,1,0,4.0
2B313,1,2,1,1,4.0
2B318,1,2,2,1,4.0
2B319,1,3,2,1,4.0
2B355,1,3,1,4,4.0
30004,1,3,2,1,4.0
30006,1,2,0,2,4.0
30007,5,9,11,2,3.8
30008,1,1,1,0,3.0
30012,2,3,2,2,3.5
30027,1,3,3,2,4.0
30028,1,3,4,0,4.0
30032,3,5,5,0,3.33
30075,1,2,1,1,3.0
30083,1,1,0,1,3.0
30095,1,1,1,0,3.0
30123,1,3,4,1,3.0
30147,1,2,1,1,3.0
30156,1,2,1,1,3.0
30189,2,3,2,2,4.0
30221,1,4,6,0,4.0
30254,1,2,2,0,4.0
30258,1,2,2,0,4.0
30272,1,3,2,3,4.0
30315,1,3,4,0,4.0
30334,1,1,0,1,4.0
30347,1,2,2,0,4.0
31035,1,1,1,1,3.0
31044,1,2,1,1,4.0
31069,3,6,9,0,3.67
31157,1,1,1,0,2.0
31161,1,2,2,0,3.0
31224,1,2,1,1,3.0
31248,1,3,3,0,2.0
31263,1,2,1,1,3.0
31276,1,1,0,1,3.0
31282,1,2,2,0,3.0
31291,1,2,2,0,3.0
31341,1,3,3,0,3.0
31390,1,1,1,1,2.0
31395,1,2,1,1,4.0
31435,1,2,1,0,4.0
31454,1,1,1,1,4.0
31474,1,1,1,0,3.0
31478,1,3,2,1,2.0
31483,2,2,3,0,4.0
31555,19,38,34,11,3.53
31557,1,1,1,0,4.0
31561,1,2,0,2,3.0
31565,2,3,4,1,4.0
31567,1,2,2,1,4.0
32013,2,2,3,0,3.5
32020,1,2,3,1,4.0
32027,1,1,1,0,3.0
32107,1,2,2,0,3.0
32162,1,1,1,0,3.0
32181,1,1,0,2,4.0
32464,1,1,2,0,2.0
33011,1,2,3,0,3.0
33013,2,3,1,2,4.0
33014,1,3,3,0,4.0
33032,1,1,2,0,4.0
33039,1,2,1,2,4.0
33061,1,2,2,0,4.0
33063,9,20,22,12,3.78
33069,3,5,4,2,4.0
33073,1,3,3,0,4.0
33096,1,1,0,1,4.0
33119,1,1,1,1,4.0
33122,1,1,2,3,4.0
33128,1,2,3,1,4.0
33162,2,4,4,0,4.0
33167,1,2,1,1,3.0
33192,3,6,6,5,4.0
33199,2,4,3,1,3.5
33200,2,3,6,1,4.0
33207,1,1,1,0,3.0
33227,1,2,2,0,3.0
33249,4,9,8,2,3.75
33268,1,2,2,0,4.0
33281,6,12,11,5,4.0
33284,1,1,0,2,4.0
33308,1,1,1,0,2.0
33318,1,3,3,0,3.0
33327,1,2,2,0,4.0
33362,1,1,1,1,3.0
33366,2,5,4,3,4.0
33433,1,1,1,0,3.0
33445,1,2,1,2,4.0
33448,1,2,2,0,4.0
33474,1,1,1,0,3.0
33487,1,4,5,2,4.0
33522,2,3,2,3,4.0
33529,9,16,16,6,3.89
33535,1,2,3,0,4.0
33544,1,2,1,2,3.0
33550,2,4,4,0,4.0
34031,1,2,1,1,3.0
34032,4,5,5,2,2.75
34041,1,1,2,0,3.0
34079,1,1,2,0,4.0
34095,1,3,2,1,3.0
34108,1,1,1,0,2.0
34114,1,1,1,0,2.0
34119,1,2,3,0,4.0
34129,1,1,1,0,3.0
34130,1,3,2,1,4.0
34145,1,2,4,1,4.0
34150,1,2,0,2,2.0
34157,1,2,1,1,3.0
34161,1,2,2,0,3.0
34172,7,12,15,2,3.57
34196,1,1,1,0,2.0
34199,1,1,1,1,4.0
34213,1,2,2,0,4.0
34232,1,2,1,1,3.0
34240,1,3,3,0,3.0
34242,1,1,1,0,3.0
34270,1,2,1,1,3.0
34284,1,1,1,1,3.0
34299,1,1,1,0,3.0
34300,1,1,1,0,2.0
34301,2,4,4,0,3.0
34317,1,1,1,0,3.0
34327,1,3,3,5,4.0
34341,1,3,0,4,3.0
34344,3,6,8,1,3.67
35033,1,2,1,1,4.0
35039,1,2,2,0,3.0
35041,1,2,2,0,3.0
35046,1,2,3,0,4.0
35051,4,6,4,5,4.0
35055,1,2,2,0,4.0
35085,1,2,1,1,3.0
35090,1,1,0,2,3.0
35095,1,1,1,0,3.0
35096,1,2,1,1,4.0
35109,1,2,2,0,4.0
35115,1,2,1,0,4.0
35116,1,1,1,0,2.0
35124,1,3,3,0,3.0
35126,1,2,3,1,4.0
35139,1,2,2,0,3.0
35150,1,2,6,1,4.0
35184,2,3,3,0,2.5
35191,1,2,2,0,4.0
35193,1,2,1,1,4.0
35205,1,1,0,2,3.0
35206,1,2,3,2,4.0
35210,2,2,2,2,3.5
35238,20,32,30,12,3.9
35257,1,1,1,0,2.0
35278,2,3,2,2,3.0
35281,5,11,9,7,4.0
35288,1,2,0,2,3.0
35297,1,1,2,0,3.0
35306,1,2,1,1,4.0
35333,1,2,2,0,3.0
35352,1,1,1,0,3.0
35353,1,2,1,1,3.0
36018,1,2,1,1,4.0
36034,1,1,1,1,2.0
36044,1,2,2,0,3.0
36062,1,2,2,0,4.0
36118,1,1,3,0,3.0
36120,1,2,1,2,4.0
36128,1,1,1,1,2.0
36141,1,2,2,0,3.0
36155,1,1,0,1,3.0
36221,1,2,2,0,4.0
36241,1,1,1,0,2.0
37003,1,2,4,1,4.0
37028,1,1,4,2,4.0
37031,1,2,1,1,4.0
37074,1,2,2,1,3.0
37077,1,3,2,2,4.0
37088,1,1,1,1,3.0
37122,5,6,2,7,4.0
37156,1,1,1,0,4.0
37195,1,2,2,1,4.0
37214,2,2,1,2,4.0
37233,3,5,6,2,4.0
37240,1,1,1,0,4.0
37261,16,25,17,14,3.88
38035,1,2,2,0,4.0
38053,1,2,4,1,4.0
38062,1,2,3,2,3.0
38070,1,1,1,0,3.0
38072,1,3,4,0,4.0
38095,1,1,1,0,3.0
38105,1,1,1,1,4.0
38113,1,2,2,0,4.0
38118,1,1,2,0,2.0
38151,1,2,1,1,4.0
38158,1,2,2,0,4.0
38169,1,1,2,0,4.0
38179,2,4,1,3,3.0
38185,6,9,7,4,3.5
38193,1,1,2,1,3.0
38206,1,1,1,0,3.0
38215,1,1,1,0,4.0
38229,1,2,1,1,2.0
38239,1,2,2,0,4.0
38249,1,1,1,0,2.0
38257,1,1,0,2,3.0
38267,1,2,0,1,4.0
38317,1,2,1,1,2.0
38343,1,2,2,0,3.0
38351,1,1,3,0,4.0
38377,1,2,2,0,4.0
38394,1,2,3,0,3.0
38407,1,2,2,1,2.0
38421,3,4,4,2,3.67
38423,1,2,2,1,4.0
38455,1,2,1,1,4.0
38485,1,2,2,0,4.0
38490,1,1,0,1,2.0
38563,1,1,0,2,3.0
38565,1,1,2,0,4.0
39025,1,1,1,0,3.0
39030,1,2,1,1,4.0
39173,1,2,2,2,4.0
39176,1,1,4,1,4.0
39198,2,2,3,2,3.0
39252,1,2,2,1,2.0
39269,1,1,1,0,3.0
39362,2,3,3,0,2.5
39373,1,2,2,3,3.0
39406,1,1,1,1,2.0
39475,1,1,1,0,4.0
39531,1,1,2,0,4.0
39560,1,1,1,0,3.0
40065,1,1,2,1,3.0
40117,1,1,1,0,3.0
40161,1,1,1,0,3.0
40192,3,5,5,3,3.67
40271,1,2,1,1,4.0
40287,1,2,0,2,2.0
41018,3,5,6,1,3.0
41080,1,1,2,1,4.0
41151,2,2,4,2,2.5
41188,1,1,0,1,4.0
41206,1,2,2,0,4.0
41252,1,1,1,0,3.0
41289,1,2,2,0,4.0
42022,1,2,1,1,4.0
42032,1,2,2,1,4.0
42036,1,1,2,0,3.0
42044,4,5,5,2,4.0
42059,1,1,1,1,2.0
42065,1,1,1,1,3.0
42094,2,4,2,2,3.0
42095,1,2,2,3,4.0
42120,1,3,2,1,4.0
42127,1,2,2,2,4.0
42158,1,1,2,0,3.0
42168,1,1,3,0,3.0
42185,2,2,4,2,3.5
42187,1,1,1,0,4.0
42207,2,2,3,2,3.5
42218,2,4,4,2,3.5
42237,1,2,2,0,3.0
42246,1,2,2,0,4.0
42260,1,2,0,2,4.0
42268,1,2,1,2,3.0
42279,2,4,1,4,4.0
42284,1,5,2,4,4.0
42302,2,3,2,1,3.5
43040,1,2,2,0,3.0
43152,1,1,2,0,3.0
43157,2,4,3,1,4.0
43200,1,1,2,0,3.0
44014,1,2,2,0,2.0
44015,1,1,1,0,3.0
44020,1,2,2,0,4.0
44031,1,2,3,2,4.0
44037,1,1,1,0,2.0
44045,1,2,1,1,4.0
44047,1,2,1,1,3.0
44061,1,1,1,0,3.0
44071,1,1,1,0,3.0
44094,1,1,2,0,4.0
44103,1,2,2,1,4.0
44109,10,18,13,7,3.9
44110,1,3,3,0,2.0
44119,1,2,1,3,3.0
44131,1,1,1,0,2.0
44143,1,1,2,0,2.0
44151,1,2,2,1,3.0
44152,1,2,2,0,3.0
44162,1,1,1,1,3.0
44172,1,2,2,0,3.0
44180,1,1,1,0,3.0
44184,3,4,4,2,3.67
44190,3,4,6,2,4.0
44194,1,2,5,2,4.0
44202,1,1,2,0,3.0
44209,1,2,1,1,4.0
45028,1,1,2,0,3.0
45068,3,6,6,2,4.0
45085,1,2,2,0,3.0
45121,1,1,1,0,4.0
45146,2,4,3,1,3.5
45147,2,4,6,2,4.0
45148,2,3,5,1,3.5
45169,1,2,3,0,4.0
45173,1,2,2,0,3.0
45208,3,4,7,0,4.0
45229,1,2,6,2,4.0
45232,2,3,2,1,4.0
45234,5,7,7,4,3.8
45244,1,1,2,0,3.0
45284,2,3,3,1,4.0
45285,1,2,0,2,4.0
45286,1,2,0,2,4.0
45293,1,2,2,0,3.0
45338,4,9,9,1,4.0
46028,1,1,1,0,2.0
46066,1,2,2,0,2.0
46072,1,1,0,1,3.0
46102,1,1,3,1,4.0
46197,1,2,4,0,3.0
46201,1,2,2,0,3.0
47001,2,2,2,2,3.5
47010,1,2,0,2,4.0
47032,2,3,3,1,4.0
47100,2,4,3,2,3.5
47156,1,1,1,0,3.0
47179,1,1,1,0,3.0
47185,1,2,2,0,3.0
47201,1,2,2,0,4.0
47203,1,1,1,0,2.0
47301,1,2,1,1,2.0
47323,1,2,1,1,3.0
48095,1,2,2,0,4.0
48128,1,2,2,0,3.0
49007,15,22,20,6,3.67
49008,1,2,1,1,3.0
49015,2,2,1,1,4.0
49018,1,2,2,0,2.0
49030,1,1,1,0,3.0
49057,1,2,2,4,4.0
49063,1,1,1,0,4.0
49068,1,1,2,1,3.0
49069,1,2,1,0,4.0
49099,7,12,13,5,3.71
49112,1,1,1,1,4.0
49155,2,3,2,3,4.0
49160,1,2,2,0,3.0
49163,1,2,2,2,3.0
49180,1,2,1,2,4.0
49192,1,2,1,1,4.0
49220,1,2,1,1,2.0
49246,3,5,3,4,3.67
49259,1,1,1,0,4.0
49266,1,1,1,0,4.0
49267,2,2,1,3,4.0
49328,3,4,3,3,3.67
49331,1,1,1,0,3.0
49336,1,2,1,1,3.0
49353,3,5,2,3,3.67
50027,1,1,1,0,3.0
50041,1,1,1,1,2.0
50092,1,1,0,2,3.0
50099,1,1,2,0,4.0
50129,7,12,11,3,3.86
50150,1,2,2,0,4.0
50159,1,2,2,0,3.0
50251,1,1,1,0,3.0
50298,1,1,1,0,3.0
50364,1,2,2,0,3.0
50369,1,2,1,1,3.0
50390,1,4,3,1,2.0
50464,1,2,2,0,3.0
50484,1,2,2,1,4.0
50492,1,1,2,1,3.0
50564,1,1,1,0,3.0
50567,1,1,1,0,3.0
50582,1,2,1,1,3.0
50598,1,3,3,0,3.0
50639,1,1,1,0,3.0
51027,1,1,1,2,4.0
51055,2,4,3,1,4.0
51085,1,1,1,0,2.0
51090,1,2,2,0,2.0
51108,2,2,1,3,3.5
51172,2,4,1,3,4.0
51230,1,2,1,1,3.0
51282,1,3,1,2,4.0
51287,1,2,2,0,3.0
51333,1,2,2,0,3.0
51391,1,3,3,0,4.0
51399,1,2,0,4,4.0
51431,1,1,0,2,3.0
51434,1,2,1,1,4.0
51436,1,1,1,0,3.0
51454,22,34,28,22,3.95
51559,1,1,2,0,4.0
51599,1,1,1,1,3.0
51621,1,2,1,2,3.0
51629,1,2,2,0,4.0
51662,1,2,2,0,3.0
52017,1,1,1,0,2.0
52121,1,2,2,2,2.0
52248,1,2,1,2,3.0
52269,1,1,1,0,3.0
52332,2,3,3,0,3.0
52448,1,2,2,0,4.0
52492,1,2,1,2,4.0
53018,1,3,3,0,3.0
53140,1,1,1,1,3.0
53147,1,1,1,1,2.0
53198,1,2,2,0,4.0
53201,1,2,2,0,2.0
53267,1,1,0,1,3.0
53276,1,2,1,1,4.0
54036,1,2,4,0,3.0
54073,1,1,1,1,3.0
54089,1,1,2,0,3.0
54096,1,1,2,0,4.0
54099,1,1,2,1,4.0
54115,1,2,2,1,4.0
54138,2,3,3,0,4.0
54142,1,1,1,0,3.0
54174,2,3,3,2,3.5
54184,1,2,2,0,4.0
54228,1,1,1,0,3.0
54304,3,5,7,3,4.0
54323,1,2,1,1,4.0
54328,2,3,3,1,3.0
54357,1,1,2,0,3.0
54367,1,1,0,1,4.0
54395,7,13,15,1,4.0
54433,1,2,1,1,2.0
54521,1,2,1,1,4.0
54526,1,1,2,1,4.0
54528,1,2,2,0,4.0
54546,1,1,0,1,4.0
54547,3,5,2,4,4.0
54578,1,1,1,1,4.0
54580,1,2,3,1,4.0
55001,1,1,1,0,4.0
55065,1,1,1,0,3.0
55165,1,2,2,0,4.0
55242,1,1,3,0,4.0
55282,1,1,0,1,3.0
55291,1,1,1,1,3.0
55431,1,2,1,1,3.0
55531,1,1,1,0,3.0
56008,1,1,0,1,3.0
56023,1,1,1,0,3.0
56067,1,1,2,0,2.0
56098,6,10,6,4,4.0
56107,1,2,1,1,3.0
56121,5,9,6,3,4.0
56157,1,1,0,1,3.0
56166,1,1,2,0,3.0
56185,1,1,1,0,3.0
56193,1,2,2,0,3.0
56221,1,1,8,0,4.0
56231,1,1,0,2,2.0
56260,2,2,1,2,3.0
57012,2,2,2,2,4.0
57019,2,2,2,0,3.0
57032,1,2,2,2,4.0
57221,1,2,2,1,3.0
57306,2,3,2,2,3.5
57329,1,1,0,2,3.0
57343,1,1,2,0,4.0
57358,1,2,1,2,3.0
57360,1,2,2,0,4.0
57412,1,1,1,0,3.0
57474,1,2,1,1,4.0
57491,1,2,2,0,3.0
57582,1,2,0,4,4.0
57650,1,1,1,1,2.0
57672,3,5,6,1,4.0
57751,1,1,1,0,3.0
57757,3,4,3,2,3.67
58051,1,1,1,0,2.0
58086,1,2,1,0,4.0
58087,1,2,0,2,3.0
58095,1,1,1,0,2.0
58147,1,1,1,0,3.0
58194,4,5,6,1,4.0
58243,1,1,0,1,4.0
58270,1,1,2,0,4.0
58297,1,2,2,0,4.0
59009,1,2,0,4,4.0
59010,1,3,5,1,3.0
59011,1,2,1,1,4.0
59017,1,2,1,1,3.0
59021,1,1,2,1,4.0
59055,2,2,3,0,3.0
59067,1,1,0,2,3.0
59084,1,2,2,2,4.0
59090,1,2,2,0,4.0
59122,2,3,3,1,4.0
59123,1,3,2,3,4.0
59159,1,2,1,1,4.0
59166,1,4,5,3,4.0
59178,1,2,3,0,4.0
59179,1,4,3,1,3.0
59183,2,3,3,2,2.5
59228,1,2,1,3,3.0
59244,1,2,1,1,3.0
59271,2,3,3,2,3.0
59278,2,3,4,1,3.5
59279,1,2,1,1,4.0
59295,1,2,2,0,4.0
59312,1,2,2,0,2.0
59328,2,4,2,2,4.0
59329,2,5,4,1,4.0
59350,9,15,14,5,3.78
59367,1,1,1,0,3.0
59375,1,1,2,0,4.0
59378,4,5,2,4,3.75
59388,1,2,2,0,4.0
59390,1,1,1,0,2.0
59392,1,1,3,0,3.0
59410,1,1,1,1,4.0
59419,1,3,2,1,4.0
59467,1,2,3,0,4.0
59482,1,1,1,1,4.0
59506,1,2,2,0,4.0
59508,2,4,3,2,4.0
59512,6,10,11,6,3.83
59560,3,4,5,2,4.0
59574,1,1,0,1,3.0
59599,11,18,15,10,3.91
59616,1,1,1,1,3.0
59636,2,3,4,1,3.5
59646,1,1,0,1,4.0
60024,1,1,1,1,4.0
60029,1,1,1,0,4.0
60045,1,2,2,0,4.0
60049,1,1,1,0,4.0
60057,7,12,3,12,3.86
60079,1,1,1,0,4.0
60134,1,1,2,0,3.0
60141,3,5,5,1,4.0
