com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes
06078,1,2,0,0
06083,1,1,0,0
06084,2,2,0,0
06085,2,3,0,0
06088,13,24,0,0
06090,1,2,0,0
06092,2,4,0,0
06095,1,1,0,0
06103,1,2,0,0
06105,1,2,0,0
06123,4,8,0,0
06152,1,1,0,0
06155,3,5,0,0
06157,2,3,0,0
06161,2,3,0,0
07037,1,1,0,0
07102,2,2,0,0
07172,1,2,0,0
07186,1,2,0,0
07199,1,1,0,0
07230,1,2,0,0
07231,1,3,0,0
07238,1,2,0,0
07247,1,1,0,0
07279,1,1,0,0
07281,3,5,0,0
07292,1,2,0,0
07317,1,1,0,0
07334,1,1,0,0
08015,1,1,0,0
08302,1,1,0,0
08311,1,2,0,0
08365,1,1,0,0
08367,1,1,0,0
08397,1,1,0,0
08409,1,2,0,0
08457,1,2,0,0
09122,1,3,0,0
09130,1,1,0,0
09160,1,2,0,0
09167,1,2,0,0
09225,4,6,0,0
09282,1,2,0,0
10034,1,2,0,0
10055,1,2,0,0
10095,1,2,0,0
10130,1,1,0,0
10166,1,1,0,0
10220,1,3,0,0
10224,1,2,0,0
10233,1,1,0,0
10297,1,2,0,0
10321,1,2,0,0
10323,1,2,0,0
10325,1,2,0,0
10333,2,3,0,0
10350,1,2,0,0
10357,1,2,0,0
10362,1,1,0,0
10387,11,19,0,0
10401,1,2,0,0
10412,1,2,0,0
10438,1,1,0,0
11024,1,2,0,0
11069,6,10,0,0
11076,1,2,0,0
11144,1,2,0,0
11172,1,2,0,0
11255,1,2,0,0
11262,9,20,0,0
11359,1,1,0,0
11366,1,2,0,0
11370,1,1,0,0
11439,1,1,0,0
12013,1,1,0,0
12016,1,1,0,0
12026,1,3,0,0
12033,1,3,0,0
12089,1,2,0,0
12120,1,1,0,0
12133,1,1,0,0
12145,4,7,0,0
12176,1,1,0,0
12202,2,2,0,0
12215,1,1,0,0
12305,2,4,0,0
13055,179,312,0,0
14027,1,1,0,0
14057,2,2,0,0
14061,2,3,0,0
14068,1,2,0,0
14101,1,2,0,0
14118,9,13,0,0
14160,1,3,0,0
14167,1,2,0,0
14191,1,1,0,0
14271,1,2,0,0
14303,2,4,0,0
14304,1,2,0,0
14305,1,1,0,0
14312,1,1,0,0
14319,1,2,0,0
14326,1,1,0,0
14327,1,3,0,0
14333,1,2,0,0
14336,1,2,0,0
14342,1,1,0,0
14366,3,4,0,0
14369,1,2,0,0
14377,1,1,0,0
14389,1,4,0,0
14406,1,1,0,0
14431,2,4,0,0
14437,2,3,0,0
14453,1,2,0,0
14468,1,2,0,0
14478,1,2,0,0
14540,1,1,0,0
14542,1,1,0,0
14566,1,1,0,0
14578,1,2,0,0
14610,1,3,0,0
14656,1,1,0,0
14658,1,1,0,0
14712,1,2,0,0
14715,1,2,0,0
14739,1,1,0,0
15012,5,9,0,0
15014,5,6,0,0
15029,1,1,0,0
15119,1,1,0,0
15122,1,2,0,0
15142,1,2,0,0
15163,1,2,0,0
15235,1,1,0,0
16016,1,2,0,0
16028,1,2,0,0
16072,1,3,0,0
16146,1,1,0,0
16166,1,2,0,0
16222,1,2,0,0
16304,1,1,0,0
16329,1,1,0,0
16374,1,1,0,0
17015,1,1,0,0
17053,2,4,0,0
17074,1,1,0,0
17147,1,2,0,0
17185,1,2,0,0
17218,2,3,0,0
17237,1,1,0,0
17283,1,2,0,0
17299,1,2,0,0
17300,2,4,0,0
17306,2,3,0,0
17322,1,2,0,0
17333,1,1,0,0
17346,1,1,0,0
17415,3,5,0,0
17476,1,2,0,0
18033,7,10,0,0
18070,1,2,0,0
18075,1,2,0,0
18099,1,1,0,0
18141,1,4,0,0
18146,1,2,0,0
18170,1,1,0,0
18279,1,2,0,0
18284,1,1,0,0
19021,1,1,0,0
19031,2,3,0,0
19116,1,1,0,0
19150,1,2,0,0
19208,1,2,0,0
19274,1,2,0,0
19276,1,1,0,0
21038,1,2,0,0
21054,2,3,0,0
21061,1,1,0,0
21114,1,1,0,0
21171,1,1,0,0
21231,1,1,0,0
21278,1,2,0,0
21282,1,2,0,0
21456,1,1,0,0
21464,1,3,0,0
21515,1,1,0,0
21554,1,1,0,0
21562,1,1,0,0
21609,1,1,0,0
21614,1,2,0,0
21644,1,1,0,0
21685,1,2,0,0
22020,1,1,0,0
22067,1,2,0,0
22090,1,2,0,0
22113,5,8,0,0
22136,2,4,0,0
22164,1,1,0,0
22180,1,1,0,0
22187,1,2,0,0
22207,1,2,0,0
22219,1,2,0,0
22225,1,5,0,0
22232,1,2,0,0
22240,1,2,0,0
22251,1,1,0,0
22273,1,2,0,0
22278,5,9,0,0
22311,1,2,0,0
22341,1,2,0,0
22356,1,1,0,0
22360,3,5,0,0
23008,1,1,0,0
23086,1,1,0,0
23096,2,3,0,0
24007,1,1,0,0
24011,1,1,0,0
24037,3,3,0,0
24155,1,1,0,0
24225,1,2,0,0
24294,2,3,0,0
24322,1,1,0,0
24330,1,1,0,0
24354,1,1,0,0
24382,1,2,0,0
24401,1,2,0,0
24538,1,2,0,0
24586,1,2,0,0
25021,1,2,0,0
25031,1,2,0,0
25056,13,20,0,0
25103,1,2,0,0
25122,1,2,0,0
25139,1,1,0,0
25147,1,2,0,0
25157,1,1,0,0
25190,1,1,0,0
25204,2,5,0,0
25227,1,1,0,0
25228,1,2,0,0
25233,1,1,0,0
25240,1,2,0,0
25287,2,3,0,0
25328,1,1,0,0
25336,1,1,0,0
25356,1,1,0,0
25388,2,3,0,0
25436,1,1,0,0
25462,5,9,0,0
25468,1,1,0,0
25547,1,1,0,0
25578,1,3,0,0
25609,1,2,0,0
26008,1,2,0,0
26039,1,2,0,0
26064,2,3,0,0
26084,1,2,0,0
26085,1,3,0,0
26108,1,2,0,0
26148,1,1,0,0
26165,1,2,0,0
26169,1,2,0,0
26198,1,2,0,0
26213,1,2,0,0
26216,1,1,0,0
26235,1,2,0,0
26252,1,1,0,0
26288,1,2,0,0
26289,1,2,0,0
26313,1,1,0,0
26362,4,6,0,0
26369,1,2,0,0
26381,1,1,0,0
27012,1,1,0,0
27016,1,1,0,0
27065,1,1,0,0
27102,1,1,0,0
27180,1,1,0,0
27229,9,15,0,0
27230,1,2,0,0
27234,1,2,0,0
27273,1,2,0,0
27284,2,2,0,0
27299,2,3,0,0
27306,1,1,0,0
27331,1,2,0,0
27375,1,1,0,0
27439,1,2,0,0
27445,1,2,0,0
27467,1,1,0,0
27468,1,2,0,0
27528,2,2,0,0
27554,2,3,0,0
27562,1,2,0,0
27681,3,6,0,0
27684,1,2,0,0
27701,2,4,0,0
28022,1,1,0,0
28052,1,1,0,0
28064,1,1,0,0
28110,1,2,0,0
28121,1,1,0,0
28134,2,4,0,0
28193,1,1,0,0
28211,1,1,0,0
28220,1,2,0,0
28222,1,1,0,0
28233,1,2,0,0
28298,1,1,0,0
28334,1,2,0,0
28367,1,1,0,0
28374,1,2,0,0
28391,1,2,0,0
28404,2,3,0,0
29005,1,2,0,0
29019,15,29,0,0
29020,1,2,0,0
29022,1,1,0,0
29024,1,1,0,0
29026,1,2,0,0
29039,2,2,0,0
29042,4,5,0,0
29051,1,2,0,0
29061,2,3,0,0
29069,1,2,0,0
29079,1,2,0,0
29081,1,1,0,0
29103,1,2,0,0
29105,1,1,0,0
29110,1,1,0,0
29162,2,3,0,0
29165,1,2,0,0
29168,1,1,0,0
29172,1,2,0,0
29199,1,2,0,0
29204,1,2,0,0
29232,10,17,0,0
29236,1,2,0,0
29245,1,1,0,0
29247,1,1,0,0
29265,1,1,0,0
29266,1,1,0,0
29269,1,1,0,0
29277,1,1,0,0
29297,1,1,0,0
2A004,13,22,0,0
2A040,2,3,0,0
2A041,1,2,0,0
2A130,1,1,0,0
2A139,1,2,0,0
2A247,1,2,0,0
2A271,1,2,0,0
2A348,1,1,0,0
2A362,2,5,0,0
2B033,12,20,0,0
2B037,3,7,0,0
2B043,1,2,0,0
2B096,1,1,0,0
2B120,3,6,0,0
2B148,1,2,0,0
2B207,1,1,0,0
2B251,1,1,0,0
2B304,1,2,0,0
2B307,1,2,0,0
30004,1,1,0,0
30007,2,2,0,0
30011,2,2,0,0
30026,1,2,0,0
30028,1,2,0,0
30042,1,2,0,0
30047,1,2,0,0
30060,3,4,0,0
30062,1,1,0,0
30075,1,1,0,0
30085,1,1,0,0
30092,1,1,0,0
30094,1,1,0,0
30117,1,2,0,0
30123,2,4,0,0
30138,1,2,0,0
30141,1,2,0,0
30155,1,2,0,0
30165,1,2,0,0
30173,1,2,0,0
30188,1,2,0,0
30189,5,10,0,0
30209,1,1,0,0
30211,1,1,0,0
30217,1,1,0,0
30243,1,2,0,0
30249,1,1,0,0
30258,1,2,0,0
30269,1,2,0,0
30272,1,1,0,0
30284,1,1,0,0
30307,1,1,0,0
30331,1,2,0,0
30334,1,1,0,0
30338,1,2,0,0
30346,1,1,0,0
30351,1,3,0,0
31044,1,1,0,0
31069,1,1,0,0
31074,1,1,0,0
31149,3,5,0,0
31150,1,2,0,0
31157,2,2,0,0
31187,1,2,0,0
31254,1,1,0,0
31349,1,1,0,0
31364,1,1,0,0
31395,1,2,0,0
31420,1,1,0,0
31483,1,1,0,0
31506,1,1,0,0
31510,1,2,0,0
31541,1,3,0,0
31555,23,44,0,0
31557,1,1,0,0
31565,1,1,0,0
31575,1,1,0,0
32013,2,3,0,0
32066,1,2,0,0
32123,1,2,0,0
32160,1,1,0,0
32162,1,1,0,0
32286,1,1,0,0
32307,1,2,0,0
32446,1,1,0,0
33005,1,2,0,0
33009,1,1,0,0
33013,1,2,0,0
33019,1,2,0,0
33039,4,7,0,0
33056,2,4,0,0
33063,22,40,0,0
33069,1,1,0,0
33075,2,4,0,0
33090,1,2,0,0
33093,1,1,0,0
33108,1,1,0,0
33138,1,1,0,0
33140,1,1,0,0
33143,1,2,0,0
33159,1,1,0,0
33162,4,8,0,0
33167,3,6,0,0
33169,1,2,0,0
33192,3,6,0,0
33199,1,2,0,0
33236,1,2,0,0
33238,1,1,0,0
33249,7,16,0,0
33256,1,2,0,0
33281,9,18,0,0
33284,1,2,0,0
33317,1,1,0,0
33318,8,17,0,0
33324,1,2,0,0
33334,1,2,0,0
33366,2,5,0,0
33421,1,2,0,0
33487,2,8,0,0
33529,3,6,0,0
33550,3,7,0,0
33554,2,3,0,0
34003,1,2,0,0
34009,1,1,0,0
34013,1,1,0,0
34016,1,1,0,0
34022,1,2,0,0
34032,8,14,0,0
34057,1,2,0,0
34081,1,2,0,0
34108,1,2,0,0
34129,4,6,0,0
34142,1,2,0,0
34145,1,1,0,0
34146,1,2,0,0
34153,1,2,0,0
34154,1,2,0,0
34172,17,32,0,0
34194,1,2,0,0
34198,1,1,0,0
34199,1,1,0,0
34202,1,2,0,0
34234,1,1,0,0
34237,1,2,0,0
34244,1,2,0,0
34281,1,1,0,0
34321,1,2,0,0
34327,1,2,0,0
34329,1,3,0,0
34332,1,2,0,0
34338,1,2,0,0
35012,1,1,0,0
35024,1,2,0,0
35033,1,2,0,0
35051,4,8,0,0
35055,1,1,0,0
35066,1,2,0,0
35069,1,2,0,0
35115,3,5,0,0
35120,1,1,0,0
35124,1,1,0,0
35136,1,1,0,0
35142,1,1,0,0
35145,1,2,0,0
35150,1,2,0,0
35189,1,2,0,0
35193,1,2,0,0
35206,1,2,0,0
35225,1,2,0,0
35236,1,1,0,0
35238,23,40,0,0
35240,1,2,0,0
35278,6,13,0,0
35281,1,1,0,0
35297,1,1,0,0
35308,1,1,0,0
36013,1,2,0,0
36023,1,1,0,0
36044,1,2,0,0
36117,1,1,0,0
36159,1,2,0,0
37003,1,1,0,0
37046,1,2,0,0
37050,1,1,0,0
37122,5,9,0,0
37139,1,3,0,0
37153,1,1,0,0
37160,1,2,0,0
37166,1,2,0,0
37179,1,1,0,0
37195,1,2,0,0
37213,1,2,0,0
37214,1,2,0,0
37233,7,12,0,0
37249,1,2,0,0
37261,14,22,0,0
37266,2,5,0,0
38030,1,2,0,0
38034,1,2,0,0
38039,1,1,0,0
38052,1,2,0,0
38053,5,9,0,0
38075,1,2,0,0
38105,1,2,0,0
38130,2,3,0,0
38152,2,3,0,0
38173,1,1,0,0
38185,7,13,0,0
38193,1,1,0,0
38277,1,1,0,0
38284,1,1,0,0
38301,1,2,0,0
38317,1,3,0,0
38331,1,1,0,0
38336,1,2,0,0
38344,1,1,0,0
38348,1,4,0,0
38374,1,2,0,0
38382,1,1,0,0
38389,1,1,0,0
38397,1,2,0,0
38421,4,6,0,0
38423,1,2,0,0
38434,1,3,0,0
38449,2,3,0,0
38454,1,1,0,0
38468,1,2,0,0
38494,1,1,0,0
38501,1,1,0,0
38505,1,1,0,0
38507,1,1,0,0
38516,1,2,0,0
38544,1,1,0,0
38562,1,1,0,0
38565,1,1,0,0
39096,1,2,0,0
39120,1,2,0,0
39206,1,2,0,0
39344,1,2,0,0
39431,1,1,0,0
39491,1,1,0,0
39526,1,2,0,0
39574,1,2,0,0
39582,1,1,0,0
40080,1,3,0,0
40088,1,2,0,0
40110,1,1,0,0
40230,1,1,0,0
40273,1,4,0,0
40277,1,1,0,0
40279,2,3,0,0
40313,1,2,0,0
41010,1,2,0,0
41018,4,8,0,0
41040,1,2,0,0
41046,1,1,0,0
41061,1,2,0,0
41106,1,2,0,0
41148,1,3,0,0
41167,1,3,0,0
41180,1,3,0,0
41268,1,1,0,0
41269,1,2,0,0
41280,1,1,0,0
42012,1,1,0,0
42013,1,2,0,0
42069,1,1,0,0
42094,1,2,0,0
42095,1,1,0,0
42110,1,1,0,0
42128,1,2,0,0
42186,1,3,0,0
42187,1,2,0,0
42218,8,10,0,0
42225,2,4,0,0
42229,1,1,0,0
42270,1,2,0,0
42275,1,2,0,0
42279,1,2,0,0
42323,2,3,0,0
42326,1,1,0,0
43002,1,1,0,0
43041,1,2,0,0
43046,1,1,0,0
43089,1,3,0,0
43117,1,2,0,0
43157,4,7,0,0
43190,1,3,0,0
43257,1,2,0,0
43268,1,1,0,0
44005,1,2,0,0
44009,1,1,0,0
44015,1,1,0,0
44020,2,3,0,0
44036,1,2,0,0
44037,1,1,0,0
44069,2,3,0,0
44072,1,1,0,0
44084,1,1,0,0
44087,1,2,0,0
44089,1,2,0,0
44090,1,2,0,0
44109,27,40,0,0
44114,1,1,0,0
44126,1,1,0,0
44143,5,7,0,0
44152,1,2,0,0
44154,1,2,0,0
44158,1,1,0,0
44162,4,7,0,0
44165,1,2,0,0
44168,1,1,0,0
44172,1,2,0,0
44175,1,1,0,0
44179,1,1,0,0
44184,2,4,0,0
44190,1,2,0,0
44195,1,1,0,0
44207,1,2,0,0
45004,1,2,0,0
45008,1,3,0,0
45026,1,1,0,0
45053,1,2,0,0
45061,1,2,0,0
45068,1,2,0,0
45082,1,1,0,0
45110,1,2,0,0
45134,1,2,0,0
45144,1,2,0,0
45145,1,1,0,0
45146,1,2,0,0
45147,2,4,0,0
45167,1,2,0,0
45169,2,3,0,0
45171,1,2,0,0
45177,1,1,0,0
45208,1,2,0,0
45222,1,2,0,0
45234,7,12,0,0
45247,1,1,0,0
45252,1,1,0,0
45253,1,1,0,0
45254,1,2,0,0
45285,1,2,0,0
45286,1,3,0,0
45302,2,2,0,0
45308,1,2,0,0
45317,1,1,0,0
45324,1,2,0,0
45338,1,2,0,0
46042,4,8,0,0
46102,1,1,0,0
46114,1,2,0,0
46128,1,1,0,0
46132,1,1,0,0
46165,1,1,0,0
46191,1,1,0,0
46240,2,3,0,0
47001,5,8,0,0
47015,1,1,0,0
47031,1,1,0,0
47069,1,2,0,0
47124,1,2,0,0
47151,1,2,0,0
47174,1,1,0,0
47189,1,2,0,0
47201,1,1,0,0
47203,2,3,0,0
47209,3,5,0,0
47214,1,2,0,0
47228,1,1,0,0
47251,1,1,0,0
47269,1,2,0,0
47283,1,1,0,0
47290,1,1,0,0
47323,1,2,0,0
48005,1,2,0,0
49002,1,1,0,0
49003,1,1,0,0
49007,28,48,0,0
49015,2,4,0,0
49018,1,1,0,0
49020,1,1,0,0
49021,1,2,0,0
49050,1,1,0,0
49060,1,1,0,0
49063,1,2,0,0
49092,1,2,0,0
49099,5,8,0,0
49129,1,2,0,0
49176,1,2,0,0
49180,2,4,0,0
49182,1,1,0,0
49195,1,2,0,0
49215,1,2,0,0
49244,1,2,0,0
49246,1,2,0,0
49267,4,5,0,0
49272,1,1,0,0
49294,1,2,0,0
49301,2,2,0,0
49302,1,1,0,0
49323,1,3,0,0
49328,2,3,0,0
49362,1,2,0,0
50074,1,1,0,0
50099,1,1,0,0
50129,7,12,0,0
50147,1,1,0,0
50215,2,3,0,0
50218,5,6,0,0
50267,1,2,0,0
50341,1,2,0,0
50400,1,1,0,0
50502,1,1,0,0
50551,1,2,0,0
50565,1,1,0,0
50592,1,2,0,0
50616,1,1,0,0
51058,1,1,0,0
51078,1,1,0,0
51094,1,2,0,0
51108,1,2,0,0
51117,1,1,0,0
51136,1,1,0,0
51183,1,2,0,0
51193,1,1,0,0
51200,1,2,0,0
51217,2,4,0,0
51278,1,1,0,0
51308,1,1,0,0
51316,1,2,0,0
51321,1,3,0,0
51333,1,1,0,0
51380,1,1,0,0
51422,1,2,0,0
51432,1,1,0,0
51454,16,27,0,0
51466,1,2,0,0
51488,1,3,0,0
51506,1,1,0,0
51535,1,2,0,0
51559,1,2,0,0
51564,1,3,0,0
51569,1,2,0,0
51573,2,2,0,0
51588,1,3,0,0
51655,1,2,0,0
52017,1,1,0,0
52074,1,1,0,0
52094,1,1,0,0
52102,1,1,0,0
52121,1,1,0,0
52190,1,1,0,0
53054,1,2,0,0
53062,3,4,0,0
53108,1,1,0,0
53130,1,1,0,0
53135,1,2,0,0
53147,2,2,0,0
53249,1,2,0,0
53276,1,1,0,0
54043,1,2,0,0
54062,1,1,0,0
54079,1,1,0,0
54099,2,3,0,0
54174,1,2,0,0
54215,1,1,0,0
54232,2,3,0,0
54265,1,1,0,0
54274,1,2,0,0
54323,1,3,0,0
54357,1,2,0,0
54363,1,2,0,0
54382,1,2,0,0
54395,12,20,0,0
54455,1,1,0,0
54458,1,2,0,0
54463,1,2,0,0
54476,1,1,0,0
54498,1,2,0,0
54528,3,5,0,0
54547,2,3,0,0
54557,1,2,0,0
54575,2,3,0,0
54578,4,6,0,0
55122,1,1,0,0
55262,1,1,0,0
55462,1,1,0,0
55470,1,2,0,0
55545,1,2,0,0
56030,1,2,0,0
56042,1,2,0,0
56046,1,2,0,0
56051,1,2,0,0
56066,1,2,0,0
56070,1,2,0,0
56083,2,2,0,0
56090,1,1,0,0
56094,1,1,0,0
56121,6,8,0,0
56140,1,1,0,0
56151,1,2,0,0
56153,1,2,0,0
56162,3,6,0,0
56178,3,3,0,0
56179,1,1,0,0
56185,2,7,0,0
56186,1,1,0,0
56198,1,1,0,0
56199,1,1,0,0
56200,1,2,0,0
56205,1,2,0,0
56231,1,1,0,0
56254,1,2,0,0
56260,6,9,0,0
57011,1,1,0,0
57028,1,1,0,0
57060,1,2,0,0
57177,1,2,0,0
57227,2,4,0,0
57269,1,2,0,0
57283,2,3,0,0
57370,1,2,0,0
57463,2,4,0,0
57474,1,3,0,0
57482,1,2,0,0
57556,1,1,0,0
57630,1,1,0,0
57631,2,2,0,0
57672,2,2,0,0
57683,1,1,0,0
57757,1,1,0,0
57765,1,2,0,0
58012,1,1,0,0
58124,1,1,0,0
58194,4,6,0,0
58215,1,2,0,0
58240,1,2,0,0
58295,1,3,0,0
58298,1,2,0,0
59009,3,6,0,0
59017,1,1,0,0
59025,1,2,0,0
59028,1,3,0,0
59029,1,2,0,0
59043,2,4,0,0
59092,2,2,0,0
59094,1,1,0,0
59096,1,1,0,0
59136,2,3,0,0
59149,1,1,0,0
59152,1,2,0,0
59163,1,2,0,0
59178,1,1,0,0
59179,1,1,0,0
59183,2,2,0,0
59220,2,4,0,0
59244,1,2,0,0
59250,1,2,0,0
59255,1,2,0,0
59271,1,2,0,0
59279,1,2,0,0
59288,1,1,0,0
59291,2,3,0,0
59299,2,3,0,0
59317,1,1,0,0
59350,11,19,0,0
59357,1,2,0,0
59360,2,3,0,0
59368,1,1,0,0
59378,4,7,0,0
59386,1,1,0,0
59392,1,1,0,0
59400,1,1,0,0
59410,1,2,0,0
59426,1,5,0,0
59507,2,3,0,0
59508,1,1,0,0
59512,2,3,0,0
59527,1,3,0,0
59560,2,5,0,0
59569,1,2,0,0
59593,1,2,0,0
59599,5,6,0,0
59603,1,2,0,0
59626,1,2,0,0
59650,2,5,0,0
59653,2,3,0,0
59662,1,1,0,0
60009,2,3,0,0
60045,1,1,0,0
60057,2,3,0,0
60088,2,3,0,0
60115,1,1,0,0
60133,1,2,0,0
60137,1,2,0,0
60138,1,1,0,0
60139,1,2,0,0
60141,1,2,0,0
60151,1,2,0,0
60157,1,2,0,0
60159,1,1,0,0
60175,1,4,0,0
60196,1,3,0,0
60222,1,2,0,0
60241,1,2,0,0
60254,1,2,0,0
60290,1,1,0,0
60338,1,2,0,0
60341,1,2,0,0
60360,1,1,0,0
60369,1,5,0,0
60382,1,1,0,0
60408,1,1,0,0
60430,1,2,0,0
60465,1,2,0,0
60471,1,2,0,0
60500,2,2,0,0
60505,1,2,0,0
60508,1,1,0,0
60509,1,2,0,0
60541,1,1,0,0
60542,1,2,0,0
60575,1,1,0,0
60604,1,1,0,0
60612,4,6,0,0
60658,1,2,0,0
61001,6,11,0,0
61006,2,4,0,0
61029,1,1,0,0
61230,1,1,0,0
61284,1,2,0,0
61293,1,2,0,0
61339,1,1,0,0
61345,1,1,0,0
61346,1,1,0,0
61348,1,2,0,0
61389,1,2,0,0
61406,1,2,0,0
61479,1,2,0,0
61483,1,1,0,0
61503,1,1,0,0
62032,1,1,0,0
62040,1,2,0,0
62041,2,2,0,0
62048,1,1,0,0
62080,1,1,0,0
62100,1,2,0,0
62108,1,1,0,0
62160,2,3,0,0
62178,2,2,0,0
62193,3,4,0,0
62197,1,2,0,0
62207,1,1,0,0
62228,1,1,0,0
62244,1,2,0,0
62261,1,1,0,0
62307,1,2,0,0
62376,1,1,0,0
62386,1,2,0,0
62399,1,2,0,0
62453,1,2,0,0
62464,1,1,0,0
62476,1,2,0,0
62498,1,1,0,0
62510,5,6,0,0
62520,1,2,0,0
62525,1,2,0,0
62555,1,1,0,0
62570,2,5,0,0
62573,1,2,0,0
62589,1,1,0,0
62617,1,2,0,0
62624,1,1,0,0
62637,2,5,0,0
62654,1,4,0,0
62706,1,1,0,0
62764,1,3,0,0
62765,2,2,0,0
62771,1,2,0,0
62825,1,2,0,0
62842,1,6,0,0
62849,1,2,0,0
62902,1,2,0,0
62908,1,2,0,0
63031,1,2,0,0
63032,3,6,0,0
63035,1,2,0,0
63040,1,2,0,0
63042,1,1,0,0
63050,1,2,0,0
63063,1,1,0,0
63113,12,20,0,0
63131,1,1,0,0
63178,1,2,0,0
63189,1,1,0,0
63224,2,6,0,0
63240,1,2,0,0
63244,1,2,0,0
63245,1,1,0,0
63265,1,2,0,0
63273,2,3,0,0
63284,2,3,0,0
63300,3,5,0,0
63307,1,2,0,0
63335,1,1,0,0
63345,1,3,0,0
63378,1,1,0,0
63419,1,2,0,0
63430,1,1,0,0
64024,6,11,0,0
64059,1,2,0,0
64067,1,2,0,0
64083,1,1,0,0
64093,1,1,0,0
64102,16,30,0,0
64122,4,8,0,0
64123,1,1,0,0
64129,1,2,0,0
64140,1,1,0,0
64147,1,2,0,0
64233,1,1,0,0
64249,1,2,0,0
64260,1,2,0,0
64284,3,10,0,0
64294,1,1,0,0
64304,2,4,0,0
64335,2,4,0,0
64391,1,2,0,0
64411,1,1,0,0
64445,16,30,0,0
64463,1,3,0,0
64483,4,6,0,0
64495,1,4,0,0
64496,1,1,0,0
64510,1,1,0,0
64527,1,1,0,0
64538,1,2,0,0
64545,5,10,0,0
64558,1,2,0,0
65004,1,2,0,0
65059,3,7,0,0
65083,1,1,0,0
65100,1,1,0,0
65210,1,1,0,0
65258,1,1,0,0
65338,1,2,0,0
65363,1,1,0,0
65433,1,2,0,0
65440,3,4,0,0
65460,1,1,0,0
66014,2,2,0,0
66017,2,4,0,0
66026,1,1,0,0
66037,2,2,0,0
66038,1,1,0,0
66050,1,1,0,0
66056,1,2,0,0
66065,1,2,0,0
66103,1,1,0,0
66124,1,1,0,0
66136,16,23,0,0
66149,1,1,0,0
66164,1,2,0,0
66167,1,2,0,0
66172,1,1,0,0
66190,1,1,0,0
66196,1,1,0,0
66205,1,2,0,0
66224,1,1,0,0
67033,1,1,0,0
67043,1,1,0,0
67046,1,1,0,0
67053,1,1,0,0
67097,1,2,0,0
67098,1,2,0,0
67131,1,2,0,0
67152,2,4,0,0
67180,2,3,0,0
67194,1,1,0,0
67218,2,3,0,0
67235,1,1,0,0
67249,1,4,0,0
67256,1,1,0,0
67365,2,2,0,0
67435,1,2,0,0
67478,1,1,0,0
67482,23,38,0,0
67486,1,1,0,0
67508,1,1,0,0
67550,1,1,0,0
68004,1,2,0,0
68006,1,1,0,0
68009,1,2,0,0
68060,1,2,0,0
68066,1,1,0,0
68078,1,2,0,0
68082,1,1,0,0
68112,1,2,0,0
68113,1,2,0,0
68135,1,1,0,0
68154,1,2,0,0
68155,1,2,0,0
68156,1,3,0,0
68166,1,1,0,0
68185,1,1,0,0
68201,1,1,0,0
68216,1,1,0,0
68224,1,2,0,0
68278,1,1,0,0
68290,1,1,0,0
68300,2,4,0,0
68305,1,1,0,0
68376,1,2,0,0
68377,1,1,0,0
69123,144,241,0,0
70005,1,1,0,0
70116,1,2,0,0
70388,1,1,0,0
70405,1,2,0,0
70413,1,2,0,0
70550,3,5,0,0
71040,1,1,0,0
71052,1,5,0,0
71076,4,6,0,0
