com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes,grav_moyenne
21038,2,3,3,1,3.5
21044,1,1,2,0,4.0
21065,1,1,2,0,3.0
21078,1,1,2,0,3.0
21132,1,1,1,0,2.0
21166,1,1,2,0,2.0
21212,1,2,2,0,4.0
21231,1,1,1,1,3.0
21300,1,1,1,0,3.0
21301,1,2,2,0,3.0
21317,1,1,1,1,3.0
21334,1,1,1,1,4.0
21500,1,1,5,0,4.0
21527,1,1,2,0,3.0
21590,1,1,2,0,3.0
21614,1,1,1,0,2.0
21644,1,1,1,0,3.0
21699,1,1,0,1,3.0
21715,1,1,3,0,3.0
22002,1,1,1,0,3.0
22004,1,1,1,0,2.0
22020,2,3,5,3,4.0
22025,1,2,2,0,3.0
22035,1,4,3,3,3.0
22048,1,3,3,2,4.0
22067,1,3,3,0,3.0
22070,1,2,0,2,4.0
22076,1,2,1,1,3.0
22079,1,1,1,0,3.0
22081,1,2,2,0,2.0
22085,1,1,1,0,3.0
22093,2,4,4,0,3.5
22106,1,2,2,0,4.0
22113,6,9,10,4,3.83
22118,1,2,1,3,4.0
22136,2,3,3,1,3.5
22152,2,4,4,0,3.0
22158,1,1,1,2,4.0
22162,2,4,3,1,3.5
22168,1,2,1,1,3.0
22171,1,2,2,0,3.0
22172,1,1,2,0,4.0
22180,1,2,2,0,4.0
22198,1,2,1,1,3.0
22202,1,1,1,0,2.0
22215,1,2,1,2,4.0
22218,1,1,1,0,3.0
22259,1,2,0,2,4.0
22272,1,1,1,1,3.0
22278,6,9,7,5,4.0
22282,1,2,1,2,3.0
22294,1,1,1,0,3.0
22300,1,2,4,1,4.0
22345,1,1,1,0,3.0
22360,1,2,1,1,4.0
22372,1,2,2,0,3.0
22388,1,1,1,0,3.0
22391,2,4,3,1,3.5
23001,1,2,0,2,4.0
23079,1,2,1,1,3.0
23096,3,6,5,1,3.33
23130,1,2,1,1,4.0
23166,1,1,1,0,3.0
23259,1,2,1,1,2.0
24037,1,1,1,1,4.0
24084,1,2,2,0,2.0
24139,1,1,1,2,4.0
24141,1,1,1,1,3.0
24145,1,1,2,0,3.0
24189,1,2,1,1,3.0
24225,1,2,1,3,4.0
24226,1,1,1,1,3.0
24252,1,1,1,0,3.0
24301,1,2,3,1,3.0
24331,1,1,2,2,4.0
24357,1,1,1,0,3.0
24370,1,1,0,1,2.0
24417,1,2,3,0,4.0
24424,1,1,0,2,3.0
24425,1,2,2,0,3.0
24449,1,2,2,0,4.0
24450,1,2,3,2,3.0
24496,1,1,2,2,4.0
24520,1,2,2,0,3.0
24550,1,1,1,0,2.0
25024,1,4,2,5,3.0
25031,2,4,3,1,2.5
25032,1,3,2,1,4.0
25056,10,17,17,6,3.8
25127,1,1,0,1,3.0
25142,1,2,1,2,3.0
25157,1,1,1,0,3.0
25204,1,2,2,1,4.0
25228,1,1,1,2,3.0
25320,1,2,2,2,4.0
25328,1,1,1,0,3.0
25350,1,1,1,0,3.0
25360,1,2,2,1,4.0
25381,1,2,5,3,4.0
25388,2,2,1,3,3.5
25405,1,2,1,1,3.0
25411,1,1,1,1,3.0
25462,4,6,6,2,4.0
25519,1,1,1,0,3.0
25520,1,1,1,1,3.0
25545,1,2,2,0,3.0
25564,1,2,1,3,4.0
25586,1,2,2,0,4.0
25634,1,1,2,0,3.0
26002,2,4,2,3,4.0
26031,1,2,2,0,4.0
26057,1,2,0,2,4.0
26099,1,1,1,0,2.0
26113,2,3,2,2,4.0
26139,1,2,2,0,3.0
26148,1,1,1,0,3.0
26165,1,2,3,0,3.0
26198,3,5,4,3,3.67
26235,3,6,5,4,3.67
26238,1,1,1,1,3.0
26250,1,2,2,0,3.0
26252,1,1,1,0,3.0
26259,1,2,2,0,3.0
26313,2,3,2,1,4.0
26324,1,1,1,0,3.0
26330,1,2,1,1,3.0
26331,1,1,0,1,3.0
26333,1,3,3,0,3.0
26347,1,2,2,0,3.0
26362,4,6,6,2,3.5
26380,1,2,2,0,3.0
27014,1,1,2,0,4.0
27016,1,1,1,1,4.0
27054,1,1,1,0,3.0
27079,1,2,2,0,3.0
27106,1,2,1,1,2.0
27107,1,3,4,0,4.0
27137,1,2,1,1,3.0
27165,1,2,2,1,3.0
27169,1,1,0,2,4.0
27174,1,3,2,1,3.0
27218,1,2,2,0,2.0
27229,9,15,12,4,3.89
27306,2,2,5,2,3.5
27378,1,2,3,1,3.0
27425,1,1,1,0,2.0
27428,1,1,1,0,3.0
27466,1,2,2,1,4.0
27489,1,2,2,1,4.0
27501,1,2,1,2,3.0
27554,1,2,2,0,4.0
27562,1,2,1,1,4.0
27565,1,2,2,0,3.0
27577,1,2,1,1,3.0
27578,1,2,0,2,4.0
27681,6,8,8,5,3.83
27701,2,2,3,0,3.5
28007,1,1,1,1,2.0
28018,1,2,3,0,4.0
28061,1,1,1,0,3.0
28070,1,2,1,1,4.0
28085,2,3,4,0,4.0
28089,1,2,1,1,4.0
28092,1,1,0,1,3.0
28104,1,2,2,1,4.0
28113,1,2,2,1,4.0
28134,3,9,8,1,4.0
28139,1,1,2,2,4.0
28199,1,1,1,0,2.0
28218,1,1,1,1,3.0
28380,1,1,1,0,3.0
28404,5,7,6,3,3.8
28405,1,2,1,1,4.0
28422,1,2,2,0,3.0
29011,1,1,1,1,3.0
29019,12,23,19,10,3.83
29020,1,2,3,1,4.0
29037,2,3,3,1,3.5
29039,3,7,4,4,4.0
29042,1,1,1,3,4.0
29051,2,5,6,1,3.5
29057,1,2,1,1,4.0
29069,1,2,2,0,4.0
29075,2,3,1,2,2.5
29076,2,5,6,6,3.5
29106,1,3,2,1,4.0
29124,1,1,1,0,4.0
29131,1,1,1,0,3.0
29139,1,2,2,0,3.0
29150,1,1,1,0,3.0
29160,1,2,0,2,4.0
29163,1,1,1,0,3.0
29165,1,2,1,1,3.0
29174,2,4,4,1,4.0
29176,1,2,2,0,2.0
29177,1,2,1,1,4.0
29182,1,2,2,0,2.0
29185,1,2,2,2,4.0
29207,1,2,0,2,4.0
29232,8,11,7,8,4.0
29233,2,3,3,1,3.5
29234,2,4,4,1,3.0
29235,1,2,2,0,4.0
29236,1,1,0,1,3.0
29249,1,1,1,0,3.0
29254,1,1,3,1,4.0
29282,1,3,2,1,4.0
2A004,7,14,10,7,3.86
2A017,1,1,1,0,3.0
2A085,1,2,2,0,3.0
2A114,1,1,1,0,3.0
2A163,1,1,1,0,3.0
2A247,2,3,3,0,4.0
2A269,1,1,0,2,3.0
2A326,1,1,2,0,4.0
2A348,1,2,0,3,4.0
2B007,1,1,1,1,4.0
2B009,1,1,0,1,3.0
2B029,1,2,2,0,3.0
2B033,6,10,9,3,3.67
2B037,6,13,9,8,3.83
2B042,2,3,3,0,4.0
2B101,1,1,0,1,4.0
2B109,1,1,1,0,2.0
2B120,3,6,3,3,4.0
2B126,1,1,0,1,3.0
2B134,1,2,2,0,4.0
2B148,1,2,4,1,4.0
2B207,1,2,2,0,3.0
2B251,1,2,2,1,4.0
2B265,1,2,2,2,4.0
2B286,1,1,1,0,4.0
2B298,1,2,1,1,3.0
2B307,1,3,1,2,4.0
2B313,1,1,2,0,3.0
2B346,1,2,2,1,4.0
2B354,1,1,0,1,3.0
2B355,1,2,3,3,4.0
30004,1,2,2,0,4.0
30007,4,7,2,6,4.0
30010,1,3,2,2,4.0
30011,3,5,5,3,4.0
30014,1,1,4,0,4.0
30028,1,2,1,1,4.0
30032,2,4,2,0,3.5
30036,1,2,2,3,4.0
30051,1,1,1,0,2.0
30060,1,1,1,1,3.0
30083,1,2,2,1,4.0
30088,1,3,1,2,3.0
30125,1,1,1,0,4.0
30128,1,2,0,2,4.0
30130,1,1,1,1,4.0
30135,1,2,2,0,4.0
30141,1,2,3,0,4.0
30182,1,1,3,2,4.0
30185,2,4,6,2,3.5
30189,4,10,11,2,3.0
30209,2,3,1,2,2.5
30217,1,2,1,4,4.0
30235,1,1,1,0,3.0
30263,1,1,0,1,4.0
30269,1,2,2,0,4.0
30278,1,1,2,0,3.0
30286,1,1,1,0,3.0
30312,1,1,1,0,3.0
30330,1,1,1,0,3.0
30344,1,2,2,1,3.0
30348,2,3,2,2,3.5
30351,1,1,1,1,4.0
31004,1,2,1,1,3.0
31044,1,2,1,1,3.0
31056,1,1,1,0,3.0
31069,1,2,1,1,3.0
31120,1,2,2,1,4.0
31149,3,6,5,1,4.0
31157,1,1,2,0,3.0
31182,1,2,1,1,3.0
31187,1,2,2,0,3.0
31202,1,2,1,1,2.0
31212,1,2,2,0,3.0
31232,1,1,1,0,2.0
31255,1,2,2,0,4.0
31273,1,2,1,1,4.0
31291,1,2,2,0,4.0
31324,1,2,1,1,3.0
31341,1,2,1,1,4.0
31344,1,2,1,1,4.0
31395,1,2,1,1,2.0
31396,1,2,1,1,2.0
31399,1,3,0,3,3.0
31417,1,2,2,0,3.0
31429,1,2,1,1,3.0
31433,1,2,1,1,3.0
31435,1,2,1,1,4.0
31445,1,2,3,1,3.0
31454,2,3,2,3,3.0
31466,1,1,1,0,2.0
31483,4,6,5,3,4.0
31490,1,2,2,0,3.0
31528,1,2,2,0,4.0
31542,1,2,1,1,3.0
31555,19,35,32,12,3.74
31557,1,1,1,1,4.0
31567,1,2,2,0,3.0
31571,1,2,1,1,4.0
31592,1,1,1,0,3.0
32013,3,5,5,2,4.0
32066,1,2,1,1,3.0
32076,1,2,2,0,4.0
32160,1,2,2,0,3.0
32312,1,1,1,0,3.0
32382,1,1,2,0,3.0
32414,1,2,4,1,3.0
32426,1,2,2,0,4.0
32429,1,2,1,1,4.0
32462,2,3,3,2,3.0
33003,1,2,1,1,4.0
33013,4,11,7,12,4.0
33019,1,2,1,1,3.0
33023,2,4,5,0,3.5
33026,1,2,2,0,3.0
33036,1,2,1,1,4.0
33039,5,8,4,3,3.8
33056,3,6,5,4,3.0
33063,20,39,35,14,3.8
33069,4,7,5,4,3.75
33080,3,6,5,5,3.67
33096,3,6,4,3,4.0
33104,1,1,1,0,3.0
33119,3,6,4,3,4.0
33122,1,2,2,0,3.0
33143,1,2,1,1,4.0
33162,7,16,13,4,3.71
33167,1,1,3,0,3.0
33192,7,13,8,5,4.0
33200,1,2,1,1,4.0
33205,2,3,3,2,3.5
33226,1,2,3,0,4.0
33233,1,1,0,2,3.0
33240,2,4,2,2,3.5
33249,5,11,11,4,4.0
33252,1,2,1,1,3.0
33272,1,1,1,0,2.0
33281,3,4,5,1,3.67
33289,1,1,0,1,3.0
33312,1,2,1,1,4.0
33318,4,6,6,0,4.0
33351,1,1,1,0,3.0
33366,1,2,1,1,3.0
33380,1,2,1,1,4.0
33394,1,1,2,1,3.0
33397,2,5,2,3,4.0
33424,2,2,2,1,2.5
33435,1,3,3,1,4.0
33439,1,2,3,5,4.0
33448,1,5,4,1,4.0
33449,4,6,7,3,3.0
33478,1,2,2,1,4.0
33480,1,3,3,1,3.0
33487,1,3,2,2,4.0
33490,1,2,2,1,3.0
33498,1,2,2,0,2.0
33506,1,1,1,0,4.0
33522,1,2,0,2,4.0
33529,8,16,12,5,3.75
33535,1,1,1,0,3.0
33539,1,1,1,0,3.0
33550,5,10,7,8,4.0
33555,1,1,1,0,4.0
34003,3,6,4,4,3.67
34022,1,1,2,0,3.0
34026,1,1,2,1,4.0
34032,4,7,6,3,3.0
34108,1,3,1,2,2.0
34113,1,1,1,1,3.0
34114,1,1,1,0,4.0
34129,1,1,1,1,4.0
34134,1,2,2,0,3.0
34145,2,4,3,2,4.0
34148,1,2,2,0,2.0
34154,1,1,1,0,4.0
34166,1,2,2,0,4.0
34172,12,22,17,7,3.75
34176,1,2,2,0,4.0
34199,2,3,3,0,3.0
34270,2,3,3,0,3.0
34276,1,2,2,0,3.0
34298,1,3,5,1,4.0
34299,1,1,1,0,3.0
34300,1,2,2,1,4.0
34307,1,1,1,0,3.0
34314,1,2,1,1,4.0
34320,1,1,1,0,4.0
34327,1,2,2,0,4.0
34329,1,1,1,0,3.0
34344,1,1,2,0,4.0
35010,1,2,2,1,4.0
35029,1,2,2,0,2.0
35031,1,2,2,0,2.0
35051,6,9,4,6,4.0
35055,2,3,3,1,4.0
35089,1,2,1,1,3.0
35095,1,2,1,1,4.0
35106,1,1,1,0,2.0
35115,1,1,1,1,4.0
35145,1,1,1,0,2.0
35173,3,6,4,2,3.33
35175,1,1,1,0,2.0
35179,1,2,2,0,3.0
35184,2,2,4,1,3.0
35187,1,2,2,0,4.0
35188,1,2,1,1,4.0
35197,1,2,2,0,4.0
35207,3,5,4,2,3.67
35208,1,1,1,1,4.0
35210,1,2,1,1,4.0
35238,27,47,38,24,3.85
35246,1,2,1,1,3.0
35273,1,2,2,0,3.0
35275,1,2,2,0,4.0
35278,2,3,4,1,4.0
35281,1,2,2,2,4.0
35319,1,2,2,0,3.0
35333,1,1,0,2,3.0
35343,1,1,1,0,3.0
36006,1,2,5,4,3.0
36012,1,1,0,1,3.0
36013,1,2,1,1,3.0
36018,1,3,0,4,3.0
36030,1,1,1,0,2.0
36052,1,2,1,1,4.0
36064,1,1,1,0,4.0
36088,2,3,2,1,3.5
36097,1,2,2,1,3.0
36215,1,1,1,3,4.0
37003,1,2,1,1,4.0
37018,1,1,1,1,3.0
37050,2,3,2,1,3.5
37072,2,4,4,2,3.5
37104,3,6,4,2,3.33
37122,10,19,17,5,4.0
37130,1,2,2,1,3.0
37143,1,1,0,1,3.0
37151,1,2,2,0,3.0
37173,1,1,0,1,3.0
37179,1,2,3,1,4.0
37195,5,8,7,3,3.6
37205,1,2,2,0,3.0
37206,1,1,2,1,4.0
37214,2,5,3,3,4.0
37233,5,11,5,6,4.0
37261,23,41,36,26,4.0
38022,1,3,2,1,4.0
38034,1,2,1,1,3.0
38053,4,7,4,6,4.0
38064,1,2,2,0,4.0
38071,1,1,1,0,2.0
38094,2,5,4,3,3.5
38135,1,1,3,1,4.0
38150,1,2,2,0,2.0
38151,4,9,9,1,3.5
38157,1,2,2,0,3.0
38158,1,1,2,1,4.0
38160,1,1,1,1,4.0
38169,1,2,1,0,3.0
38184,1,2,2,3,4.0
38185,8,13,15,6,3.5
38194,1,1,1,0,3.0
38229,1,2,1,1,4.0
38236,1,1,1,0,3.0
38238,1,2,3,0,3.0
38239,4,9,9,4,3.25
38261,1,2,2,0,4.0
38276,1,2,2,0,3.0
38287,1,2,4,0,3.0
38314,1,3,2,1,3.0
38317,1,1,2,0,3.0
38318,1,3,3,0,3.0
38336,2,4,4,0,3.0
38406,1,2,2,3,4.0
38407,1,1,1,0,3.0
38415,1,2,2,0,3.0
38421,2,3,1,3,3.5
38431,1,1,0,1,3.0
38439,1,1,5,0,4.0
38467,1,1,1,1,3.0
38486,3,5,4,4,3.0
38503,1,1,0,2,3.0
38523,1,2,2,1,3.0
38524,1,2,0,1,4.0
38530,1,3,2,1,4.0
38537,1,2,2,0,4.0
38544,2,3,3,1,3.5
38545,1,2,1,1,3.0
39013,1,2,2,0,4.0
39038,1,2,1,1,3.0
39063,1,3,4,1,3.0
39083,1,2,2,0,4.0
39101,1,2,1,2,4.0
39190,1,1,1,0,3.0
39198,1,2,0,2,3.0
39270,1,2,3,0,4.0
39333,1,1,0,1,2.0
39404,1,2,2,1,3.0
39441,1,1,1,0,2.0
39470,1,1,2,0,3.0
39535,1,1,0,1,3.0
39543,1,2,2,0,3.0
40001,2,4,3,1,4.0
40014,1,1,1,0,3.0
40062,1,2,1,1,2.0
40088,1,2,1,2,4.0
40133,1,2,1,1,4.0
40163,1,1,1,0,3.0
40192,2,4,3,1,2.5
40194,1,2,3,0,4.0
40243,1,2,2,0,3.0
40279,1,3,5,1,4.0
40296,1,2,1,2,4.0
40333,1,1,1,0,3.0
41018,4,7,6,5,4.0
41044,1,2,2,0,3.0
41047,1,2,2,0,3.0
41130,1,2,2,2,3.0
41167,2,4,3,1,3.5
41180,1,2,2,0,3.0
41212,1,2,1,1,3.0
41265,1,1,1,0,3.0
41269,3,5,3,3,3.67
41278,1,2,0,3,3.0
42027,1,2,1,1,4.0
42094,1,1,4,1,4.0
42095,1,1,0,1,4.0
42099,1,2,2,1,4.0
42147,1,1,1,0,3.0
42149,2,3,2,2,4.0
42151,1,2,2,1,3.0
42184,1,2,1,1,3.0
42186,1,1,0,3,3.0
42187,3,4,1,5,3.0
42188,1,1,1,1,3.0
42207,1,1,2,0,3.0
42218,3,5,4,2,3.0
42241,1,1,1,0,4.0
42271,1,1,1,0,3.0
42275,1,2,1,0,3.0
42279,1,1,1,0,3.0
42288,1,2,2,2,4.0
42296,1,2,1,1,4.0
42305,1,1,0,2,4.0
42307,1,1,1,0,3.0
42316,1,1,0,1,4.0
43025,1,1,2,0,4.0
43038,1,1,1,1,3.0
43040,1,1,1,1,3.0
43046,3,5,4,8,4.0
43089,2,2,0,3,3.5
43112,1,2,2,0,3.0
43141,1,2,2,0,4.0
43157,3,4,2,2,4.0
43185,1,2,0,2,4.0
43186,1,2,2,0,3.0
43199,1,2,2,0,3.0
43203,1,2,2,1,4.0
43211,1,1,0,1,3.0
43218,1,1,1,0,3.0
43233,1,1,3,0,3.0
43244,1,2,2,3,4.0
43251,1,2,1,1,4.0
43268,2,3,2,1,2.5
44020,2,4,3,2,4.0
44023,1,2,5,6,4.0
44026,3,5,3,2,3.67
44035,2,4,2,2,3.5
44052,1,2,2,0,3.0
44055,1,3,2,1,4.0
44056,2,5,2,4,4.0
44073,2,3,3,0,4.0
44085,1,1,1,1,3.0
44092,1,2,2,0,3.0
44109,19,30,23,13,3.79
44114,1,2,1,1,4.0
44132,2,5,3,2,4.0
44138,1,2,2,1,4.0
44143,3,4,4,0,4.0
44154,2,5,4,2,3.5
44162,6,9,6,5,4.0
44163,1,2,2,0,4.0
44183,1,1,1,0,3.0
44184,5,6,9,2,3.0
44186,1,2,0,2,3.0
44190,1,1,1,1,3.0
44192,1,2,2,0,3.0
44196,1,1,0,2,3.0
44201,2,3,4,1,4.0
44212,1,2,1,1,3.0
44213,1,2,1,1,3.0
45004,5,8,6,2,4.0
45035,1,1,1,0,3.0
45104,1,2,1,3,4.0
45122,1,2,3,2,4.0
45142,1,2,0,3,3.0
45145,1,2,2,2,3.0
45147,3,5,3,3,4.0
45153,1,1,1,0,2.0
45155,1,1,3,1,4.0
45208,4,6,5,4,4.0
45232,2,3,3,2,3.5
45234,13,23,19,11,4.0
45242,1,1,1,0,3.0
45255,1,2,2,0,3.0
45268,1,1,1,0,3.0
45274,1,1,3,0,4.0
45282,1,2,0,2,3.0
45284,2,3,3,1,3.5
45285,1,1,1,1,4.0
45286,5,10,11,3,3.8
45298,1,1,0,2,3.0
45302,3,8,8,3,4.0
45338,2,4,2,2,4.0
46042,4,6,4,4,4.0
46055,1,2,2,1,3.0
46169,1,1,0,1,3.0
46174,1,2,1,1,3.0
