com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes,grav_moyenne
29057,1,2,1,1,3.0
29100,1,2,3,0,4.0
29105,1,2,2,0,4.0
29150,1,1,2,0,4.0
29163,1,2,3,0,4.0
29174,1,2,2,0,4.0
29181,2,3,3,0,3.0
29206,1,2,2,0,2.0
29207,2,2,2,1,2.5
29214,1,1,1,0,3.0
29215,1,1,2,0,2.0
29220,1,2,2,0,4.0
29232,10,21,16,10,4.0
29239,1,2,1,1,4.0
29266,1,1,1,0,3.0
29272,1,1,1,0,3.0
29276,1,2,2,2,4.0
29279,1,1,0,1,4.0
2A004,11,23,18,5,3.82
2A041,2,3,1,2,2.5
2A065,1,1,0,2,3.0
2A085,1,1,1,0,3.0
2A130,1,2,1,2,3.0
2A271,3,5,4,1,3.33
2A272,1,3,4,2,4.0
2A330,1,1,1,0,3.0
2A348,1,1,1,0,3.0
2B009,1,2,2,0,4.0
2B033,6,9,11,2,4.0
2B037,6,13,13,2,4.0
2B043,2,4,4,1,3.5
2B093,1,2,1,1,4.0
2B096,1,2,2,2,4.0
2B102,1,1,2,1,4.0
2B120,2,3,2,2,3.0
2B166,1,2,0,4,4.0
2B207,1,2,2,3,4.0
2B303,1,3,1,2,4.0
2B309,1,2,1,1,4.0
2B346,2,3,2,1,4.0
2B353,1,2,2,0,4.0
30004,1,1,2,0,4.0
30006,1,1,1,3,3.0
30007,3,4,3,2,4.0
30011,1,3,1,2,4.0
30018,1,2,1,1,3.0
30030,1,2,0,2,4.0
30032,1,1,0,3,4.0
30047,1,2,2,0,3.0
30060,1,2,1,1,3.0
30062,1,1,1,0,3.0
30075,2,4,4,0,3.0
30083,1,1,2,0,4.0
30092,1,2,2,0,3.0
30123,1,2,1,1,3.0
30128,1,1,1,0,3.0
30141,1,2,3,0,3.0
30145,1,2,2,2,4.0
30146,1,1,0,1,3.0
30155,1,2,2,0,3.0
30156,1,1,2,0,3.0
30169,1,3,2,4,4.0
30185,1,1,2,0,3.0
30189,3,4,3,2,3.0
30224,1,1,1,0,3.0
30227,2,3,2,3,3.0
30243,1,1,1,0,3.0
30269,1,2,1,1,3.0
30331,1,1,3,0,4.0
30334,2,3,2,1,4.0
30347,1,2,2,0,3.0
30348,1,1,1,1,2.0
30351,2,3,6,0,3.5
30354,1,2,3,1,4.0
31022,1,2,2,0,3.0
31033,1,1,1,0,3.0
31066,1,2,1,1,3.0
31069,1,1,1,1,3.0
31107,2,6,7,1,3.5
31145,1,4,1,3,3.0
31188,1,2,2,1,4.0
31203,1,1,1,1,3.0
31249,1,1,0,4,4.0
31254,1,1,2,0,3.0
31282,1,1,2,0,2.0
31296,1,1,1,0,3.0
31318,1,1,1,0,2.0
31324,2,2,2,0,2.5
31351,1,1,1,1,3.0
31390,1,1,1,1,4.0
31430,1,1,1,0,3.0
31454,1,1,2,0,4.0
31483,3,5,1,4,4.0
31547,1,1,2,0,3.0
31555,26,38,37,15,3.58
32013,2,4,1,3,3.5
32114,1,1,1,0,3.0
32151,1,2,1,1,3.0
32210,1,2,1,1,4.0
32212,1,2,1,2,3.0
32256,1,3,2,3,3.0
32301,1,1,0,1,3.0
32414,1,2,1,1,4.0
33009,1,1,2,0,4.0
33013,2,4,3,1,4.0
33024,1,2,2,0,3.0
33032,1,1,1,0,4.0
33039,6,14,15,8,4.0
33049,1,1,1,0,3.0
33063,22,37,28,15,3.73
33065,1,3,5,0,4.0
33069,2,3,4,0,3.5
33075,4,7,4,7,4.0
33076,1,2,2,0,3.0
33080,2,3,3,0,4.0
33096,1,2,1,1,4.0
33099,1,2,1,0,4.0
33119,3,7,3,7,4.0
33122,1,5,7,0,4.0
33140,1,1,0,1,3.0
33151,1,1,1,0,2.0
33162,5,8,6,5,3.2
33167,1,2,1,1,4.0
33184,1,2,2,0,4.0
33191,1,2,2,0,4.0
33192,6,11,10,6,3.83
33199,3,4,4,1,3.33
33200,1,2,2,1,4.0
33243,1,2,2,0,3.0
33249,9,12,8,6,4.0
33272,1,2,1,1,3.0
33280,1,2,2,0,3.0
33281,6,10,8,4,4.0
33318,7,13,7,9,4.0
33330,1,2,1,1,4.0
33448,1,2,3,3,4.0
33449,2,4,7,3,4.0
33487,1,1,1,1,4.0
33505,1,1,1,0,3.0
33522,4,6,5,2,3.75
33527,1,2,2,0,4.0
33529,5,8,7,5,4.0
33535,2,5,3,2,3.5
33550,8,16,10,15,4.0
34003,1,2,2,0,4.0
34009,1,3,2,1,4.0
34023,1,2,2,1,4.0
34028,1,1,4,0,4.0
34031,1,1,0,1,2.0
34032,2,3,2,3,3.0
34057,1,2,0,2,4.0
34077,1,2,1,1,3.0
34108,1,2,2,0,4.0
34113,1,2,2,0,4.0
34116,1,2,2,0,3.0
34123,2,3,1,3,4.0
34129,3,6,5,1,3.33
34130,1,3,3,0,4.0
34135,1,2,2,0,2.0
34142,1,1,0,1,4.0
34150,3,5,4,3,2.67
34154,2,4,2,3,3.0
34163,1,2,2,0,3.0
34172,26,46,38,15,3.62
34194,1,2,2,0,3.0
34198,1,2,2,0,4.0
34199,1,2,2,0,4.0
34202,1,3,4,0,2.0
34247,1,1,1,2,3.0
34259,1,2,1,1,4.0
34270,2,4,2,3,3.5
34273,1,2,2,0,3.0
34284,1,2,1,1,4.0
34301,3,5,6,2,3.67
34327,1,1,1,1,3.0
34340,1,3,3,0,2.0
35012,1,2,1,2,4.0
35051,4,8,5,4,3.75
35055,2,4,4,1,3.5
35066,1,2,1,1,4.0
35069,1,1,1,0,2.0
35085,2,5,3,3,4.0
35088,1,2,2,0,3.0
35095,1,2,2,0,4.0
35107,1,1,3,0,3.0
35115,5,9,6,6,3.6
35120,1,2,1,1,3.0
35136,1,2,1,1,4.0
35143,1,1,0,1,3.0
35150,1,1,1,1,4.0
35152,1,3,3,2,3.0
35179,1,2,2,0,3.0
35191,1,2,1,2,4.0
35208,1,2,2,0,4.0
35212,1,3,0,3,4.0
35228,1,2,1,2,4.0
35238,27,54,37,32,3.93
35243,1,2,1,1,2.0
35268,1,2,2,0,4.0
35278,1,3,3,0,3.0
35281,1,1,1,1,4.0
35284,1,1,2,1,2.0
35290,1,1,1,0,3.0
35309,1,1,3,0,4.0
35328,1,2,4,0,3.0
35334,1,2,3,0,4.0
35345,1,2,2,0,3.0
36006,1,1,0,1,4.0
36018,1,1,0,2,4.0
36044,2,3,1,4,3.5
36111,1,1,0,1,3.0
36149,1,1,1,1,2.0
36239,1,2,2,2,3.0
36240,1,1,1,0,4.0
37008,1,1,1,0,4.0
37014,1,2,1,1,4.0
37042,1,2,2,0,3.0
37050,3,4,2,6,3.0
37091,1,1,1,0,2.0
37098,1,2,2,0,4.0
37117,1,2,2,0,4.0
37122,8,14,9,7,3.75
37129,1,1,0,1,3.0
37174,1,1,1,0,2.0
37179,1,2,4,2,4.0
37195,2,4,1,2,4.0
37208,4,7,4,5,4.0
37211,1,2,2,0,4.0
37214,5,11,9,4,4.0
37223,1,1,1,0,4.0
37231,1,2,2,0,4.0
37233,3,7,5,3,4.0
37245,1,2,2,1,3.0
37251,1,2,4,1,4.0
37261,24,42,36,17,4.0
37273,1,2,2,0,4.0
37281,1,3,1,2,4.0
38009,1,1,0,1,3.0
38012,2,5,2,4,3.5
38013,1,1,1,0,4.0
38030,1,2,1,1,3.0
38039,1,2,1,1,3.0
38053,5,7,3,6,3.6
38062,1,2,2,0,4.0
38069,1,2,2,1,4.0
38087,2,3,3,2,4.0
38140,1,1,1,0,2.0
38151,2,2,5,0,3.5
38157,1,2,1,1,4.0
38158,2,4,3,1,4.0
38169,1,1,1,1,4.0
38175,1,1,2,0,3.0
38180,1,2,2,0,4.0
38185,6,9,6,7,4.0
38189,1,2,2,0,3.0
38229,1,2,2,0,4.0
38238,1,2,1,1,4.0
38253,1,1,1,0,3.0
38276,1,3,3,2,4.0
38297,1,2,0,1,4.0
38316,1,2,4,1,4.0
38336,1,1,1,0,3.0
38343,1,2,2,0,3.0
38347,1,2,1,1,3.0
38349,1,2,1,1,3.0
38378,1,2,2,0,4.0
38415,1,2,1,1,2.0
38416,2,3,1,3,3.5
38421,2,2,4,2,3.0
38422,2,3,5,3,3.5
38449,1,1,1,0,4.0
38474,1,2,2,0,3.0
38529,1,1,1,1,3.0
38538,1,2,0,2,3.0
38554,1,2,3,2,4.0
38563,4,5,6,4,3.5
38565,2,3,1,3,4.0
39027,1,2,1,4,3.0
39362,1,1,1,0,2.0
39427,1,1,1,0,3.0
39470,1,2,2,2,4.0
40007,1,1,1,0,2.0
40031,1,3,2,1,4.0
40125,1,1,2,0,3.0
40131,1,1,1,0,3.0
40164,1,1,0,1,2.0
40281,1,3,3,0,2.0
40286,1,2,2,0,3.0
40301,1,1,1,0,2.0
40303,1,1,1,0,3.0
40304,1,1,1,0,2.0
40306,1,1,8,1,4.0
40312,1,2,2,1,4.0
41016,1,2,2,0,4.0
41018,8,13,12,8,3.88
41025,1,2,2,0,4.0
41047,1,2,0,2,4.0
41194,1,1,1,1,3.0
41214,1,2,2,0,2.0
41238,1,1,2,1,4.0
41256,1,1,1,0,3.0
41266,1,1,1,0,3.0
41269,2,3,4,0,3.5
41295,2,3,3,1,4.0
42021,1,1,1,0,3.0
42029,1,1,1,0,3.0
42056,1,1,1,0,3.0
42071,1,1,1,0,2.0
42081,1,1,1,0,3.0
42094,2,2,3,1,4.0
42110,1,1,1,0,4.0
42126,1,1,1,0,3.0
42127,1,2,0,1,3.0
42147,2,4,3,1,3.5
42149,2,3,5,0,3.0
42156,1,2,2,0,3.0
42172,1,2,1,1,3.0
42184,1,2,2,0,4.0
42186,1,2,1,1,4.0
42207,1,2,2,0,3.0
42218,6,10,12,2,3.33
42223,1,1,1,1,4.0
42234,1,1,1,0,4.0
42284,1,1,1,0,3.0
42285,1,2,2,0,3.0
42289,1,1,3,0,2.0
42299,1,2,2,0,3.0
42316,1,1,0,2,3.0
42332,1,2,2,0,3.0
42334,1,1,1,0,4.0
42338,1,2,2,1,4.0
43002,1,1,2,0,4.0
43012,1,1,1,0,3.0
43018,1,1,4,0,3.0
43040,1,2,1,1,3.0
43041,4,4,3,3,4.0
43062,1,2,2,0,4.0
43071,1,1,1,1,4.0
43117,1,3,3,1,4.0
43138,1,1,1,0,3.0
43157,3,4,1,4,4.0
43177,1,2,2,1,3.0
43239,1,1,1,0,3.0
43251,2,4,2,2,4.0
44005,1,2,0,2,3.0
44020,1,1,2,0,2.0
44026,3,5,5,1,4.0
44028,1,1,0,1,4.0
44036,2,2,2,1,3.0
44047,1,2,1,1,4.0
44064,1,1,1,0,3.0
44068,1,2,2,0,3.0
44071,1,2,1,1,3.0
44081,1,2,1,2,4.0
44109,21,33,20,22,3.86
44117,1,2,2,0,3.0
44122,1,3,3,0,3.0
44131,2,3,4,0,3.5
44137,1,1,1,0,3.0
44143,4,8,6,2,4.0
44144,1,2,2,0,3.0
44150,1,1,2,0,3.0
44158,2,4,3,1,3.0
44162,5,8,7,4,3.6
44166,1,3,3,0,2.0
44183,1,1,0,1,2.0
44184,4,7,6,3,3.5
44188,1,2,1,1,4.0
44190,2,4,3,1,4.0
44200,1,2,2,1,4.0
44201,1,1,1,1,3.0
44210,1,3,3,0,2.0
44212,1,2,0,2,4.0
45004,2,3,2,1,4.0
45028,1,2,1,1,4.0
45068,4,9,9,4,4.0
45075,3,5,6,0,4.0
45094,1,1,1,1,3.0
45110,1,1,0,2,3.0
45137,1,1,1,0,3.0
45147,4,8,8,1,3.75
45161,1,1,1,0,3.0
45188,1,1,1,0,3.0
45208,3,5,7,4,4.0
45229,1,2,2,0,4.0
45232,6,9,7,3,3.5
45234,8,14,10,7,3.75
45239,1,1,1,0,4.0
45272,1,2,2,0,4.0
45274,1,1,0,1,4.0
45282,1,1,2,0,3.0
45284,2,2,2,1,2.5
45285,1,1,2,0,4.0
45286,2,4,1,3,4.0
45290,1,2,2,1,4.0
45302,2,5,5,2,4.0
45338,1,1,0,2,4.0
46042,1,2,2,0,4.0
46057,1,1,1,3,3.0
46060,1,2,1,1,3.0
46153,1,1,1,1,3.0
46165,1,1,1,0,3.0
46197,1,1,1,1,3.0
46231,1,2,1,1,4.0
46283,1,1,1,0,3.0
46319,1,1,1,0,3.0
46320,1,1,1,0,4.0
47001,9,15,10,8,3.78
47032,1,1,1,0,4.0
47051,1,2,2,0,3.0
47052,1,2,2,2,4.0
47145,1,2,1,1,4.0
47157,1,1,1,1,4.0
47168,1,1,1,1,3.0
47173,1,2,2,1,3.0
47208,1,2,5,0,4.0
47215,1,1,2,0,4.0
47323,2,3,5,2,3.5
48004,1,1,1,0,2.0
48050,1,1,2,0,4.0
48095,1,2,2,1,4.0
48156,2,2,0,2,3.5
49002,1,2,2,0,3.0
49007,27,46,30,22,3.93
49015,3,6,4,2,3.67
49023,1,2,0,2,4.0
49050,1,1,1,0,2.0
49055,1,2,1,1,4.0
49064,1,2,0,2,4.0
49069,1,2,2,0,3.0
49092,1,1,2,0,3.0
49099,6,9,8,4,3.67
49155,1,1,1,0,3.0
49183,1,1,1,0,2.0
49214,1,1,1,0,3.0
49218,2,4,4,0,3.0
49222,1,2,2,1,4.0
49228,2,4,2,1,3.5
49246,2,3,2,2,4.0
49267,3,7,8,2,4.0
49328,3,6,3,3,4.0
49331,1,1,1,0,4.0
49339,1,1,1,0,3.0
49353,4,6,5,2,4.0
49355,1,2,2,0,4.0
49378,1,2,2,0,4.0
50050,1,2,2,0,4.0
50095,1,1,1,0,4.0
50129,18,31,20,24,3.94
50147,2,3,2,3,4.0
50214,3,5,5,2,2.67
50218,3,6,3,2,4.0
50294,1,1,1,0,3.0
50388,1,1,1,0,2.0
50417,1,1,1,0,3.0
50502,1,1,1,0,4.0
50546,1,5,5,1,4.0
50589,1,2,2,4,3.0
50603,1,1,2,0,2.0
51030,1,1,0,1,3.0
51066,1,2,2,0,3.0
51108,1,2,1,2,4.0
51115,2,6,4,2,4.0
51147,1,2,0,3,3.0
51169,1,1,1,0,3.0
51211,1,3,2,1,4.0
51230,1,1,2,0,3.0
51354,1,1,1,0,3.0
51410,1,1,1,0,3.0
51418,1,1,0,1,4.0
51431,1,1,1,0,4.0
51454,18,34,30,16,3.89
51474,1,1,1,2,4.0
51507,2,3,3,0,4.0
51536,1,1,1,1,3.0
51545,1,2,1,1,3.0
51573,2,4,2,2,3.5
51588,1,1,1,1,4.0
51601,1,1,0,1,3.0
51617,1,1,1,0,2.0
52287,1,2,2,1,3.0
52444,1,1,1,1,4.0
52455,1,1,1,2,3.0
52469,1,1,1,0,3.0
52480,1,2,7,0,4.0
53084,1,2,1,1,3.0
53096,1,1,0,1,3.0
53097,1,1,1,0,2.0
53108,1,1,1,0,2.0
53130,2,3,2,2,3.0
53141,1,3,2,1,4.0
53146,1,1,1,0,4.0
53147,3,4,4,2,3.33
53153,1,1,1,1,3.0
54037,1,2,1,1,4.0
54055,1,1,1,0,4.0
54063,1,1,1,0,3.0
54099,5,7,6,2,3.8
54111,1,1,1,0,3.0
54113,1,2,2,1,4.0
54116,1,2,1,1,3.0
54149,2,3,2,1,4.0
54159,1,1,2,2,4.0
54166,1,1,0,1,4.0
54167,2,6,6,5,4.0
54184,1,1,0,2,4.0
54196,1,1,1,1,3.0
54225,1,1,1,0,2.0
54254,1,2,1,2,4.0
54256,1,2,1,2,4.0
54257,1,2,1,1,3.0
54263,1,2,1,2,4.0
54270,1,2,2,0,4.0
54272,1,2,2,1,3.0
54304,5,9,5,5,4.0
54312,1,7,6,2,4.0
54321,1,2,2,0,4.0
54328,1,2,2,1,4.0
54339,1,1,1,4,4.0
54357,1,2,2,0,4.0
54371,1,3,2,2,2.0
54373,1,2,1,1,4.0
54377,1,2,1,2,3.0
54382,1,1,1,0,4.0
54395,9,16,12,7,3.89
