com_insee,nbr_accidents
16269,1
16280,1
16286,1
16353,1
17008,1
17016,1
17027,1
17028,1
17032,1
17045,1
17058,1
17064,1
17091,1
17119,1
17120,1
17142,1
17147,1
17193,1
17210,1
17219,1
17222,1
17291,1
17300,6
17306,5
17308,1
17309,1
17333,1
17337,1
17365,1
17389,1
17393,1
17415,3
17420,1
17434,1
17463,1
17480,1
18011,1
18033,2
18067,1
18103,1
18106,1
18111,1
18126,1
18129,1
18172,1
18197,1
18207,1
18279,9
19031,5
19133,1
19146,1
19153,1
19259,1
19275,1
19276,1
19278,1
19286,1
21054,2
21060,1
21081,1
21163,1
21191,1
21273,1
21292,2
21337,1
21341,1
21390,1
21442,1
21463,1
21485,1
21515,1
21547,1
21576,1
21584,1
21606,1
21676,1
22045,1
22072,1
22076,1
22077,1
22081,2
22084,1
22087,1
22094,1
22106,2
22113,3
22132,1
22134,1
22136,2
22149,1
22172,1
22178,1
22179,1
22187,4
22190,1
22203,1
22206,1
22210,1
22215,1
22223,2
22237,2
22242,1
22258,1
22259,1
22278,8
22279,1
22327,1
22360,1
22364,1
22387,1
23093,1
24026,1
24067,1
24123,1
24138,1
24159,1
24190,1
24207,1
24252,1
24256,1
24297,1
24299,1
24481,1
24547,1
24551,1
25018,1
25056,18
25058,1
25085,1
25122,1
25196,1
25198,1
25228,2
25256,1
25285,1
25299,1
25321,2
25334,1
25427,1
25434,1
25442,1
25462,2
25488,1
25619,1
26064,2
26084,1
26088,2
26108,1
26116,1
26118,1
26124,1
26138,1
26139,1
26144,1
26165,2
26167,1
26179,1
26198,3
26205,1
26220,1
26235,1
26288,1
26295,1
26301,1
26309,1
26337,1
26362,4
27016,2
27050,1
27065,1
27157,1
27179,1
27185,1
27188,1
27198,1
27213,1
27229,14
27249,1
27275,1
27284,2
27289,1
27290,1
27295,1
27306,1
27322,1
27323,1
27343,1
27528,1
27554,1
27599,1
27624,1
27681,7
27684,1
27701,2
28015,1
28029,1
28041,1
28062,1
28073,1
28085,2
28096,1
28098,1
28124,1
28134,8
28173,1
28194,1
28209,2
28218,1
28219,1
28220,1
28229,1
28240,1
28392,1
28404,3
29002,1
29019,17
29024,2
29026,1
29027,1
29037,1
29039,5
29046,1
29058,2
29066,1
29076,1
29097,1
29113,2
29117,1
29146,1
29151,2
29168,1
29174,1
29178,1
29181,2
29188,1
29193,1
29217,1
29232,19
29233,2
29235,2
29236,1
29247,2
29254,2
29271,1
29274,2
29284,1
2A004,15
2A006,1
2A008,1
2A085,2
2A092,1
2A130,1
2A139,1
2A198,1
2A211,1
2A215,1
2A247,5
2A269,1
2A271,3
2A272,1
2A330,1
2B007,1
2B033,6
2B037,2
2B042,1
2B077,1
2B079,1
2B084,1
2B087,1
2B120,4
2B121,1
2B122,1
2B123,1
2B124,1
2B126,1
2B150,1
2B152,1
2B168,1
2B193,1
2B207,1
2B251,1
2B277,1
2B301,1
2B303,1
2B313,1
2B314,1
2B332,1
2B354,1
30003,1
30004,1
30006,1
30007,1
30010,1
30012,1
30028,2
30029,2
30032,2
30039,1
30047,2
30053,1
30060,1
30082,1
30102,1
30152,1
30161,1
30189,2
30192,1
30202,1
30227,1
30258,3
30259,1
30263,1
30276,2
30305,1
30315,1
30329,1
30333,1
30349,1
30352,1
31032,1
31037,1
31065,1
31069,1
31113,1
31135,1
31149,1
31160,1
31196,1
31248,1
31286,1
31291,1
31341,2
31416,1
31418,1
31424,1
31433,1
31458,1
31483,2
31555,17
31561,1
31573,1
32013,3
32051,1
32083,1
32190,1
32268,1
32365,1
32382,1
32429,1
33005,1
33013,4
33018,1
33029,1
33039,2
33056,1
33063,22
33065,1
33069,1
33075,1
33080,1
33085,1
33090,1
33097,1
33100,1
33108,1
33119,1
33143,1
33154,1
33162,2
33165,1
33166,1
33167,1
33192,2
33199,1
33200,1
33203,1
33205,2
33214,1
33216,1
33225,1
33229,1
33234,1
33240,1
33243,1
33249,3
33273,1
33281,5
33284,1
33289,1
33318,6
33366,1
33392,1
33397,2
33412,1
33413,1
33422,1
33433,1
33439,2
33448,1
33487,1
33494,1
33522,1
33529,6
33530,1
33539,1
33540,1
33550,5
33553,1
34003,4
34022,1
34031,1
34032,1
34036,1
34047,1
34051,1
34054,1
34057,2
34074,1
34075,1
34088,1
34092,1
34103,1
34113,1
34129,4
34139,1
34142,2
34143,1
34147,1
34150,1
34155,1
34172,8
34176,1
34183,1
34197,1
34199,1
34203,1
34213,2
34223,1
34239,2
34240,1
34270,1
34289,1
34296,1
34301,9
34317,1
34327,1
34332,1
34333,1
34336,2
34337,2
35040,1
35047,2
35051,4
35055,4
35108,2
35115,3
35122,1
35124,1
35126,1
35142,1
35150,1
35162,1
35173,2
35175,1
35194,1
35197,1
35207,2
35210,1
35219,1
35221,1
35224,1
35227,1
35238,23
35241,1
35273,1
35278,3
35281,1
35328,1
35331,1
35347,1
35360,1
36001,2
36007,1
36022,1
36044,1
36052,1
36063,1
36120,1
36140,1
36156,1
36202,1
36231,1
37011,1
37018,1
37028,1
37033,1
37038,1
37050,1
37057,1
37109,1
37115,1
37122,5
37123,1
37134,1
37139,1
37152,1
37153,1
37159,1
37185,1
37195,1
37208,1
37214,2
37233,4
37261,18
38019,1
38052,1
38053,3
38055,1
38061,1
38065,1
38072,1
38104,1
38110,1
38126,1
38134,1
38150,1
38151,1
38160,1
38179,2
38184,1
38185,10
38187,1
38189,1
38193,1
38197,1
38239,1
38249,1
38269,1
38276,1
38287,2
38298,1
38304,1
38336,1
38344,1
38348,1
38357,1
38374,1
38409,1
38421,3
38422,1
38431,1
38439,1
38442,1
38468,1
38516,1
38536,1
38543,1
38544,2
38548,1
38553,1
38559,1
38565,1
39018,1
39085,1
39129,1
39154,1
39193,1
39240,1
39295,1
39300,1
39325,1
39368,1
39387,1
39434,1
39441,1
39461,1
39470,1
39476,1
39478,1
39534,1
39553,1
40019,1
40036,1
40046,1
40102,1
40114,1
40123,1
40145,1
40168,1
40217,5
40233,1
40246,1
40281,1
40284,1
40304,1
40312,1
41018,5
41045,1
41051,1
41073,1
41101,1
41118,1
41171,1
41235,1
41239,1
41256,1
41269,1
41295,3
42003,1
42008,1
42009,1
42019,1
42020,2
42023,1
42044,1
42053,1
42065,1
42108,2
42149,1
42155,1
42158,1
42166,1
42170,1
42180,1
42182,1
42184,1
42187,2
42189,1
42207,4
42218,4
42221,1
42235,1
42256,2
42275,1
42276,1
42284,1
42313,2
42316,1
42338,1
43025,1
43041,2
43046,1
43073,1
43079,1
43089,1
43108,1
43137,1
43153,1
43157,10
43185,1
43200,1
43224,1
43244,1
44006,2
44014,1
44021,1
44026,1
44028,1
44052,1
44055,1
44057,1
44067,1
44069,6
44076,1
44081,1
44089,1
44096,1
44100,1
44101,1
44109,17
44110,1
44111,2
44113,1
44129,1
44130,1
44131,1
44132,1
44143,3
44162,7
44169,1
44172,1
44179,1
44184,7
44188,1
44192,1
44194,1
44196,1
44199,1
44204,1
44205,1
44211,1
44212,1
44217,1
45024,1
45053,1
45068,1
45096,1
45098,1
45129,1
45142,1
45146,1
45147,3
45148,1
45169,1
45179,1
45195,1
45208,2
45232,1
45234,8
45244,1
45269,1
45270,1
45284,1
45285,3
45286,1
45302,1
45307,1
45317,1
45329,2
46021,1
46028,1
46034,1
46042,1
46080,1
46138,1
46272,1
46323,1
47001,11
47004,1
47034,1
47041,1
47086,1
47111,1
47128,1
47138,1
47173,1
47184,1
47201,1
47215,1
47222,1
47280,1
47283,1
47288,1
47306,1
47323,1
48094,1
48095,3
48097,1
48119,1
48127,1
48128,1
48135,1
48166,1
49007,29
49015,3
49018,1
49021,1
49035,1
49058,1
49069,1
49092,5
49099,4
49135,1
49178,1
49180,1
49188,1
49209,1
49214,1
49215,1
49218,2
49246,5
49267,3
49328,1
49330,1
49331,2
49345,1
49353,3
49374,1
49378,1
50029,1
50041,2
50074,2
50082,1
50085,1
50099,1
50111,1
50129,9
50139,2
50155,1
50158,1
50188,1
50365,1
50373,1
50413,1
50417,1
50464,1
50487,2
50535,1
50565,1
50588,2
50592,1
50604,1
50615,3
50639,1
51027,2
51049,1
51055,1
51061,1
51142,1
51146,1
51147,1
51171,1
51172,2
51210,1
51211,1
51230,2
51236,1
51310,1
51344,1
51350,1
51354,1
51364,1
51388,1
51424,1
51454,37
51474,1
51476,1
51488,1
51550,1
51573,2
52027,1
52070,1
52114,1
52178,1
52193,1
52194,1
52197,1
52250,1
52258,1
52357,1
52534,1
53010,1
53040,1
53043,1
53062,1
53096,1
53097,1
53106,1
53108,1
53129,1
53130,2
53137,1
53161,1
53229,1
53267,1
54027,1
54051,1
54059,1
54067,1
54102,1
54111,1
54126,1
54149,1
54174,1
54176,1
54193,1
54200,1
54253,1
54261,1
54263,1
54265,1
54274,2
54280,1
54288,1
54300,1
54318,1
54323,2
54329,2
54339,1
54357,1
54395,15
54416,1
54431,1
54477,1
54495,1
54498,1
54547,2
54575,3
54578,3
54587,1
54596,1
55021,1
55060,1
55122,1
55124,1
55178,1
55184,1
55246,1
55263,1
55312,1
55336,1
55394,1
55398,1
55514,1
55544,1
55551,1
55553,1
56003,1
56022,1
56034,1
56036,1
56052,1
56061,2
56069,1
56075,1
56083,2
56089,1
56098,5
56099,1
56107,2
56117,1
56118,1
56119,1
56121,21
56128,1
56141,1
56152,1
56162,3
56167,1
56176,1
56186,2
56190,1
56231,1
56240,2
56244,1
56246,1
56249,1
56259,1
56260,1
57019,2
57058,3
57059,1
57067,1
57133,1
57242,1
57306,1
57331,1
57334,1
57336,1
57356,1
57370,1
57382,1
57428,1
57433,1
57445,1
57454,1
57463,4
57468,1
57469,1
57474,1
57480,1
57529,1
57584,1
57591,1
57606,1
57620,1
57623,1
57630,1
57631,1
57660,1
57666,1
57672,1
57693,1
57703,1
57751,1
57757,2
58086,1
58095,1
58131,1
58138,1
58150,1
58177,1
58194,3
58215,1
58220,1
58223,1
58309,1
59008,2
59009,1
59039,1
59043,4
59080,1
59087,1
59101,1
59110,1
59122,2
59128,1
59143,1
59149,1
59155,1
59178,2
59183,3
59190,1
59196,1
59202,1
59249,2
59257,1
59262,1
59267,1
59273,1
59279,3
59280,1
59303,1
59332,1
59343,1
59350,11
59360,4
59367,1
59368,3
59378,4
59383,1
59384,1
59386,1
59388,1
59392,1
59410,1
59416,1
59419,1
59426,1
59452,1
59481,1
59482,1
59499,1
59508,2
59512,8
59526,1
59527,2
59532,1
59548,1
59559,1
59560,2
59563,1
59566,1
59569,1
59581,2
59585,1
59586,1
59594,1
59595,1
59599,1
59603,1
59605,1
59609,1
59615,1
59624,1
59636,1
59650,1
59653,1
59660,1
60024,1
60044,1
60045,1
60057,6
60103,1
60107,1
60132,1
60135,1
60156,1
60157,1
60159,2
60167,1
60172,1
60188,1
60284,1
60302,1
60319,1
60327,1
60382,1
60401,1
60411,1
60444,1
60446,1
60452,1
60482,1
60487,1
60504,1
60509,2
60531,1
60533,1
60577,1
60581,1
60588,1
60589,3
60612,3
60623,1
60665,1
60666,1
60676,1
61001,5
61006,1
61029,1
61116,2
61117,1
61121,1
61129,1
61141,1
61153,1
61169,1
61279,1
61287,1
61309,1
61324,1
61341,1
61369,1
61391,1
61433,1
61480,1
61483,1
61484,1
61497,2
62014,2
62051,1
62053,1
62060,1
62084,1
62107,1
62158,1
62160,1
62178,1
62179,2
62193,5
62197,1
62215,2
62233,1
62262,1
62268,1
62269,1
62274,1
62306,1
62366,1
62386,1
62424,1
62427,2
62471,1
62492,1
62498,2
62506,1
62548,2
62549,1
62553,1
62563,2
62614,1
62624,1
62673,1
62737,1
62757,1
62771,1
62774,1
62826,1
62842,1
62846,1
62883,1
62907,2
63012,1
63026,1
63063,1
63092,1
63097,1
63100,2
63113,15
63116,1
63121,1
63164,1
63178,1
63179,1
63195,1
63203,1
63206,1
63243,1
63284,1
63297,1
63308,1
63352,2
63378,1
63381,1
63430,4
63448,1
63469,1
63470,1
64016,1
64024,10
64058,1
64094,1
64102,13
64106,1
64120,1
64122,1
64125,3
64132,1
64139,1
64140,1
64147,1
64161,1
64189,2
64191,1
64210,1
64229,1
64263,1
64284,1
64300,1
64314,1
64335,1
64348,2
64417,1
64422,1
64430,1
64445,10
64483,4
64496,1
64499,1
64545,2
65031,1
65053,1
65095,1
65123,1
65128,1
65145,1
65168,1
65175,1
65286,1
65388,1
65389,2
65428,1
65433,1
65440,5
66008,1
66037,1
66045,1
66049,1
66050,1
66053,1
66065,1
66085,1
66088,1
66112,1
66133,1
66136,18
66137,1
66141,1
66144,1
66164,1
66171,1
66172,2
66182,2
66190,1
66218,1
67043,1
67046,1
67061,1
67067,1
67152,1
67165,1
67173,1
67180,3
67210,1
67218,2
67267,1
67282,1
67283,1
67317,1
67362,1
67365,2
67400,1
67447,3
67462,2
67471,2
67474,1
67482,25
67492,1
67551,1
68025,1
68028,1
68058,1
68063,2
68066,4
68068,1
68069,1
68097,1
68106,2
68125,1
68149,1
68154,1
68155,1
68175,1
68224,3
68227,1
68235,1
68247,1
68259,1
68267,1
68269,1
68278,3
68297,3
68300,2
68318,1
68329,1
68331,1
68349,1
68359,1
68366,2
68374,1
68377,1
68383,1
69123,192
70014,1
70081,1
70240,1
70256,1
70285,1
70310,1
70312,1
70315,1
70353,1
70421,2
70467,1
70504,1
70509,1
70550,2
71014,1
71035,1
71040,3
71059,1
71075,1
71076,4
71079,1
71082,1
71093,1
71105,1
71107,1
71120,1
71150,1
71153,3
71173,1
71187,2
71196,1
71202,1
71204,1
71215,1
71230,1
71235,1
71240,1
71263,1
71270,6
71275,1
71283,1
71305,1
71306,7
71309,1
71317,1
71351,1
71371,1
71383,1
71393,1
71397,1
71401,1
71419,1
71436,1
71445,1
71446,1
71477,1
71479,1
71494,1
71497,1
71499,2
71543,1
71586,1
71590,1
72003,1
72011,1
72022,1
72039,1
72050,1
72080,1
72095,2
72100,1
72124,1
72143,1
72155,1
72172,1
72181,32
72191,1
72198,1
72199,1
72200,1
72228,1
72253,1
72260,1
72287,1
72308,1
73006,1
73007,2
73008,5
73019,1
73032,1
73065,3
73068,1
73084,1
73109,1
73124,1
73164,1
73187,1
73204,1
73211,1
73219,1
73224,1
73246,1
73257,1
73285,1
73304,1
73311,1
73322,1
73330,1
74010,2
74012,6
74014,1
74016,1
74040,1
74042,5
74043,2
74063,1
74094,2
74118,2
74136,1
74140,1
74143,1
74147,1
74154,1
74161,1
74164,1
74173,1
74188,1
74201,1
74208,1
74212,1
74213,1
74218,2
74220,1
74234,1
74238,1
74241,1
74243,1
74250,1
74263,1
74264,2
74272,1
74281,1
74298,2
74305,1
75056,519
76005,1
76035,1
76046,1
76055,1
76067,1
76070,1
76087,1
76108,2
76114,2
76141,1
76147,1
76156,1
76197,1
76201,1
76216,1
76231,1
76243,1
76281,1
76305,1
76312,2
76328,1
76341,1
76351,23
76367,1
76377,1
76384,1
76400,1
76407,1
76421,1
76436,1
76447,3
76462,1
76484,1
76498,1
76517,1
76523,1
76540,9
76560,1
76575,1
76610,1
76616,1
76681,1
76684,1
76709,1
76753,1
77005,2
77014,1
77018,1
77020,1
77053,1
77055,1
77058,2
77059,1
77068,1
77070,1
77078,1
77083,3
77088,1
77114,1
77121,1
77122,1
77127,1
77129,1
77141,1
77142,1
77144,1
77169,1
77175,1
77183,1
77186,3
77192,1
77209,1
77210,1
77237,1
77239,1
77249,1
77251,1
77255,1
77258,1
77264,2
77265,1
77268,1
77294,4
77296,2
77318,1
77319,1
77321,1
77322,1
77335,1
77337,3
77350,2
77363,2
77371,1
77373,1
77384,1
77392,1
77407,1
77410,1
77413,1
77420,1
77438,2
77440,1
77442,1
77449,1
77468,2
77480,1
77482,1
77487,1
77492,1
77495,2
77510,1
77514,1
77524,1
78005,1
78007,1
78009,1
78015,1
78029,2
78043,4
78126,1
78133,1
78140,2
78158,3
78172,2
78206,1
78217,1
78233,1
78238,1
78262,1
78297,2
78322,1
78350,3
78356,1
78372,1
78396,1
78401,1
78402,1
78418,6
78420,1
78423,1
78431,1
78440,3
78455,3
78481,2
78502,1
78517,1
78551,3
78571,1
78638,1
78640,4
78642,1
78646,2
78650,3
79005,1
79007,1
79049,4
79079,1
79095,1
79103,1
79123,1
79164,1
79170,1
79174,1
79184,1
79191,2
79196,2
79207,1
79210,1
79286,1
79289,1
79300,1
79311,1
79329,1
79355,2
80001,1
80021,6
80029,1
80086,1
80110,1
80127,1
80136,1
80176,1
80278,1
80338,1
80360,1
80386,1
80415,1
80557,1
80561,3
80568,1
80569,1
80600,1
80670,1
80695,2
80703,1
80718,1
80721,1
80793,1
80809,1
80819,1
81004,2
81021,1
81033,1
81038,1
81060,2
81065,1
81092,1
81105,2
81124,1
81142,1
81144,1
81219,1
81288,1
81307,1
82013,1
82025,1
82026,2
82031,1
82033,1
82075,1
82112,1
82121,1
82127,2
82131,1
82155,1
82176,1
82194,1
83009,2
83016,2
83018,1
83025,1
83028,1
83034,1
83035,2
83042,1
83047,1
83056,1
83058,1
83061,3
83062,3
83065,2
83068,1
83069,7
83070,2
83071,1
83072,1
83082,1
83089,1
83090,2
83097,1
83099,1
83104,1
83107,1
83108,1
83116,2
83118,1
83121,1
83123,4
83126,1
83129,3
83133,1
83136,1
83137,11
83138,2
83143,1
83144,2
84007,1
84016,1
84017,2
84025,1
84030,1
84036,1
84049,2
84054,1
84078,2
84087,2
84089,1
84092,1
84132,2
84141,1
84142,1
85006,1
85013,1
85014,1
85015,1
85019,1
85021,1
85039,1
85070,1
85071,2
85084,2
85092,2
85109,3
85144,1
85146,1
85153,1
85176,1
85191,2
85194,3
85209,1
85214,1
85234,2
85246,2
85254,1
85280,1
85288,1
85294,1
85302,1
85306,1
86053,1
86066,3
86076,1
86078,1
86109,1
86113,1
86128,2
86153,1
86177,1
86194,5
86214,1
86236,1
86244,1
86245,1
86268,1
87050,2
87068,1
87075,2
87085,23
87097,1
87110,1
87113,1
87129,1
87133,1
87153,1
87187,1
87201,1
88011,1
88027,1
88053,1
88088,1
88108,1
88148,1
88194,1
88209,1
88242,1
88250,1
88251,1
88306,1
88319,1
88352,1
88355,1
88373,1
88383,1
88389,1
88413,1
88415,1
88426,1
88437,1
88484,1
88487,1
89003,1
89024,1
89053,1
89067,1
89076,1
89102,1
89194,1
89198,1
89206,2
89307,1
89342,1
89380,1
89387,1
89407,1
90008,1
90065,1
90105,1
91021,1
91027,2
91041,1
91044,1
91064,1
91086,2
91103,1
91106,1
91114,6
91132,1
91136,1
91161,5
91174,2
91179,1
91201,2
91216,4
91223,5
91228,3
91235,2
91286,3
91312,2
91318,1
91326,3
91338,1
91340,1
91347,2
91363,2
91377,8
91421,4
91425,1
91433,1
91457,1
91458,1
91471,3
91477,4
91479,5
91494,1
91514,2
91534,3
91549,2
91552,1
91553,2
91570,1
91577,1
91589,4
91617,1
91645,3
91657,3
91659,2
91661,2
91665,1
91667,1
91671,1
91687,8
91689,5
91691,1
91692,2
92002,13
92004,21
92007,2
92012,15
92014,2
92019,4
92020,11
92022,3
92023,9
92024,10
92025,15
92026,12
92032,2
92033,1
92035,4
92036,21
92040,9
92044,3
92046,7
92047,1
92048,5
92049,7
92050,25
92051,18
92062,2
92063,10
92064,16
92071,1
92072,8
92073,8
92075,5
92076,1
92077,1
92078,7
93001,12
93005,19
93006,4
93007,11
93008,10
93010,13
93013,3
93014,5
93027,10
93029,6
93030,2
93031,8
93032,11
93039,2
93045,1
93046,6
93047,6
93048,9
93049,4
93050,5
93051,8
93053,11
93055,7
93057,7
93059,3
93061,1
93063,2
93064,14
93066,24
93070,6
93071,7
93072,3
93073,10
93074,1
93077,2
93078,7
93079,4
94002,4
94003,3
94004,2
94011,8
94015,3
94016,5
94017,13
94018,1
94019,3
94021,8
94022,12
94028,16
94033,10
94034,8
94037,2
94038,9
94041,6
94042,4
94043,7
94044,5
94046,8
94047,1
94052,2
94053,2
94054,2
94055,1
94058,6
94059,1
94060,1
94065,4
94067,1
94068,7
94069,5
94070,1
94071,1
94073,8
94074,9
94075,2
94076,6
94077,1
94078,6
94079,3
94080,5
94081,12
95018,5
95028,2
95040,1
95042,1
95052,2
95054,1
95063,1
95088,1
95144,1
95151,1
95154,1
95197,4
95210,2
95212,1
95218,5
95241,2
95252,4
95268,2
95277,13
95280,2
95288,1
95306,2
95365,1
95394,1
95424,1
95428,1
95436,1
95476,3
95488,3
95500,2
95510,1
95527,7
95539,1
95555,1
95572,2
95582,2
95585,3
95598,1
95607,1
95627,1
95641,2
95678,2
95680,2
97101,11
97103,1
97104,1
97105,3
97106,2
97107,1
97108,1
97109,1
97112,1
97113,15
97115,1
97116,1
97120,1
97121,1
97128,2
97129,1
97134,3
97203,1
97209,15
97210,2
97213,12
97216,1
97222,1
97224,2
97225,1
97229,2
97302,42
97304,1
97305,2
97307,2
97309,3
97310,1
97311,1
97313,1
97404,2
97405,1
97407,11
97409,3
97411,20
97412,4
97413,2
97414,5
97415,3
97416,24
97418,4
97421,1
97422,1
97424,1
97603,1
97611,6
97614,1
97701,1
97801,3
98712,1
98714,1
98715,1
98724,2
98725,1
98726,1
98729,1
98733,1
98734,1
98735,2
98736,1
98738,1
98740,1
98803,1
98804,1
98805,2
98808,1
98814,1
98818,6
98819,1
98825,1
98832,1
