com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes,grav_moyenne
24224,1,2,2,0,4.0
24229,1,2,8,10,2.0
24523,1,2,1,3,3.0
25047,1,3,2,1,4.0
25056,11,18,12,10,4.0
25147,1,2,2,2,2.0
25149,1,1,2,0,4.0
25157,2,2,2,1,3.5
25258,1,1,1,0,3.0
25262,1,2,3,1,3.0
25370,1,1,1,0,3.0
25388,1,1,1,1,4.0
25462,5,8,8,2,3.6
25549,1,1,2,0,3.0
25578,1,1,2,1,3.0
25601,1,3,2,4,4.0
26058,1,2,1,2,4.0
26064,1,2,1,1,4.0
26085,1,1,2,0,3.0
26129,2,2,0,2,3.5
26198,1,1,1,1,3.0
26295,1,2,5,1,4.0
26305,2,4,4,0,4.0
26330,1,2,1,1,4.0
26339,1,1,0,2,4.0
26377,1,2,2,0,4.0
27003,1,1,1,0,3.0
27008,1,3,3,0,4.0
27016,2,3,3,0,3.0
27056,1,1,0,2,3.0
27105,1,2,1,1,4.0
27112,1,1,1,0,4.0
27123,1,2,2,0,3.0
27130,1,1,1,0,4.0
27165,1,2,2,1,4.0
27198,1,1,1,1,3.0
27204,1,1,0,1,4.0
27213,1,1,0,1,4.0
27224,1,1,2,0,2.0
27229,6,9,8,7,4.0
27232,1,1,1,1,4.0
27234,1,2,2,0,4.0
27284,1,1,1,1,4.0
27299,1,2,0,2,4.0
27301,1,2,2,1,3.0
27332,1,1,1,0,4.0
27351,1,2,1,1,4.0
27375,3,5,5,3,4.0
27426,1,2,0,2,4.0
27448,1,1,2,0,4.0
27467,1,1,1,1,3.0
27498,1,2,2,0,3.0
27562,1,1,0,2,4.0
27681,3,7,5,5,4.0
27701,1,2,1,1,4.0
28023,1,2,2,1,3.0
28035,1,2,2,0,3.0
28084,1,2,2,1,4.0
28085,2,4,4,0,4.0
28123,1,1,1,1,2.0
28134,4,6,5,4,3.75
28218,1,1,0,1,4.0
28322,1,1,1,0,3.0
28403,1,2,3,1,3.0
28404,1,2,1,1,3.0
29015,2,2,2,0,3.5
29019,18,34,18,23,4.0
29038,1,1,1,1,4.0
29039,2,4,3,1,4.0
29042,2,3,5,3,4.0
29045,1,2,2,0,3.0
29046,1,1,1,0,3.0
29051,2,2,2,0,4.0
29058,1,1,0,1,4.0
29062,1,1,1,0,4.0
29071,1,2,2,0,3.0
29095,1,2,2,0,2.0
29101,1,2,0,2,4.0
29103,1,2,2,0,3.0
29122,1,1,1,0,2.0
29148,1,1,0,3,4.0
29171,1,1,1,0,3.0
29173,1,1,1,0,3.0
29193,1,2,1,2,3.0
29212,1,2,3,0,3.0
29232,9,15,10,8,3.89
29233,4,5,2,3,3.5
29235,1,1,0,2,4.0
29236,3,3,1,3,3.0
29245,1,2,3,0,4.0
29247,1,2,2,0,4.0
29249,1,2,1,1,2.0
29254,1,2,2,0,4.0
29272,1,1,0,2,3.0
29297,1,2,2,0,4.0
2A004,12,21,19,5,3.83
2A211,1,1,1,0,4.0
2A247,1,1,1,0,4.0
2B007,1,1,1,0,4.0
2B009,1,2,5,1,4.0
2B033,5,9,5,10,4.0
2B037,1,2,1,1,4.0
2B049,1,1,1,0,3.0
2B050,1,1,1,0,3.0
2B096,1,1,2,0,3.0
2B120,1,3,2,1,4.0
2B143,1,2,1,3,4.0
2B148,1,1,1,0,3.0
2B150,1,1,1,0,3.0
2B218,1,1,1,0,3.0
2B223,1,3,4,1,4.0
2B311,1,2,1,1,3.0
2B319,1,2,2,0,4.0
2B355,1,1,0,1,4.0
30003,1,1,1,0,3.0
30007,2,4,4,2,3.5
30011,1,3,2,1,4.0
30028,2,3,2,2,4.0
30032,2,3,6,0,4.0
30050,1,2,2,0,2.0
30059,1,1,1,1,2.0
30062,1,1,2,0,3.0
30104,1,1,1,0,3.0
30169,1,2,2,1,3.0
30170,1,1,1,0,3.0
30174,1,2,1,1,4.0
30189,1,2,2,0,4.0
30214,1,1,0,1,3.0
30224,1,1,2,0,3.0
30225,1,1,4,1,3.0
30235,1,1,1,0,4.0
30259,1,2,2,2,4.0
30278,1,2,2,0,4.0
30315,1,1,1,1,4.0
30333,2,4,3,2,3.0
31003,1,2,1,1,3.0
31033,1,2,2,0,4.0
31037,1,3,3,1,4.0
31044,2,3,3,2,3.5
31069,3,5,2,4,3.33
31113,1,1,1,0,2.0
31157,1,2,2,0,4.0
31169,1,2,1,2,3.0
31220,1,2,3,0,4.0
31231,1,1,1,0,3.0
31271,1,2,2,0,3.0
31285,1,3,1,3,4.0
31334,1,2,2,0,3.0
31395,2,4,3,2,4.0
31396,1,2,2,0,2.0
31446,1,1,1,2,4.0
31478,1,1,1,0,2.0
31483,1,1,2,1,4.0
31499,1,1,1,1,3.0
31524,1,2,4,2,4.0
31555,19,36,28,16,3.63
32013,2,3,4,1,4.0
32032,1,2,1,1,4.0
32091,1,2,4,1,3.0
32258,1,1,2,0,3.0
32272,1,1,1,0,3.0
32286,1,1,1,1,4.0
32290,1,1,1,0,2.0
32312,1,1,0,2,3.0
32334,1,1,1,0,3.0
32457,1,1,1,0,2.0
32462,1,1,1,0,3.0
33005,1,2,3,0,4.0
33006,1,1,1,0,3.0
33009,2,2,1,2,4.0
33013,1,2,0,2,4.0
33029,1,2,3,0,4.0
33030,1,2,2,1,4.0
33032,1,2,2,0,2.0
33039,1,2,2,0,4.0
33051,1,3,2,1,3.0
33063,16,30,21,14,3.56
33065,1,2,2,0,4.0
33069,2,4,4,2,4.0
33075,1,2,1,1,4.0
33080,1,3,1,3,4.0
33085,1,1,1,2,3.0
33096,1,1,1,1,3.0
33114,1,2,1,2,4.0
33119,2,4,2,3,4.0
33143,2,5,8,5,4.0
33162,3,4,3,1,4.0
33167,1,2,3,2,4.0
33179,1,2,3,0,4.0
33187,1,2,1,1,4.0
33199,1,2,1,2,4.0
33214,1,2,1,2,4.0
33249,4,10,8,1,4.0
33281,5,10,8,2,3.8
33307,1,1,1,0,2.0
33318,9,16,13,8,3.78
33321,1,1,2,0,3.0
33334,1,2,2,0,3.0
33349,1,2,1,1,3.0
33397,3,8,7,2,4.0
33439,1,1,1,0,2.0
33449,1,1,2,0,3.0
33487,3,9,14,5,4.0
33522,2,3,2,3,4.0
33527,1,4,3,1,3.0
33528,1,2,2,0,4.0
33529,5,9,11,5,4.0
33550,3,7,7,2,4.0
34003,2,3,1,3,4.0
34023,1,1,0,1,3.0
34028,1,1,0,1,4.0
34032,2,2,0,7,4.0
34052,1,2,2,1,4.0
34057,1,1,2,0,3.0
34094,1,2,1,2,3.0
34095,1,2,2,0,2.0
34103,1,1,1,2,4.0
34113,1,1,2,1,3.0
34154,1,2,2,1,3.0
34164,1,1,1,1,3.0
34172,12,21,19,5,3.5
34199,1,2,2,0,4.0
34213,1,1,0,2,4.0
34245,1,1,2,1,3.0
34255,1,1,1,1,3.0
34256,1,1,0,1,3.0
34294,1,5,9,0,4.0
34301,1,1,1,1,3.0
34332,1,1,1,0,2.0
34333,1,2,3,0,4.0
34338,1,3,3,0,4.0
34340,1,4,2,2,4.0
34341,1,1,1,0,2.0
34344,2,3,4,1,3.5
35012,1,1,2,1,4.0
35024,3,4,3,3,3.67
35051,3,4,5,1,3.33
35069,1,3,3,4,4.0
35115,4,5,1,7,4.0
35125,1,1,2,0,4.0
35150,1,2,2,0,3.0
35152,1,1,1,0,3.0
35177,1,1,2,0,4.0
35191,1,2,1,2,4.0
35206,1,2,2,0,3.0
35210,1,1,2,0,3.0
35238,31,54,42,26,4.0
35245,1,1,1,0,3.0
35264,1,2,2,1,4.0
35278,4,7,6,4,4.0
35281,2,3,2,1,4.0
35288,2,3,2,2,3.0
35297,1,3,3,0,4.0
35308,1,1,0,1,3.0
36026,1,3,2,1,3.0
36044,2,2,3,0,3.5
36047,1,2,1,2,4.0
36200,1,1,0,1,4.0
36224,1,1,2,0,4.0
36239,1,1,1,0,3.0
37026,1,1,1,2,3.0
37029,1,2,2,1,4.0
37047,1,2,2,0,3.0
37050,1,2,0,2,4.0
37089,1,1,2,0,2.0
37122,6,7,9,2,4.0
37141,1,1,1,0,3.0
37153,1,2,1,3,3.0
37156,1,1,1,0,2.0
37167,1,2,0,2,4.0
37170,1,1,1,0,3.0
37195,1,1,4,0,4.0
37208,1,2,1,1,4.0
37212,1,1,0,1,2.0
37214,3,6,5,2,3.67
37226,1,2,2,1,3.0
37233,2,3,4,0,4.0
37261,18,26,21,14,3.78
37273,1,2,2,0,3.0
38004,1,1,1,0,3.0
38064,1,4,3,1,4.0
38065,1,3,1,3,4.0
38087,1,2,2,0,4.0
38111,1,2,1,1,4.0
38179,1,1,1,0,3.0
38185,10,17,19,5,3.7
38197,1,2,2,0,4.0
38240,1,2,1,1,4.0
38318,1,2,2,0,4.0
38324,1,1,1,0,3.0
38337,2,4,1,4,3.5
38342,1,1,1,0,2.0
38351,1,3,2,1,4.0
38374,1,3,2,1,4.0
38415,1,2,2,0,3.0
38416,1,2,2,0,4.0
38421,2,3,3,3,3.0
38423,1,2,1,1,4.0
38431,1,2,2,0,4.0
38449,1,2,2,0,4.0
38484,1,3,3,0,4.0
38507,1,2,2,1,4.0
38530,2,5,4,1,3.5
38533,1,3,2,1,4.0
38544,1,2,1,2,4.0
38562,1,1,0,1,3.0
38563,1,1,1,0,3.0
39013,1,1,1,1,3.0
39078,1,2,2,0,3.0
39209,1,1,1,0,3.0
39300,1,1,2,1,4.0
39325,1,1,1,0,4.0
39355,1,1,2,4,4.0
39367,1,1,2,0,2.0
39485,1,1,3,3,4.0
39500,1,1,1,1,4.0
40004,1,1,1,3,4.0
40019,1,1,1,0,3.0
40046,1,2,2,0,3.0
40126,1,2,3,0,3.0
40134,1,2,3,0,3.0
40184,2,2,1,2,3.0
40192,2,3,4,0,4.0
40209,1,2,2,0,3.0
40210,1,2,4,0,4.0
40212,1,2,1,1,3.0
40224,1,2,2,0,2.0
40281,1,1,1,0,2.0
40282,1,2,1,1,4.0
40283,1,2,1,2,3.0
41018,3,5,4,1,3.33
41046,1,1,2,3,4.0
41099,1,2,1,3,3.0
41106,1,1,1,1,3.0
41127,1,2,9,1,4.0
41211,1,2,2,0,3.0
41245,1,1,0,1,3.0
41267,1,1,1,0,3.0
42026,1,2,1,2,3.0
42092,1,1,1,1,3.0
42094,1,2,2,0,4.0
42095,1,1,0,2,3.0
42150,1,2,1,2,3.0
42151,1,1,2,0,4.0
42187,1,2,2,1,2.0
42218,4,5,4,3,3.5
42265,1,1,1,1,3.0
42275,1,2,1,1,3.0
42279,1,1,1,1,2.0
42338,2,4,2,4,3.5
43025,1,1,2,0,3.0
43087,1,1,1,0,3.0
43157,3,4,3,2,4.0
43205,1,1,1,0,3.0
43251,1,2,0,2,4.0
43268,1,5,6,1,4.0
44026,2,3,2,1,3.5
44035,1,2,3,2,4.0
44041,1,1,2,1,3.0
44047,1,2,2,0,3.0
44048,1,1,1,0,3.0
44055,1,1,0,2,3.0
44066,1,2,2,0,3.0
44082,1,2,1,1,4.0
44084,1,1,1,1,3.0
44087,1,2,1,1,4.0
44089,1,1,1,1,4.0
44109,23,30,23,13,3.87
44131,1,2,2,0,3.0
44134,1,1,1,0,4.0
44143,1,2,1,1,4.0
44146,1,1,0,1,4.0
44149,1,1,1,0,3.0
44162,3,4,5,3,3.33
44178,2,4,3,1,3.0
44184,7,11,10,4,3.57
44190,3,4,6,3,3.67
44192,1,1,2,0,4.0
44213,1,2,2,0,3.0
44215,1,1,1,0,4.0
45004,2,4,3,3,4.0
45051,1,2,2,0,2.0
45089,1,2,1,2,4.0
45093,1,2,2,2,4.0
45147,1,1,2,0,4.0
45154,1,4,6,2,4.0
45169,1,1,0,1,4.0
45187,1,1,1,0,4.0
45191,1,2,0,2,3.0
45208,2,4,4,0,4.0
45232,4,5,7,1,3.75
45234,6,9,6,8,4.0
45284,1,5,5,0,4.0
45302,1,1,1,0,4.0
45327,1,2,3,0,3.0
45338,1,1,1,0,4.0
46009,1,1,0,1,4.0
46127,1,1,1,0,4.0
46137,1,1,1,0,4.0
46162,1,2,1,2,3.0
46317,1,2,1,1,4.0
47001,6,8,7,5,4.0
47004,1,2,2,1,3.0
47031,2,6,3,3,4.0
47032,1,2,1,1,3.0
47043,1,3,2,1,4.0
47052,1,2,1,1,4.0
47069,1,2,2,1,4.0
47100,1,1,1,1,3.0
47108,1,1,2,0,4.0
47173,1,2,1,1,3.0
47195,1,2,2,1,4.0
47201,2,4,4,0,4.0
47252,1,2,2,0,4.0
48095,2,2,5,2,3.5
48099,1,1,1,0,2.0
48146,1,1,1,0,4.0
49003,1,1,1,0,2.0
49007,29,47,36,19,3.86
49015,4,6,4,2,3.75
49022,1,2,1,1,3.0
49023,1,1,0,1,4.0
49029,1,1,1,0,2.0
49080,1,2,0,1,3.0
49086,1,2,6,0,4.0
49092,2,3,2,3,3.0
49099,6,11,6,9,3.33
49214,1,2,1,1,4.0
49246,6,12,8,8,3.83
49267,6,12,7,5,4.0
49278,1,2,1,2,4.0
49306,1,2,2,1,3.0
49307,2,4,5,1,3.0
49308,1,1,3,0,3.0
49328,1,1,2,0,4.0
49332,1,2,2,0,2.0
49353,1,2,1,1,4.0
49373,1,1,1,0,4.0
49381,1,2,1,1,4.0
50074,1,2,1,2,3.0
50087,1,2,1,1,4.0
50101,2,3,4,1,3.0
50129,8,12,6,6,3.62
50218,2,2,3,0,3.5
50219,1,2,1,1,3.0
50273,1,1,1,0,2.0
50389,1,2,0,2,4.0
50464,1,2,2,0,3.0
50483,1,2,2,0,4.0
50502,2,3,1,3,3.0
50550,1,1,2,1,3.0
50592,1,2,2,0,4.0
50601,1,2,2,0,4.0
50604,1,1,1,0,3.0
50615,1,1,1,1,3.0
50616,1,2,2,0,3.0
50619,1,1,1,2,4.0
51007,1,2,1,3,4.0
51043,1,2,1,1,4.0
51055,1,2,3,0,4.0
51056,1,1,0,2,4.0
51058,1,1,0,2,4.0
51108,2,3,2,3,3.5
51109,1,1,2,0,3.0
51118,1,2,4,1,4.0
51153,1,5,5,7,4.0
51172,1,1,1,0,3.0
51230,2,3,2,2,3.5
51234,1,2,2,1,4.0
51237,1,1,1,1,3.0
51248,1,2,1,1,3.0
51287,1,1,2,0,3.0
51318,1,3,3,0,4.0
51380,1,2,1,1,3.0
51425,1,2,3,0,3.0
51454,16,26,20,12,4.0
51506,1,2,2,0,3.0
51515,1,1,2,0,4.0
51527,1,2,1,1,2.0
51531,2,3,3,0,4.0
51592,1,1,1,0,3.0
51612,1,1,2,0,3.0
51617,1,1,0,1,4.0
51627,1,2,1,1,3.0
52017,1,1,0,1,3.0
52050,1,2,2,0,3.0
52056,1,1,1,1,4.0
52095,1,1,0,1,3.0
52125,1,2,1,1,4.0
52140,1,1,0,1,3.0
52246,1,1,2,0,3.0
52448,3,4,6,1,3.67
53101,2,3,4,3,3.0
53109,1,2,0,1,4.0
53130,1,1,1,1,3.0
53147,1,2,2,0,2.0
53168,1,1,0,1,2.0
53216,1,1,2,0,3.0
53218,1,2,1,2,3.0
53233,1,1,1,0,2.0
53267,2,2,2,0,3.0
54028,1,1,0,1,4.0
54076,1,1,1,1,3.0
54105,1,1,2,0,4.0
54159,1,2,4,0,3.0
54167,1,1,1,1,4.0
54174,1,1,1,1,3.0
54184,1,1,0,1,4.0
54215,1,1,1,1,3.0
54254,1,1,0,1,4.0
54257,1,1,1,1,4.0
54265,1,2,1,0,4.0
54274,2,3,4,0,4.0
54300,1,1,1,1,4.0
54304,1,2,2,0,3.0
54321,1,2,2,1,4.0
54323,4,6,5,5,3.75
54328,1,2,0,2,4.0
54329,1,1,1,1,3.0
54350,1,2,2,0,3.0
54357,1,1,1,1,4.0
54382,2,3,1,2,4.0
54395,16,22,20,13,3.88
54405,1,2,1,0,3.0
54482,1,1,1,1,4.0
54526,1,2,2,0,4.0
54528,3,4,5,5,3.33
54542,1,2,2,0,4.0
54546,1,1,0,1,3.0
54547,4,4,6,1,3.5
54557,1,1,2,0,2.0
54575,1,1,1,1,4.0
54578,2,4,2,2,3.0
54580,3,4,1,3,4.0
55029,1,1,1,1,3.0
55038,1,2,3,3,4.0
55288,1,1,1,0,3.0
55324,1,1,1,0,4.0
55351,1,1,0,1,4.0
55489,1,1,1,2,4.0
55545,1,2,1,1,3.0
55578,1,2,0,2,4.0
56007,1,2,1,1,4.0
56013,1,2,2,0,4.0
56027,1,1,2,0,3.0
56044,1,1,1,0,3.0
56078,1,1,2,0,3.0
56083,1,1,1,0,4.0
56098,5,9,8,3,4.0
56107,1,4,2,2,4.0
56121,9,13,8,6,4.0
56123,1,1,0,2,4.0
56131,1,2,2,1,4.0
56135,1,2,2,0,3.0
56162,2,3,3,1,4.0
56169,1,2,2,0,3.0
56179,1,1,2,0,3.0
56185,2,2,1,1,4.0
56204,1,2,2,0,3.0
56206,2,3,3,0,2.5
56229,1,1,1,0,3.0
56240,2,4,3,2,4.0
56243,1,1,0,1,2.0
56244,1,1,1,0,3.0
56260,5,8,5,6,3.6
57111,1,1,0,1,3.0
57163,1,1,1,0,2.0
57221,1,1,0,1,4.0
57227,2,4,3,3,4.0
57232,1,2,0,2,4.0
57256,1,2,0,2,4.0
57437,1,2,2,2,4.0
57439,1,1,0,1,2.0
57463,2,4,5,1,3.5
57559,1,2,1,1,4.0
57599,1,1,0,1,3.0
57631,1,1,2,0,3.0
57634,1,1,0,1,4.0
57660,1,1,1,1,4.0
57666,1,1,1,1,3.0
57672,1,1,1,0,2.0
58095,1,2,0,2,4.0
58121,1,2,3,0,4.0
58160,1,1,1,0,4.0
58194,5,6,4,4,3.8
58250,1,1,1,0,3.0
58273,1,2,3,1,4.0
58278,1,1,1,0,4.0
58280,1,1,1,0,4.0
58302,1,2,3,0,3.0
59008,1,1,1,1,3.0
59009,2,3,4,0,3.5
59017,1,2,2,0,3.0
59022,1,1,1,0,4.0
59035,1,1,2,1,4.0
59043,3,6,5,3,3.67
59051,1,1,1,1,4.0
59054,1,1,2,0,4.0
59094,1,2,2,0,4.0
59112,1,1,1,1,2.0
59120,1,1,0,1,2.0
59122,1,1,2,0,4.0
59131,1,1,1,0,3.0
59136,1,1,2,2,4.0
59137,1,2,2,4,4.0
59143,1,1,1,0,4.0
59151,1,1,1,0,3.0
59155,1,1,1,1,4.0
59163,1,2,4,0,3.0
59170,1,1,2,1,3.0
59173,1,2,2,0,4.0
59183,5,7,6,3,3.6
59203,1,2,2,0,4.0
59206,1,1,1,0,4.0
59215,1,2,2,0,3.0
59220,1,2,1,2,4.0
59244,1,1,2,0,4.0
59268,1,1,1,1,3.0
59271,2,2,1,3,2.5
59279,1,2,1,0,3.0
59312,1,1,1,0,3.0
59328,1,2,2,0,4.0
59339,1,1,0,1,4.0
59343,2,4,3,2,3.0
59346,1,2,1,1,4.0
59350,17,32,30,8,3.88
59360,1,2,2,0,4.0
59365,1,2,2,0,3.0
59366,1,2,1,1,3.0
59370,1,1,0,1,3.0
59378,4,8,7,6,4.0
59388,1,2,2,0,4.0
59390,1,2,0,2,3.0
59400,1,2,2,0,4.0
59406,1,1,0,1,3.0
59410,1,2,2,0,4.0
59416,1,2,1,1,3.0
59421,1,1,2,0,3.0
59431,1,2,2,0,3.0
59444,1,1,1,0,2.0
59485,1,1,0,1,3.0
59499,1,1,1,0,3.0
59507,3,5,4,2,3.67
59508,1,2,1,1,4.0
59509,1,2,2,0,3.0
59512,4,7,4,5,4.0
59525,1,2,1,1,2.0
59527,2,3,3,1,4.0
59553,2,2,3,1,3.5
59560,2,3,3,4,3.5
59571,1,3,1,2,4.0
59580,1,2,2,1,4.0
59588,1,2,2,0,3.0
59593,1,1,3,0,4.0
59599,4,4,4,4,3.5
59650,1,2,1,3,4.0
59669,1,2,3,0,4.0
60029,1,2,1,1,3.0
60036,1,2,2,0,4.0
60057,6,9,10,6,4.0
60088,1,2,2,1,4.0
60103,1,2,2,1,4.0
60107,1,1,1,0,4.0
60155,1,2,1,1,4.0
60157,1,1,0,2,3.0
