com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes
22030,1,1,0,0
22034,1,1,0,0
22046,1,1,0,0
22049,1,2,0,0
22050,2,4,0,0
22055,1,2,0,0
22065,1,1,0,0
22067,1,3,0,0
22093,1,1,0,0
22094,1,2,0,0
22106,1,2,0,0
22113,1,1,0,0
22162,1,1,0,0
22166,1,2,0,0
22168,1,2,0,0
22172,1,2,0,0
22175,1,1,0,0
22178,1,1,0,0
22186,1,2,0,0
22187,1,2,0,0
22193,1,1,0,0
22194,1,1,0,0
22198,2,4,0,0
22206,1,2,0,0
22208,2,2,0,0
22209,3,5,0,0
22210,2,2,0,0
22215,1,2,0,0
22222,2,5,0,0
22233,1,2,0,0
22259,1,2,0,0
22265,1,2,0,0
22273,1,2,0,0
22278,7,11,0,0
22294,1,1,0,0
22322,1,2,0,0
22327,1,3,0,0
22338,1,2,0,0
22354,1,1,0,0
22360,1,2,0,0
22369,1,2,0,0
22389,1,2,0,0
23001,1,1,0,0
23015,1,1,0,0
23022,1,1,0,0
23061,1,1,0,0
23093,1,2,0,0
23168,1,1,0,0
23220,1,1,0,0
23223,1,2,0,0
23264,1,1,0,0
24002,1,1,0,0
24026,1,1,0,0
24038,2,4,0,0
24087,1,1,0,0
24098,1,1,0,0
24224,1,2,0,0
24236,1,3,0,0
24237,1,1,0,0
24254,1,1,0,0
24256,1,1,0,0
24296,1,1,0,0
24311,1,2,0,0
24352,1,2,0,0
24373,1,1,0,0
24462,1,2,0,0
24484,3,5,0,0
24499,1,2,0,0
24520,2,2,0,0
24538,1,2,0,0
24543,1,1,0,0
24564,1,1,0,0
25014,1,1,0,0
25018,1,1,0,0
25029,1,2,0,0
25056,11,18,0,0
25060,1,2,0,0
25139,1,2,0,0
25147,1,2,0,0
25160,1,1,0,0
25180,1,1,0,0
25204,1,2,0,0
25214,1,2,0,0
25228,1,2,0,0
25298,1,2,0,0
25304,1,1,0,0
25388,1,1,0,0
25410,1,2,0,0
25462,3,4,0,0
25465,1,2,0,0
25490,1,1,0,0
25580,1,2,0,0
25614,1,1,0,0
26005,2,4,0,0
26010,1,2,0,0
26074,1,2,0,0
26101,1,2,0,0
26116,2,4,0,0
26124,1,2,0,0
26125,1,1,0,0
26138,1,2,0,0
26146,1,2,0,0
26160,1,2,0,0
26163,1,1,0,0
26166,1,2,0,0
26179,2,3,0,0
26198,3,5,0,0
26220,1,2,0,0
26333,1,1,0,0
26362,4,7,0,0
27075,1,1,0,0
27107,1,2,0,0
27108,1,2,0,0
27116,1,2,0,0
27198,1,2,0,0
27204,1,2,0,0
27224,1,1,0,0
27229,9,16,0,0
27243,1,2,0,0
27251,1,2,0,0
27299,1,2,0,0
27329,1,1,0,0
27375,1,1,0,0
27377,1,3,0,0
27383,1,2,0,0
27448,1,1,0,0
27458,1,2,0,0
27502,2,2,0,0
27518,1,1,0,0
27531,1,2,0,0
27562,1,2,0,0
27563,1,1,0,0
27587,1,2,0,0
27602,1,2,0,0
27655,1,1,0,0
27679,2,4,0,0
27681,2,3,0,0
27701,1,2,0,0
28031,1,2,0,0
28052,1,4,0,0
28073,1,1,0,0
28085,1,3,0,0
28092,1,2,0,0
28094,1,1,0,0
28110,1,2,0,0
28134,3,4,0,0
28191,1,1,0,0
28196,1,1,0,0
28199,1,1,0,0
28202,1,2,0,0
28203,1,1,0,0
28209,1,2,0,0
28218,1,2,0,0
28223,3,5,0,0
28264,1,2,0,0
28278,1,2,0,0
28325,1,1,0,0
28386,1,2,0,0
28388,1,2,0,0
28393,1,2,0,0
28404,1,1,0,0
28410,1,1,0,0
29001,1,3,0,0
29003,2,2,0,0
29005,1,2,0,0
29007,1,2,0,0
29016,1,1,0,0
29019,10,19,0,0
29021,1,1,0,0
29035,1,2,0,0
29039,2,4,0,0
29051,2,4,0,0
29057,1,1,0,0
29072,1,2,0,0
29094,1,1,0,0
29105,1,2,0,0
29143,1,1,0,0
29160,2,3,0,0
29162,1,2,0,0
29163,1,1,0,0
29165,1,1,0,0
29167,1,2,0,0
29176,1,2,0,0
29189,1,1,0,0
29192,1,2,0,0
29197,1,2,0,0
29205,1,1,0,0
29208,1,2,0,0
29211,1,1,0,0
29217,1,2,0,0
29220,2,4,0,0
29230,1,1,0,0
29232,12,17,0,0
29233,1,1,0,0
29237,1,1,0,0
29249,1,1,0,0
29262,1,2,0,0
29277,1,1,0,0
29282,1,2,0,0
2A004,17,30,0,0
2A017,1,2,0,0
2A026,1,1,0,0
2A040,1,1,0,0
2A085,2,3,0,0
2A119,1,2,0,0
2A139,1,2,0,0
2A174,1,1,0,0
2A211,1,1,0,0
2A247,3,5,0,0
2A269,2,5,0,0
2A271,1,2,0,0
2A272,2,4,0,0
2A278,1,2,0,0
2A288,1,2,0,0
2A362,1,2,0,0
2B033,4,6,0,0
2B037,2,3,0,0
2B043,2,4,0,0
2B046,1,1,0,0
2B050,2,4,0,0
2B077,1,2,0,0
2B084,1,1,0,0
2B093,2,4,0,0
2B120,4,9,0,0
2B123,1,1,0,0
2B134,1,1,0,0
2B148,2,4,0,0
2B150,1,1,0,0
2B152,1,1,0,0
2B207,2,4,0,0
2B239,1,1,0,0
2B264,1,3,0,0
2B301,1,1,0,0
2B305,1,2,0,0
2B313,1,2,0,0
2B316,1,2,0,0
2B319,1,2,0,0
2B341,1,2,0,0
2B343,1,1,0,0
2B350,1,3,0,0
2B353,1,2,0,0
30003,1,2,0,0
30007,6,11,0,0
30020,1,2,0,0
30032,1,1,0,0
30041,1,1,0,0
30062,1,2,0,0
30097,1,2,0,0
30122,1,2,0,0
30133,1,2,0,0
30152,1,2,0,0
30155,2,4,0,0
30169,2,3,0,0
30185,1,1,0,0
30189,4,7,0,0
30202,2,4,0,0
30210,1,2,0,0
30214,1,1,0,0
30258,2,5,0,0
30276,1,1,0,0
30278,1,2,0,0
30285,1,1,0,0
30288,1,1,0,0
30307,1,2,0,0
30334,1,1,0,0
31017,1,1,0,0
31035,1,3,0,0
31075,1,1,0,0
31100,1,1,0,0
31149,1,2,0,0
31150,1,1,0,0
31193,1,2,0,0
31210,1,1,0,0
31216,1,2,0,0
31314,1,1,0,0
31318,1,1,0,0
31345,1,2,0,0
31430,1,2,0,0
31451,2,2,0,0
31483,1,2,0,0
31490,1,2,0,0
31555,14,26,0,0
31587,1,1,0,0
31588,1,2,0,0
32012,1,1,0,0
32013,5,6,0,0
32213,1,1,0,0
32235,1,1,0,0
32279,1,1,0,0
32410,1,2,0,0
33009,2,3,0,0
33013,4,9,0,0
33032,2,3,0,0
33039,4,8,0,0
33040,1,2,0,0
33056,1,2,0,0
33063,13,25,0,0
33072,1,1,0,0
33108,1,2,0,0
33119,2,3,0,0
33122,2,5,0,0
33143,1,2,0,0
33162,4,7,0,0
33167,2,4,0,0
33192,4,8,0,0
33193,1,1,0,0
33199,1,2,0,0
33200,2,4,0,0
33214,1,2,0,0
33226,1,1,0,0
33229,1,1,0,0
33235,1,2,0,0
33236,1,2,0,0
33238,1,2,0,0
33249,3,5,0,0
33281,1,2,0,0
33284,2,3,0,0
33318,2,3,0,0
33324,1,1,0,0
33327,1,2,0,0
33366,1,2,0,0
33380,1,2,0,0
33397,1,2,0,0
33417,1,2,0,0
33433,1,2,0,0
33448,1,1,0,0
33487,1,2,0,0
33492,1,2,0,0
33522,3,6,0,0
33527,1,1,0,0
33529,7,12,0,0
33550,10,21,0,0
34003,10,17,0,0
34006,1,1,0,0
34022,1,2,0,0
34023,1,2,0,0
34028,1,2,0,0
34032,9,14,0,0
34041,1,2,0,0
34047,1,1,0,0
34064,2,2,0,0
34090,1,2,0,0
34108,1,1,0,0
34123,1,5,0,0
34127,1,1,0,0
34143,1,3,0,0
34149,1,1,0,0
34154,4,9,0,0
34167,1,1,0,0
34172,9,17,0,0
34182,1,2,0,0
34192,2,3,0,0
34199,1,2,0,0
34209,1,2,0,0
34213,2,3,0,0
34223,1,1,0,0
34259,1,1,0,0
34270,1,2,0,0
34284,1,2,0,0
34289,3,6,0,0
34299,1,1,0,0
34301,2,3,0,0
34324,1,2,0,0
34344,1,1,0,0
35002,1,2,0,0
35013,1,1,0,0
35018,1,1,0,0
35047,1,2,0,0
35049,1,1,0,0
35051,3,6,0,0
35055,1,2,0,0
35115,4,8,0,0
35177,1,1,0,0
35179,2,3,0,0
35196,1,2,0,0
35206,1,2,0,0
35228,1,2,0,0
35238,22,43,0,0
35263,1,2,0,0
35278,4,7,0,0
35281,2,3,0,0
35284,1,2,0,0
35288,2,2,0,0
35297,1,2,0,0
35299,2,5,0,0
35331,1,2,0,0
35340,1,1,0,0
35353,1,2,0,0
36010,1,3,0,0
36011,1,2,0,0
36012,1,1,0,0
36022,1,1,0,0
36044,1,1,0,0
36071,1,1,0,0
36077,1,1,0,0
36154,1,2,0,0
36247,1,1,0,0
37003,1,1,0,0
37014,2,3,0,0
37050,3,6,0,0
37096,1,2,0,0
37099,1,2,0,0
37111,1,2,0,0
37122,2,4,0,0
37132,1,1,0,0
37156,2,4,0,0
37160,1,2,0,0
37167,1,2,0,0
37172,1,2,0,0
37173,1,2,0,0
37195,2,2,0,0
37208,1,2,0,0
37210,1,2,0,0
37214,4,7,0,0
37233,2,3,0,0
37241,1,2,0,0
37261,19,32,0,0
37270,1,1,0,0
37273,1,2,0,0
38012,1,2,0,0
38013,1,2,0,0
38019,1,2,0,0
38022,1,2,0,0
38027,1,2,0,0
38052,1,1,0,0
38053,3,4,0,0
38108,1,2,0,0
38118,1,1,0,0
38130,1,2,0,0
38140,1,1,0,0
38144,1,2,0,0
38151,1,2,0,0
38153,1,1,0,0
38157,1,2,0,0
38170,2,2,0,0
38185,6,11,0,0
38190,1,2,0,0
38208,1,1,0,0
38223,1,1,0,0
38239,1,1,0,0
38247,1,2,0,0
38253,1,1,0,0
38270,1,2,0,0
38279,1,2,0,0
38289,1,2,0,0
38316,1,1,0,0
38317,1,2,0,0
38336,1,1,0,0
38343,1,2,0,0
38347,1,2,0,0
38348,1,2,0,0
38349,1,2,0,0
38370,1,1,0,0
38421,3,5,0,0
38425,1,2,0,0
38449,1,2,0,0
38474,1,2,0,0
38479,1,2,0,0
38480,1,1,0,0
38485,1,1,0,0
38494,1,1,0,0
38517,1,1,0,0
38530,1,2,0,0
38532,1,1,0,0
38543,1,1,0,0
38548,1,1,0,0
38555,1,1,0,0
39017,1,2,0,0
39106,1,2,0,0
39150,1,2,0,0
39159,1,2,0,0
39198,2,4,0,0
39201,1,2,0,0
39286,1,2,0,0
39329,1,1,0,0
39365,1,1,0,0
39432,1,2,0,0
39434,1,2,0,0
39526,1,3,0,0
39560,1,1,0,0
40001,1,2,0,0
40065,1,2,0,0
40088,1,2,0,0
40115,1,2,0,0
40165,1,2,0,0
40167,1,1,0,0
40175,1,3,0,0
40188,1,2,0,0
40192,1,2,0,0
40206,1,3,0,0
40222,1,2,0,0
40243,1,1,0,0
40246,1,2,0,0
40273,1,2,0,0
40274,1,2,0,0
40296,4,5,0,0
40309,1,2,0,0
41002,1,2,0,0
41018,6,10,0,0
41045,1,1,0,0
41053,1,1,0,0
41080,1,1,0,0
41091,1,2,0,0
41093,1,1,0,0
41130,1,1,0,0
41136,2,4,0,0
41144,1,2,0,0
41150,1,1,0,0
41158,2,4,0,0
41159,1,2,0,0
41179,1,1,0,0
41185,1,1,0,0
41194,1,2,0,0
41220,1,2,0,0
41256,2,4,0,0
41295,1,1,0,0
42005,1,2,0,0
42026,1,2,0,0
42037,1,1,0,0
42044,2,4,0,0
42049,1,2,0,0
42071,1,1,0,0
42092,1,1,0,0
42095,1,2,0,0
42100,1,2,0,0
42116,1,2,0,0
42132,1,1,0,0
42156,1,3,0,0
42173,1,1,0,0
42177,1,1,0,0
42186,2,3,0,0
42207,2,4,0,0
42212,1,2,0,0
42218,5,8,0,0
42224,1,1,0,0
42233,1,1,0,0
42234,1,2,0,0
42243,1,1,0,0
42252,1,2,0,0
42253,1,2,0,0
42261,1,1,0,0
42262,1,1,0,0
42279,1,1,0,0
42285,1,1,0,0
42304,2,2,0,0
42318,1,1,0,0
42323,1,2,0,0
42329,1,1,0,0
42331,1,1,0,0
42332,1,2,0,0
42334,1,1,0,0
43002,1,2,0,0
43020,1,2,0,0
43025,1,2,0,0
43041,3,5,0,0
43046,1,2,0,0
43051,1,2,0,0
43093,1,1,0,0
43113,1,2,0,0
43114,1,1,0,0
43150,1,2,0,0
43156,1,2,0,0
43167,1,1,0,0
43173,1,1,0,0
43184,1,2,0,0
43200,1,2,0,0
43230,1,1,0,0
43257,1,2,0,0
43262,1,1,0,0
44007,1,1,0,0
44009,1,1,0,0
44014,1,2,0,0
44018,1,2,0,0
44020,1,2,0,0
44023,1,3,0,0
44035,1,1,0,0
44036,1,2,0,0
44041,1,2,0,0
44043,1,1,0,0
44045,1,1,0,0
44076,1,2,0,0
44087,2,2,0,0
44088,1,2,0,0
44097,1,1,0,0
44102,1,1,0,0
44103,1,2,0,0
44109,24,38,0,0
44110,2,3,0,0
44114,1,2,0,0
44124,1,1,0,0
44128,1,2,0,0
44131,1,2,0,0
44137,1,1,0,0
44143,2,3,0,0
44158,1,2,0,0
44159,1,2,0,0
44162,4,5,0,0
44168,1,2,0,0
44172,1,2,0,0
44183,1,2,0,0
44184,11,19,0,0
44190,1,2,0,0
44210,1,1,0,0
44212,1,1,0,0
44213,2,3,0,0
45004,4,5,0,0
45006,1,1,0,0
45063,1,3,0,0
45068,1,2,0,0
45089,1,1,0,0
45120,1,2,0,0
45169,1,3,0,0
45203,1,1,0,0
45208,1,2,0,0
45232,1,2,0,0
45234,6,11,0,0
45253,1,5,0,0
45284,1,2,0,0
45286,1,2,0,0
45288,1,2,0,0
45298,1,2,0,0
45302,5,12,0,0
45312,1,1,0,0
45329,2,4,0,0
45338,1,2,0,0
46042,2,2,0,0
46047,1,1,0,0
46173,1,2,0,0
46213,1,2,0,0
46217,1,1,0,0
46231,1,1,0,0
46257,1,2,0,0
46265,1,1,0,0
46273,1,2,0,0
46281,1,2,0,0
46313,1,1,0,0
46328,1,1,0,0
47001,5,10,0,0
47021,1,1,0,0
47031,1,2,0,0
47049,1,2,0,0
47052,2,3,0,0
47106,1,1,0,0
47110,1,2,0,0
47121,1,2,0,0
47157,2,4,0,0
47171,1,2,0,0
47173,1,1,0,0
47188,1,1,0,0
47195,1,2,0,0
47214,1,2,0,0
47220,1,1,0,0
47238,1,3,0,0
47252,1,2,0,0
47265,1,2,0,0
47312,1,1,0,0
47315,1,1,0,0
47323,1,1,0,0
48037,1,1,0,0
48039,1,2,0,0
48063,1,1,0,0
48095,3,3,0,0
48107,1,1,0,0
48144,1,1,0,0
48146,1,2,0,0
48147,1,2,0,0
49003,1,2,0,0
49007,24,38,0,0
49015,4,6,0,0
49021,1,2,0,0
49023,1,2,0,0
49027,1,1,0,0
49029,1,2,0,0
49041,1,2,0,0
49080,1,1,0,0
49092,2,4,0,0
49099,1,1,0,0
49110,1,2,0,0
49114,1,2,0,0
49163,1,1,0,0
49167,1,1,0,0
49200,1,1,0,0
49218,2,3,0,0
49228,1,2,0,0
49244,1,2,0,0
49246,1,2,0,0
49267,2,5,0,0
49284,1,2,0,0
49291,1,2,0,0
49328,5,8,0,0
49330,1,2,0,0
49331,1,2,0,0
49353,1,1,0,0
49359,1,2,0,0
50003,1,2,0,0
50041,1,2,0,0
50058,1,2,0,0
50066,2,6,0,0
50086,1,1,0,0
50087,1,1,0,0
50095,1,2,0,0
50109,1,2,0,0
50129,9,17,0,0
50218,1,1,0,0
50243,1,2,0,0
50290,1,2,0,0
50389,1,2,0,0
50393,1,1,0,0
50410,1,2,0,0
50417,1,2,0,0
50436,1,2,0,0
50447,1,2,0,0
50471,1,2,0,0
50487,1,1,0,0
50531,1,1,0,0
50535,1,2,0,0
50589,1,2,0,0
50624,1,1,0,0
50639,1,1,0,0
50647,1,2,0,0
51055,1,2,0,0
51058,1,1,0,0
51108,2,4,0,0
51109,1,2,0,0
51113,1,2,0,0
51147,1,1,0,0
51172,1,2,0,0
51195,1,1,0,0
51312,1,1,0,0
51358,1,2,0,0
51410,1,1,0,0
51454,21,34,0,0
51599,1,2,0,0
51636,1,1,0,0
51662,1,2,0,0
52014,1,1,0,0
52040,1,1,0,0
52060,1,1,0,0
52114,1,2,0,0
52119,1,2,0,0
52121,1,1,0,0
52206,1,1,0,0
52292,1,2,0,0
52348,1,1,0,0
52420,1,2,0,0
52448,1,2,0,0
52449,1,1,0,0
52480,1,2,0,0
53083,1,2,0,0
53097,1,1,0,0
53127,1,1,0,0
53182,1,1,0,0
53188,1,2,0,0
53224,1,1,0,0
53228,1,1,0,0
53245,1,1,0,0
53255,1,1,0,0
53267,1,1,0,0
54028,1,2,0,0
54076,1,2,0,0
54079,1,2,0,0
54082,1,2,0,0
54090,1,1,0,0
54149,1,2,0,0
54152,1,1,0,0
54162,1,1,0,0
54222,2,2,0,0
54257,1,1,0,0
54263,2,5,0,0
54274,1,2,0,0
54280,1,1,0,0
54304,1,2,0,0
54312,1,2,0,0
54314,1,3,0,0
54323,1,2,0,0
54325,1,1,0,0
54329,2,4,0,0
54339,1,2,0,0
54343,1,2,0,0
54348,1,1,0,0
54357,2,2,0,0
54382,1,1,0,0
54395,12,20,0,0
54398,1,2,0,0
54400,1,2,0,0
54408,1,1,0,0
54429,1,1,0,0
54431,2,4,0,0
54439,1,2,0,0
54451,2,3,0,0
54525,1,1,0,0
54528,1,1,0,0
54533,1,1,0,0
54571,1,4,0,0
54580,1,2,0,0
55366,1,2,0,0
55543,1,3,0,0
55545,1,1,0,0
56002,2,3,0,0
56020,1,1,0,0
56040,1,2,0,0
56063,1,1,0,0
56067,1,1,0,0
56098,3,6,0,0
56117,1,2,0,0
56121,10,19,0,0
56129,1,1,0,0
56141,1,2,0,0
56143,1,1,0,0
56153,1,4,0,0
56156,1,2,0,0
56162,3,4,0,0
56173,1,1,0,0
56174,1,1,0,0
56189,1,2,0,0
56193,1,2,0,0
56232,1,3,0,0
56240,3,5,0,0
56251,1,1,0,0
56258,2,3,0,0
56260,2,4,0,0
57008,1,2,0,0
57019,1,1,0,0
57039,1,2,0,0
57057,1,2,0,0
57124,1,1,0,0
57227,1,2,0,0
57283,1,1,0,0
57306,2,2,0,0
57407,1,1,0,0
57428,1,1,0,0
57441,1,1,0,0
57443,1,1,0,0
57463,5,6,0,0
57483,1,2,0,0
57491,1,1,0,0
57591,1,2,0,0
57606,1,2,0,0
57620,1,1,0,0
57647,1,1,0,0
57660,1,2,0,0
57663,1,2,0,0
57672,2,2,0,0
57695,1,2,0,0
57721,1,2,0,0
58003,1,2,0,0
58051,1,1,0,0
58103,1,1,0,0
58151,2,2,0,0
58162,1,1,0,0
58177,1,1,0,0
58179,1,1,0,0
58180,1,2,0,0
58194,7,13,0,0
58236,1,1,0,0
58245,1,1,0,0
58264,1,3,0,0
58270,2,3,0,0
59009,1,2,0,0
59041,1,1,0,0
59051,1,2,0,0
59052,1,2,0,0
59152,1,1,0,0
59164,1,1,0,0
59172,1,1,0,0
59183,1,2,0,0
59191,1,1,0,0
59194,1,1,0,0
59212,1,2,0,0
59220,3,3,0,0
59279,2,3,0,0
59295,1,2,0,0
59323,1,1,0,0
