com_insee,nbr_accidents,nbr_vehicules,nb_hommes,nb_femmes,grav_moyenne
23024,1,1,3,2,4.0
23068,1,2,2,1,4.0
23096,1,1,1,1,3.0
24037,2,4,5,0,3.5
24064,1,2,6,2,4.0
24086,2,3,2,1,3.5
24129,1,2,2,0,3.0
24156,1,3,3,3,4.0
24172,1,2,2,2,3.0
24197,1,2,1,2,4.0
24217,1,1,2,5,4.0
24223,1,1,2,0,3.0
24253,1,1,2,0,3.0
24309,1,2,1,1,3.0
24486,1,2,2,0,2.0
24499,1,2,2,0,2.0
24509,1,1,1,0,3.0
24557,1,2,2,0,4.0
25007,1,1,1,0,3.0
25056,4,7,5,7,4.0
25074,1,2,0,3,4.0
25162,1,1,0,1,2.0
25204,2,3,2,4,4.0
25218,1,1,0,1,3.0
25287,1,1,1,0,3.0
25351,1,1,2,0,3.0
25387,1,1,2,4,4.0
25403,1,1,1,0,4.0
25434,1,1,2,0,3.0
25440,1,2,2,0,3.0
25462,2,4,2,1,4.0
25470,1,2,2,0,3.0
25527,1,2,2,2,4.0
26004,1,1,1,0,3.0
26058,2,3,4,1,2.5
26063,1,1,0,1,3.0
26072,1,2,2,0,3.0
26093,1,1,2,2,3.0
26099,1,1,1,0,3.0
26108,1,2,0,2,4.0
26125,1,2,1,1,3.0
26139,1,2,2,2,4.0
26146,1,2,1,0,4.0
26148,1,2,2,0,3.0
26162,1,1,2,2,4.0
26165,2,4,3,2,3.0
26166,1,2,2,1,4.0
26170,1,2,2,0,3.0
26198,1,2,2,0,4.0
26220,1,1,1,1,3.0
26231,1,1,1,2,4.0
26271,2,3,0,5,4.0
26292,1,1,1,0,3.0
26306,1,1,1,0,4.0
26313,1,1,1,1,4.0
26324,3,7,13,6,3.67
26362,1,4,2,2,4.0
26369,1,2,2,0,4.0
27016,2,3,4,1,4.0
27022,1,2,2,0,4.0
27044,1,1,1,0,4.0
27056,1,1,0,2,3.0
27105,1,2,1,1,3.0
27108,1,2,1,1,3.0
27156,1,1,1,0,3.0
27188,1,2,3,0,3.0
27198,1,1,0,1,3.0
27201,1,1,1,0,3.0
27229,9,16,13,7,4.0
27242,1,2,2,1,3.0
27256,1,2,2,0,3.0
27271,1,2,2,0,3.0
27375,2,3,3,1,4.0
27376,1,1,1,0,3.0
27390,1,1,1,0,2.0
27467,1,1,0,2,4.0
27517,1,1,1,0,3.0
27562,1,2,2,0,4.0
27681,5,7,6,4,4.0
27701,1,3,4,0,4.0
28008,1,2,2,2,4.0
28032,1,3,2,2,3.0
28048,1,2,3,1,4.0
28085,1,1,1,0,3.0
28089,1,1,0,1,3.0
28110,1,3,6,0,4.0
28134,4,7,6,3,3.75
28147,1,1,1,1,3.0
28156,1,2,2,1,3.0
28187,1,2,2,0,4.0
28214,1,2,2,0,3.0
28291,1,1,1,0,4.0
28304,1,2,2,1,4.0
28313,1,2,1,1,4.0
28380,1,1,1,1,4.0
28392,2,2,3,2,4.0
29006,1,1,0,2,4.0
29015,1,3,4,0,3.0
29018,1,1,1,0,2.0
29019,8,14,14,7,3.75
29020,1,2,2,0,3.0
29024,2,2,2,2,3.0
29026,1,2,2,0,3.0
29039,8,12,11,7,4.0
29042,1,1,1,2,4.0
29051,1,1,1,0,3.0
29076,1,2,2,0,3.0
29087,1,1,1,0,3.0
29117,1,2,1,1,3.0
29135,1,1,1,0,2.0
29150,1,2,1,2,3.0
29151,1,2,2,0,4.0
29160,1,2,2,0,3.0
29171,2,5,4,1,4.0
29176,1,1,2,1,3.0
29181,1,2,3,1,4.0
29182,1,1,0,1,3.0
29189,1,2,2,1,4.0
29197,1,3,3,0,3.0
29202,1,2,2,0,3.0
29204,1,1,1,0,2.0
29209,1,1,1,0,4.0
29228,1,2,3,2,3.0
29232,9,18,14,10,4.0
29247,1,2,1,1,3.0
29277,1,1,1,1,4.0
29279,1,1,0,1,3.0
29280,1,2,0,2,3.0
29294,1,1,2,1,4.0
29302,1,1,1,0,3.0
2A004,15,29,23,15,3.87
2A006,3,6,5,3,3.0
2A032,1,2,2,0,3.0
2A041,1,2,1,1,4.0
2A048,2,3,3,0,3.0
2A065,2,3,2,2,3.5
2A100,1,1,1,0,3.0
2A139,1,2,1,1,4.0
2A269,1,1,2,0,3.0
2A271,2,4,1,4,4.0
2A349,1,2,3,2,4.0
2A362,1,2,1,1,4.0
2B033,7,12,14,7,3.57
2B037,1,2,2,1,4.0
2B042,1,1,1,0,2.0
2B049,1,2,1,3,4.0
2B050,1,2,1,1,3.0
2B059,1,2,2,0,4.0
2B074,1,2,2,0,4.0
2B079,1,1,3,0,3.0
2B095,1,1,1,0,3.0
2B109,1,2,2,0,4.0
2B120,2,3,3,1,4.0
2B121,1,1,1,0,4.0
2B123,1,2,1,1,3.0
2B126,1,1,1,0,3.0
2B152,1,2,1,2,4.0
2B162,1,1,1,0,3.0
2B168,1,2,3,0,4.0
2B169,1,1,2,0,4.0
2B182,1,2,2,0,3.0
2B188,1,1,1,0,2.0
2B193,2,4,3,4,4.0
2B199,1,2,2,0,3.0
2B201,1,1,2,0,4.0
2B207,1,2,1,1,3.0
2B252,1,1,1,0,3.0
2B283,2,6,5,2,4.0
2B289,1,1,1,1,3.0
2B314,1,1,1,1,4.0
2B318,2,4,6,3,4.0
2B319,1,2,1,1,3.0
2B332,1,2,2,1,4.0
2B346,2,4,2,1,4.0
2B355,1,4,4,1,4.0
30014,1,1,1,0,3.0
30033,1,1,1,2,3.0
30036,1,2,2,2,4.0
30037,1,1,2,0,4.0
30055,1,2,2,0,3.0
30061,3,5,1,5,3.33
30096,1,2,2,0,4.0
30123,1,2,1,1,3.0
30140,1,2,2,2,3.0
30169,1,1,1,0,3.0
30189,2,4,3,1,3.5
30193,1,2,3,4,4.0
30202,1,1,1,1,2.0
30210,1,2,3,0,4.0
30243,2,4,5,1,3.5
30248,1,2,3,1,3.0
30281,1,1,1,1,3.0
30315,1,1,4,0,4.0
30326,1,1,1,0,3.0
30339,1,1,1,0,3.0
30344,2,7,6,4,3.0
30346,1,2,2,0,3.0
31004,1,1,2,0,2.0
31044,1,2,2,0,3.0
31071,1,2,3,0,3.0
31093,1,1,1,0,3.0
31107,1,2,1,1,3.0
31113,1,1,0,2,3.0
31145,1,1,1,0,3.0
31149,1,2,2,0,4.0
31157,1,2,0,2,4.0
31182,1,2,1,1,3.0
31254,1,1,1,0,3.0
31255,1,2,2,0,2.0
31324,1,2,2,1,4.0
31334,1,2,2,0,4.0
31391,1,2,1,1,3.0
31395,2,2,2,0,3.5
31399,1,2,1,1,2.0
31555,18,35,33,8,3.44
31567,1,2,2,0,3.0
31574,1,1,1,0,3.0
31576,1,1,1,0,2.0
31589,1,1,1,0,3.0
32005,1,1,1,0,3.0
32007,1,1,2,0,4.0
32013,4,6,4,4,3.5
32079,1,1,1,0,4.0
32127,1,1,0,1,4.0
32148,1,2,1,2,3.0
32207,1,2,1,1,3.0
32256,1,1,0,2,3.0
32264,1,2,2,2,3.0
32296,1,2,3,0,4.0
32365,1,1,2,2,4.0
32416,1,1,1,0,3.0
33003,1,2,2,2,4.0
33005,1,1,2,0,3.0
33009,2,3,1,2,3.5
33013,2,5,3,5,4.0
33015,1,1,1,1,3.0
33032,1,1,1,1,3.0
33039,1,1,1,0,4.0
33042,1,1,2,0,3.0
33056,2,3,2,1,3.5
33063,18,31,30,9,3.83
33069,1,2,1,2,4.0
33075,3,7,3,4,4.0
33096,1,2,5,0,4.0
33122,7,15,18,10,3.71
33128,1,1,0,1,3.0
33167,1,2,1,1,2.0
33192,2,4,4,3,4.0
33199,1,2,2,0,4.0
33214,1,2,2,0,3.0
33227,1,2,1,1,3.0
33236,1,2,2,1,4.0
33249,2,3,2,0,4.0
33281,2,4,4,1,4.0
33284,2,2,1,2,3.0
33293,1,1,1,0,2.0
33316,1,2,4,0,4.0
33318,1,1,1,1,3.0
33333,1,3,4,4,4.0
33362,1,2,1,1,3.0
33400,1,1,1,0,2.0
33404,1,2,1,1,2.0
33417,1,2,1,3,3.0
33422,2,4,4,3,3.5
33436,1,2,2,0,2.0
33487,1,4,7,7,4.0
33490,1,1,0,1,3.0
33498,1,1,1,0,3.0
33506,2,2,2,1,3.0
33522,2,4,3,0,3.5
33527,3,6,4,2,3.33
33529,10,20,17,9,3.9
33540,1,1,1,0,2.0
33550,2,3,3,1,4.0
33554,2,4,3,3,4.0
34003,5,10,10,2,3.8
34031,1,2,3,0,4.0
34032,5,11,10,4,3.4
34033,1,2,1,1,2.0
34051,1,2,2,0,2.0
34063,1,2,1,1,4.0
34074,1,2,2,0,4.0
34075,1,1,1,0,3.0
34095,2,2,1,1,3.0
34108,1,2,1,3,4.0
34114,1,1,1,0,4.0
34129,2,4,5,1,3.5
34145,1,2,1,1,4.0
34146,2,4,4,1,3.5
34150,1,2,1,1,3.0
34151,1,1,1,0,2.0
34153,1,4,2,5,2.0
34172,10,18,19,1,3.7
34176,1,2,1,2,4.0
34187,1,1,1,4,4.0
34189,1,2,2,0,4.0
34202,1,2,2,0,3.0
34213,1,2,1,1,3.0
34251,1,1,1,0,4.0
34256,1,1,1,1,4.0
34270,2,4,4,0,3.5
34299,1,2,2,1,4.0
34300,1,1,2,2,4.0
34301,2,3,5,2,4.0
34302,1,2,2,0,4.0
34327,1,2,2,1,4.0
34329,1,2,2,3,4.0
34332,1,2,1,1,3.0
34336,1,2,2,1,4.0
34337,1,2,2,0,4.0
34344,2,3,3,4,4.0
35001,1,2,1,1,4.0
35010,2,3,2,4,3.5
35040,1,2,1,1,3.0
35046,1,2,2,0,3.0
35051,2,3,3,1,3.0
35069,1,2,1,1,3.0
35095,1,1,1,0,3.0
35098,1,1,0,1,4.0
35105,1,2,1,2,4.0
35121,1,2,4,1,4.0
35128,1,3,0,3,3.0
35132,1,1,2,0,3.0
35139,1,1,2,0,4.0
35176,1,2,1,1,3.0
35177,1,2,1,1,3.0
35178,1,2,1,1,3.0
35193,1,1,1,0,4.0
35210,1,1,1,0,4.0
35211,1,2,2,1,4.0
35238,19,33,22,19,3.89
35243,1,2,2,0,4.0
35263,2,4,3,2,3.0
35278,1,2,2,2,4.0
35281,1,1,1,0,4.0
35284,1,2,1,1,3.0
35286,1,1,1,0,2.0
35326,1,1,1,1,3.0
35334,1,2,2,0,4.0
35338,1,2,1,1,2.0
35343,1,2,2,1,4.0
35353,1,1,4,1,4.0
35360,1,1,1,0,3.0
36003,1,1,1,0,3.0
36021,1,1,1,0,4.0
36041,1,1,1,0,4.0
36044,1,2,0,2,4.0
36063,1,2,2,0,4.0
36070,1,2,1,4,4.0
36082,1,1,1,0,3.0
36141,1,1,1,0,3.0
36171,1,2,2,1,4.0
36175,1,1,1,0,4.0
36178,1,1,1,0,3.0
36188,1,1,1,0,2.0
36200,1,1,1,0,3.0
36220,1,1,0,2,3.0
37046,1,1,1,0,2.0
37050,3,5,4,1,3.67
37072,1,2,0,3,4.0
37079,2,4,3,1,3.0
37099,1,2,0,2,3.0
37109,1,1,1,0,4.0
37118,1,2,2,0,3.0
37122,2,3,1,1,4.0
37123,1,1,1,1,3.0
37132,1,2,2,1,4.0
37141,1,2,2,1,4.0
37179,1,3,4,3,4.0
37195,2,2,2,1,4.0
37208,1,2,2,0,4.0
37214,2,3,1,3,4.0
37223,1,2,3,3,4.0
37233,1,3,1,2,4.0
37249,1,2,2,0,2.0
37254,1,1,1,0,2.0
37261,15,25,15,13,4.0
37273,1,1,2,0,2.0
38012,1,3,4,3,4.0
38019,1,2,1,1,4.0
38029,1,2,1,4,4.0
38043,1,2,2,0,3.0
38054,1,1,0,1,3.0
38082,1,3,2,2,2.0
38148,1,2,2,0,3.0
38163,1,1,1,1,3.0
38173,1,1,1,0,2.0
38185,4,8,10,4,3.75
38189,1,2,2,0,3.0
38193,1,2,4,0,4.0
38199,2,4,5,3,4.0
38215,1,1,1,0,3.0
38239,1,2,2,0,3.0
38253,1,2,2,0,3.0
38276,1,3,1,2,4.0
38285,1,1,1,0,3.0
38318,1,2,1,1,3.0
38342,1,2,2,1,3.0
38375,1,1,1,0,3.0
38377,1,1,1,0,3.0
38384,1,3,3,0,3.0
38389,1,1,1,0,2.0
38421,2,4,4,0,3.5
38423,1,2,2,1,4.0
38453,1,1,1,0,3.0
38456,1,1,1,0,2.0
38486,1,2,2,0,3.0
38495,1,1,3,2,4.0
38527,1,1,0,1,3.0
38544,2,3,1,3,4.0
38563,1,2,1,1,3.0
39019,1,2,3,2,4.0
39030,1,2,1,1,4.0
39106,1,1,1,0,3.0
39160,1,1,0,1,3.0
39170,1,2,1,2,3.0
39202,1,2,1,3,4.0
39217,1,1,1,0,3.0
39290,1,1,1,0,2.0
39306,1,1,1,1,3.0
39328,1,1,2,0,3.0
39401,1,2,2,0,3.0
39404,1,1,1,0,3.0
39437,1,3,3,0,3.0
39495,1,1,3,1,3.0
39500,1,1,2,0,3.0
39535,1,1,0,1,3.0
40022,1,2,2,0,2.0
40031,1,1,1,0,3.0
40046,1,1,1,0,3.0
40088,1,2,1,1,4.0
40128,1,2,1,1,3.0
40192,1,2,2,0,4.0
40206,1,2,3,3,4.0
40229,1,2,0,2,3.0
40244,1,2,2,0,3.0
40261,1,2,2,0,3.0
40268,1,2,2,0,3.0
40295,1,4,5,0,4.0
40296,4,4,5,6,3.25
40304,1,2,2,0,3.0
40310,1,2,1,1,4.0
40326,1,1,2,0,3.0
41016,1,2,2,0,3.0
41018,2,2,1,2,3.5
41031,1,2,2,0,3.0
41059,1,1,1,0,3.0
41067,1,1,1,0,4.0
41110,1,1,2,0,3.0
41149,1,1,0,2,3.0
41161,1,1,1,1,3.0
41167,1,1,1,0,4.0
41181,1,2,3,0,3.0
41194,1,1,2,1,4.0
41212,1,1,1,1,4.0
41220,1,2,2,0,3.0
41226,1,1,0,1,4.0
41229,1,4,3,4,4.0
41256,1,1,1,0,3.0
41278,1,2,2,0,3.0
41295,1,1,1,0,3.0
42011,1,2,1,1,3.0
42029,1,1,1,3,4.0
42038,1,1,2,0,4.0
42044,2,5,3,4,4.0
42052,1,2,1,1,3.0
42071,2,3,2,2,3.5
42123,1,1,1,0,4.0
42129,1,1,2,0,4.0
42130,1,3,2,1,4.0
42147,1,1,1,1,4.0
42177,1,2,2,0,3.0
42181,1,1,1,0,2.0
42186,1,1,0,1,3.0
42199,1,2,1,1,4.0
42207,1,2,1,1,3.0
42216,1,2,2,0,3.0
42218,4,6,4,6,3.5
42230,1,3,3,0,4.0
42231,1,2,1,1,3.0
42243,1,1,2,2,4.0
42248,1,1,0,1,3.0
42262,1,2,2,0,4.0
42273,1,2,2,0,3.0
42287,1,1,1,0,3.0
42296,2,2,2,9,4.0
42302,1,2,2,0,4.0
42330,1,1,0,2,4.0
42338,1,2,2,2,3.0
43002,1,2,1,1,4.0
43015,1,1,1,0,3.0
43032,1,1,0,1,2.0
43041,1,2,2,0,4.0
43086,1,2,2,1,4.0
43102,1,1,2,0,4.0
43127,1,1,1,0,3.0
43157,4,7,3,4,3.5
43165,1,1,5,2,3.0
43177,1,1,0,1,2.0
43185,1,1,1,0,2.0
43199,1,2,1,2,4.0
43203,1,1,1,0,3.0
43215,1,1,1,1,3.0
43224,1,2,1,1,3.0
43251,1,1,0,1,3.0
44009,1,2,3,0,4.0
44015,2,3,1,6,3.5
44018,1,2,2,2,4.0
44020,3,4,3,1,3.67
44026,1,2,2,0,3.0
44029,1,2,1,1,2.0
44055,1,2,1,1,4.0
44069,1,2,2,1,4.0
44073,1,2,1,1,3.0
44087,1,1,1,0,2.0
44099,1,2,1,1,3.0
44109,7,13,9,5,3.71
44114,1,2,2,0,4.0
44128,1,1,1,0,2.0
44138,1,1,1,0,2.0
44142,1,2,3,0,4.0
44143,1,2,1,1,4.0
44159,1,1,1,0,3.0
44162,2,3,2,1,3.5
44169,1,1,1,0,3.0
44182,1,1,1,1,3.0
44184,2,4,3,2,4.0
44190,1,2,1,1,4.0
